"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","year"
"1",6521713.98040581,1234133.84153965,18468216.6274177,2020759.13513285,2468901.28501777,4326921.99811458,5860839.17599776,8226492.44702251,10493622.5666114,13580570.379349,1996
"2",4903141.50941737,715921.475500177,15291562.725233,1380551.82626828,1779058.13307343,2955126.15256967,4450013.8563646,6336362.97363696,8226493.50957934,11220612.5119039,1997
"3",6114379.39864805,1094986.21293076,19970923.4833792,1538014.28368006,1952340.37087914,3684942.34725094,5520358.06490121,7798889.61320988,10853995.6314314,14027200.072988,1998
"4",14257073.4581969,2528809.94151862,47796073.1920735,3411001.347157,4550916.81592984,8247912.32995187,12750783.3837359,17958249.4508493,25618472.8998594,33611151.9368283,1999
"5",27991181.6619412,3825592.82931682,104945142.746735,6799075.07250207,8786940.13016032,15653040.7388818,24756259.8945786,34798489.3670811,50805830.4380144,69980570.4543636,2000
"6",40812186.083202,6151354.21354104,171739639.483186,9439278.08004573,12093166.4051519,22973469.89419,34839140.8908841,51251233.9390033,74882405.7755238,107084653.160079,2001
"7",66986173.749476,9949809.80445171,294423317.373979,14744668.8637246,18160909.3364264,34644104.7070417,57180095.4204294,85532099.5149353,121299680.075536,176646224.609403,2002
"8",123355146.81835,18552968.5909023,500479191.673508,25648451.4912752,36153366.1467536,64386793.3696905,103349477.890395,160049852.609891,222329307.200524,309535390.059487,2003
"9",94922428.7489467,11225061.2063442,388355973.731593,19700889.6296865,25263461.7971763,50100182.5770523,82685451.031859,126252560.69955,166129920.647733,245641791.395732,2004
"10",83372585.224561,7706239.743638,326494618.833061,16978221.9982622,19580291.5548774,43288987.8907838,71467568.510213,108432792.763936,149037678.391344,224035743.630004,2005
"11",89618440.5765547,7347018.18291142,415439590.753448,18558760.9202219,23523034.900865,46481734.507532,75751165.7209938,118008522.39527,160583704.022916,226249635.040852,2006
"12",42837841.6341926,3937614.59777699,254975106.357618,7937385.36264075,10212314.0797211,21362593.6980983,36482194.7768122,57101776.2985788,77689981.0307077,113340047.632264,2007
"13",34562591.1594698,2995451.11157822,182493979.21742,7219944.99335033,8511440.2322357,16836885.8146053,28956401.5943193,46105364.905341,63833337.880362,92009322.9562661,2008
"14",31041848.951437,2641353.22236838,156589805.8461,5237825.18794308,6621082.14253372,14385578.823716,24688078.2721874,40493112.5984189,59905202.530181,90402177.5301228,2009
"15",19419432.2544956,1226956.77166643,115954175.638706,3217140.56798802,4266458.63781828,8913973.06404478,15901193.4158791,25401793.3701568,37371696.364338,54463607.7731324,2010
"16",10598784.1375743,803664.493821476,67368169.9848261,1817794.20704809,2292461.25250254,4423163.09437764,8798648.80086652,14212484.4209702,19796829.5460496,30442116.0810003,2011
"17",10314078.0430133,775142.564047876,59402593.6511732,1731295.24061607,2086511.07530801,4433614.42338452,8695555.14265923,13757334.2212278,19378159.8924874,31085538.0370434,2012
"18",4145686.12421103,294955.033140401,22415007.3614981,598411.418722247,829398.192602641,1660276.50774539,3279364.14274763,5532839.34429139,8501622.91468033,13825575.4277394,2013
"19",1617753.88549779,132024.800554478,9576926.13502816,238846.090515233,318524.844878443,631847.758484327,1250114.41927182,2051458.50992551,3317089.23999802,5074568.10991826,2014
