"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","year"
"1",6726284.68028788,1262314.57342135,19694899.4374995,1865053.75060681,2589625.5397218,4398265.91855543,6264122.74182288,8393804.54211822,10954854.7663581,15010158.9680942,1996
"2",5411627.67352677,806196.121135975,19117999.8349377,1388523.50645521,1750538.43172896,3338479.19534605,4893974.02956317,6901183.17836122,9074898.167733,11995065.9694118,1997
"3",6864044.43286853,722058.423965393,27580939.764297,1725533.08278049,2191083.15824915,4133682.67292818,5678166.6234705,8771147.73047674,12401944.0408878,17253834.5439062,1998
"4",15943654.2222742,1557504.72971699,67214119.5204104,3846480.00631964,4753622.64726116,9457734.68914593,13244596.7066864,20488324.3387088,30338950.7014317,40684854.7921207,1999
"5",31806023.1825758,3393367.340216,130728347.497704,6846930.94748464,9319141.28179704,18458288.6402455,25731018.0109562,41210827.8677269,59316818.3101163,76480233.2508618,2000
"6",48028620.1712688,3378902.96792462,233586744.515842,9115437.23898889,12429837.6258634,26457015.1560436,39787969.6436415,63462967.0211115,88432397.8862928,115507173.375397,2001
"7",77982638.6411529,6161336.8236236,333977662.074007,15659658.1001034,20651783.4355695,43172202.4447723,62867637.7108833,100929110.600962,154740414.087227,201436851.507164,2002
"8",143608342.029529,13372638.5117774,578883769.118796,27629461.7829453,35500124.8290863,77951243.7344456,116134724.210482,189168462.52396,270678765.327065,389827633.3272,2003
"9",115079911.659636,14930474.5674175,485729833.395099,21928849.8713293,29994199.0963085,57530816.2595711,92497286.6414532,154235091.337526,218750474.82741,317127918.663083,2004
"10",101341170.977373,11062057.9661724,566734925.798849,18232769.2357941,23692478.0454996,50172795.1918881,83448966.309818,131304528.23862,195861917.057948,279889050.878793,2005
"11",108098403.472659,7497361.53216675,546189150.191402,19796033.8709262,23027838.6128547,53571235.7690263,86919363.6781449,136554833.803799,214915835.397137,317842488.799006,2006
"12",52493482.9655081,3512559.87390314,276444280.567223,7876106.24685287,11209515.5373686,26647153.1600402,40586394.8333346,66258956.3693599,106275706.647798,154479417.410306,2007
"13",41883313.9615932,3935013.65816006,217645557.776271,5961327.00258352,9678371.13712334,20762541.4760524,32704052.4429041,54156882.313549,83632762.3230439,124463349.369959,2008
"14",35049166.4033191,3043220.38991751,203974939.286801,5204925.23227145,7468213.28714526,15957437.7360617,26135787.4076278,45150079.6965478,69426569.1427964,108675949.492044,2009
"15",19325595.0716361,1440165.23157218,88896575.5598632,2968840.15974687,3882139.1865378,8195350.51347905,14654450.6736617,25719047.1680284,38933524.2126226,60793364.673117,2010
"16",10259606.7917768,597328.009895592,58739778.2226634,1572457.82273115,2024147.31499663,4353902.37465391,7479151.37701179,13891942.2545072,20614100.679283,33385106.2552763,2011
"17",10043746.8939408,616083.723618579,54692114.7405036,1697401.42520078,1947115.21316641,4134193.09512005,7604720.7088671,13048971.6353885,20322173.5988615,33858125.8904539,2012
"18",4015257.93098396,244184.105834279,21832298.8417117,712930.259389884,792469.047938009,1592289.10586954,2909950.22273306,5235549.95803956,8078454.53791046,13135201.5553779,2013
"19",1624257.8683502,80688.1160352393,10544376.5605798,208002.108816462,282941.844103145,655452.076640528,1144381.07936425,2144856.53935325,3471796.88730263,5474996.08906482,2014
