"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","year"
"1",5423893.57224171,431393.68079015,19699620.1488964,1595961.33656592,1907606.68453934,3509430.20880896,5006809.39896659,6926709.75121816,8850750.50964239,11452414.3395498,1996
"2",4345616.12365296,388874.900909561,18264648.0029562,1326802.61141034,1504842.2240266,2739190.53044976,4066172.76492705,5497885.19077387,7158340.10094541,9442684.59973683,1997
"3",5954267.41236952,598867.347400723,19373283.788058,1654389.61667571,1828868.49961898,3791044.06747248,5330141.49077495,7881209.61468751,9800221.89590039,13065079.863594,1998
"4",13661792.1314639,1508086.91903119,46700509.0057285,3666748.13377903,4292007.31906432,8589743.92105931,12182921.608531,17517052.2683027,23302022.4433406,30291042.7388186,1999
"5",27114968.3813937,1950324.02132377,93321497.8013928,6772241.60742898,8439206.36558873,17037789.7948282,24365660.2569756,34372582.7957912,44455619.1842382,64011468.0084686,2000
"6",43696780.8314104,4737011.62732738,163172699.340963,9478971.48824286,13823300.0551269,26348434.6843643,38237081.8993763,54929731.3176705,75284342.6531578,114921001.221193,2001
"7",69970638.1304129,5767528.09936111,266400590.79397,14347365.7824046,20946641.6635032,40387423.1492848,60253442.5458535,91727818.3234698,120227454.343292,177107138.978629,2002
"8",127192483.182641,9596093.32069317,469545759.623555,29086082.7956812,40446832.4014263,71767220.3831493,112138279.633544,162568612.370839,227671183.828715,317290131.360979,2003
"9",107267347.222796,8531284.92683224,371287855.085229,22891582.9510354,32169457.9872155,58922840.8774224,93576706.5646786,138692745.370485,197906819.106734,282551857.223352,2004
"10",93578756.3311972,7171982.27516587,400887585.391915,19799356.1351898,25145586.1006752,51283114.3819302,79432330.1977642,117670716.666056,165943492.078604,268102257.203812,2005
"11",100659698.306057,5475951.07478649,544953692.953761,18796238.9299563,26515914.1375139,54567744.9047591,79983643.3224357,125667612.327033,178874800.95945,320285493.214792,2006
"12",45055134.8815512,2572445.90912202,252866008.369608,7822967.40239497,11495517.9075384,22959412.8295203,36879975.7084097,58534726.751292,83360212.5427642,140309143.186047,2007
"13",34911251.7834268,1889248.54251558,266504248.673759,6041683.33820316,8241349.7942975,17055893.2255112,28566376.3415063,45540636.5204378,68730538.1477078,96820906.5742439,2008
"14",31059477.5786232,1606146.05639618,228532513.396224,5276742.43733755,7303208.75629109,15040997.6075823,24593510.8150881,41614807.1806742,61280218.5811024,94250333.0744192,2009
"15",19263088.5423722,905050.994184195,167101332.016504,3176372.65886224,4481267.6243913,9165210.35629899,14621253.2422716,25471891.0032823,37119736.7543766,55837912.9722983,2010
"16",10345074.7087862,509487.916622701,92399609.8792591,1569212.68156118,2279337.02608382,4772169.05317793,7819848.78747936,13375501.6977458,20881788.467487,32656325.4272183,2011
"17",10148754.9904102,440834.419857792,86046642.6901698,1468172.92343992,2221949.22738707,4759647.06780824,7717836.1727489,12469655.9784377,21135574.4788361,31625208.3689617,2012
"18",4108088.33518222,164286.926154573,38858817.9699664,553545.867255722,845341.79669106,1941771.23237564,2984130.76619281,4931334.20850273,8311971.97320396,13498634.2118593,2013
"19",1622131.85640994,76728.4981274413,13326209.2443438,231639.243623632,331389.355864222,733668.743283006,1220984.97957967,1973204.55868042,3467428.1751281,4746121.26181494,2014
