"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","year"
"1",1701376.05739101,300667.711347018,4455635.67050432,572698.19582642,713707.464461969,1151806.78968,1612209.35906072,2147496.05932107,2614469.56369952,3539902.85054988,1996
"2",2083989.16604493,247249.336081214,5773955.13807989,659594.474817709,839143.858115109,1399278.74064599,1879046.57138495,2664224.9682933,3325180.76318938,4190197.61808569,1997
"3",3521716.56140888,375705.422249171,8675911.33698395,1134511.75739739,1207487.50292393,2306629.07850402,3134771.39725185,4768899.19434143,5860402.48594383,7212572.55430469,1998
"4",8136395.84690799,915225.727019231,20538099.2543243,2137949.77436444,2778744.32059788,5445585.34480542,7299461.9751806,10654344.2325517,13413236.1037615,16668134.9615688,1999
"5",19044351.3442235,2615659.16878134,47401508.6987364,5138846.15654433,7021563.16881565,12346925.8851527,17065867.5449189,25387952.0136023,33518746.3926151,39631435.2476824,2000
"6",31467801.8628521,3861159.0428632,103683452.473142,8219469.40073877,10354126.1215968,19503575.8312131,28129809.3363827,40121341.0470952,56800656.1498583,68734508.6503086,2001
"7",53120053.4070536,6856882.38545384,174958450.931378,13618848.2604899,17760869.1186063,30647196.9259157,47992280.0537546,69200513.5416098,92542993.6186043,120540828.911076,2002
"8",102822350.118566,15399728.9141595,423273441.959058,23224788.5639661,30548810.6855437,56789749.307975,91505981.5819563,131685236.604725,180289276.805233,238694957.488581,2003
"9",91731818.7612013,8619957.79962077,392265826.764387,20112966.3075302,26473369.7510636,52624561.8232091,81347899.8771377,117400162.658492,160717533.053254,230387216.078067,2004
"10",79247173.517704,8801325.08796286,316813936.27202,17948400.4512699,21082302.4370342,45385928.316782,68675046.6372058,104329287.339494,142338173.63998,210290748.240052,2005
"11",87330772.3386196,8353432.6434009,345761936.763861,18653873.6010723,22713312.4511692,47153598.3807089,74738977.492431,113663026.187145,156418201.139966,229895667.114927,2006
"12",53769174.2010225,4962096.47656295,223802924.317963,10067204.088257,14362149.8764108,26500600.1359359,46070497.2566319,68916377.9080522,100119896.623761,142344002.328616,2007
"13",44439775.6888827,3064672.80993143,179791533.064018,8653294.48800939,10334325.2001021,21698249.7612223,37614058.9473136,58347329.6218308,79705687.1912248,134146936.882544,2008
"14",37196903.6845565,2539864.22295721,174111000.278218,6710264.15183203,8083262.75955587,17863042.1970209,31167557.5973557,46888924.8768047,69823380.5652966,110440938.91695,2009
"15",20031007.139118,2207344.11849069,92831115.2255902,3534806.65834438,4357219.2304195,9465073.05919925,16418990.8164555,26492745.7153313,37698134.5493794,59222732.3826858,2010
"16",10871003.280606,1023010.44902796,52604104.1112071,1633047.67608692,2328983.17733122,5051107.52392332,8680989.23805291,14055280.9439325,20702445.6793956,36179012.3840972,2011
"17",11866929.8579241,1099956.70909493,56621144.7887902,1729431.8818003,2491616.09570953,5328466.92561239,9055060.9020714,15501885.9241608,22691700.4585406,36538911.147534,2012
"18",4491171.73705801,318076.585835023,24641522.2120815,614987.581538276,890078.193737621,1977574.30027544,3379122.58928387,5858862.8011533,9083509.47465548,13798246.1329158,2013
"19",1858059.0037906,115971.077269571,10903888.8820913,224392.846795228,351603.346721193,794836.819333927,1385788.32868615,2325871.07276767,3881088.03288177,6080474.92958327,2014
