"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","year"
"1",6421616.9203396,1018555.09843158,19095315.6064059,1695423.49387296,2092486.1181719,3638155.39918342,5877286.70922669,8560593.32019673,11325622.7375074,14905035.8802798,1996
"2",5118136.06876389,467478.219369916,17605986.3572069,1168581.47378549,1558116.70075235,2762899.03274075,4488062.40260062,6941885.53665968,9592570.20907699,12000581.278311,1997
"3",7036071.99903631,652074.402660617,26885139.3544342,1330424.54884244,1765795.62376298,3738307.01209165,6159035.51257404,9250987.46748177,13386144.4455948,17094322.2393568,1998
"4",16220858.0531572,1497776.77181414,61001488.0515051,2965294.29359607,3722001.28416566,8521712.28245105,13844146.6599861,22003407.3345183,31771034.3175964,38124959.4395845,1999
"5",33009760.8154991,2493823.4592846,140863257.103825,6132954.96581355,8001799.59265183,16729337.3216077,28186781.6712712,43441773.4704768,62897538.0563253,84374877.5860229,2000
"6",42803370.112084,3724758.45143608,209465097.036107,7685558.82281181,10730903.1241851,22164909.522554,35973074.9942552,55092290.1159313,79697344.3610091,129873815.594155,2001
"7",68391312.212897,5597489.88831397,457407624.782889,10490668.9578233,15272468.3779771,33643019.9346066,54785867.6686316,90218007.6397144,118064725.528224,199145069.230227,2002
"8",126174245.975878,6848407.19378935,688139811.808985,22486206.3218599,28017729.1855929,62030817.9638995,103392042.07308,172041013.787366,228622503.253582,369612135.235314,2003
"9",112214854.57942,6999429.32521702,600037939.487271,18780613.9839105,23212795.9273576,54430083.4971733,92637756.8201942,148570084.605217,207090854.836796,318098546.513428,2004
"10",101388569.007545,5804508.44520339,656538166.76011,16325402.5994762,21154990.3935164,48386107.3136296,83032216.8073367,131202018.174455,181956270.201372,317357721.248758,2005
"11",110096689.020773,5005338.45944356,651639478.63417,14835739.5298755,21365270.6727679,52244486.8647269,86819785.7824189,149519251.988571,210164940.772096,340991083.155432,2006
"12",52118495.3532708,2115888.23012942,276872827.343843,6981792.66813559,9188867.57739531,24539944.7799505,41468366.1185035,69333324.7171196,99719082.5452596,168453371.429583,2007
"13",40969854.8062453,1727734.227285,211323343.574693,5087405.61942521,7042054.73894451,18320000.6365405,31890433.5523493,55378928.364183,81265281.6217685,125651274.406743,2008
"14",32349451.3252034,1624459.19345702,168594573.264486,3787464.95831039,5340255.29267486,14377644.4848535,24693359.5949931,40967748.81649,64718417.4658525,108645114.610715,2009
"15",20686604.1793353,991963.495607469,122439887.162665,2346124.31624458,3293122.52198737,8504001.37430961,15080963.1290437,25951128.2213914,44822683.000667,77062160.0432105,2010
"16",11000554.5698158,378471.771143755,81878447.7347025,1284967.24861579,1493009.84340206,4545571.59250847,7797461.60782088,13504689.9375787,23738596.7597956,40699807.4424477,2011
"17",10872011.2747078,319500.827482262,85668500.3742296,1205172.73186048,1599921.67220028,4313661.81998147,7421202.08337121,12899386.9040843,23152782.8365573,42269812.1594249,2012
"18",4456244.15315185,119461.330585805,35322271.8632006,439230.552494345,598620.017351856,1705552.23684495,2961380.48873787,5405627.41111757,9466796.04541611,17468417.7313804,2013
"19",1775863.44956638,55812.9556535532,13019395.8218505,159837.327736617,251712.710173678,638081.763130575,1174746.06706087,2155244.21956205,3833026.37275548,6968177.24730654,2014
