"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","year"
"1",1768209.72812414,325625.755808527,5045778.13984288,614373.605787729,714673.085541258,1245266.49344701,1653472.96445575,2159830.43894489,2791369.84997579,3413357.73887462,1996
"2",2177206.2718086,377760.913806438,5868938.6228,722723.792691924,878728.624398879,1521074.93351372,1985028.58623416,2677761.2362472,3437361.88916272,4681999.5284388,1997
"3",3583785.83740601,541003.170985745,11427334.4377513,1194004.62325848,1455023.0324802,2433332.6565734,3233415.21101809,4478530.52034829,5784294.63333337,8025626.77087714,1998
"4",8313406.3391072,1108362.90671182,25619045.8859186,2764050.41630295,3160415.35252334,5476383.33638044,7350506.43323992,10737092.5230548,13733646.8457886,19631570.6990277,1999
"5",19613306.151978,1852727.78248349,55469719.8007344,6564838.36231122,7441083.29964111,12095215.546045,17279420.9024282,24500899.7315634,34027560.4173509,44516798.5007667,2000
"6",30363420.223101,3525513.74873427,89550984.8827125,8956147.02391201,10860383.3121636,18365692.0407057,26510951.5973393,38622792.3043334,52412857.2561408,74229076.4279474,2001
"7",50263536.7048995,5782972.04550126,169163940.345167,13888407.6471906,16615333.264975,28736282.8228009,44552075.5518307,65538802.5369259,87788706.6624798,121846329.093613,2002
"8",96449432.6950836,10790624.9022982,333565221.78155,26571305.4093338,32653726.7544276,55611585.9758977,84333857.0980645,124654182.46108,170476092.372619,223779955.85452,2003
"9",105699222.812736,12014913.9982035,334673260.986837,24078768.3379292,30652852.4584966,62100513.1399158,94006266.398447,136126055.863635,188488931.87176,250568777.865255,2004
"10",88124968.9060867,9226399.70218986,300862264.578241,19845605.1175621,23931212.3613638,52470758.0332554,76766984.2586797,109134105.241146,162626365.259336,215910861.786915,2005
"11",105840074.381713,12535697.3237099,408229344.018684,22328736.5604943,28379286.7825631,61143335.7909381,90889730.1008142,136728803.589193,197286464.247342,270767309.762299,2006
"12",58348089.8891491,7734338.35658737,243282985.00359,12288628.7246339,14663649.3177658,33533048.1851968,47635287.7514056,75163966.2994395,103695301.852738,157386516.77782,2007
"13",46158694.6110143,4625834.60777703,194258891.046673,9400834.63145545,12442622.2477129,24723824.01095,39267182.0776542,58366934.854398,91429798.7679092,118781779.826338,2008
"14",38107911.6507395,4176458.21565792,217170580.655125,7646343.2419534,9746647.78026558,19893757.7306838,31871454.676846,48730612.7880989,72588586.2509175,103750108.060423,2009
"15",21234940.1537089,2071176.53060394,110618834.734688,3676694.17007367,4873176.09268857,11054936.478128,17795846.7815447,26654027.5110427,41829113.3545886,60618181.356826,2010
"16",11674912.6187167,647183.344063673,62803439.7022443,1879901.6165421,2649948.12657011,5671658.67057067,9301191.73387489,14487054.9317364,22685826.8383051,32551149.3659342,2011
"17",10776868.2485451,537364.420367869,70009200.4247428,1715345.96252529,2168788.52929102,5132073.95214133,8491620.18149318,13794558.9150329,21229541.8208395,31186014.1750582,2012
"18",4341156.70559426,233349.033269983,28177136.733368,704332.722343707,848929.950112333,1975895.67311531,3391937.53532808,5253066.34959125,8830810.34218232,12998550.4956806,2013
"19",1714586.65134407,83416.1791853891,13319819.3387044,252242.004082029,306857.409327268,751593.911129482,1305279.56895586,2078172.69747854,3477244.48803982,5532001.77232008,2014
