description,StatusQuo,June,MaxWater,MaxWater_noSMSCG,MaxDS_Even,MaxDS_Hist,SummerFall_Even,Summer_Even,Summer_Even_AltSMSCG,SummerFall_Hist,Summer_Hist
mean_all_years,0.838599198551848,0.81864858389457,0.819885241739963,0.832597420942793,1.02606045138041,1.03055669675993,0.849571859477755,0.845590303165111,0.850630167595084,0.841109774206832,0.842297658787087
mean_2007_2014,0.513054259500398,0.495563983026543,0.492888450272129,0.495231640564034,0.572896735213027,0.569309597835072,0.51216117446901,0.501573340137969,0.503859270076561,0.490658443128886,0.499027378845375
mean_2005_2014,0.5730459476941,0.561066324457406,0.554994268679602,0.561093620365253,0.635610368327584,0.635139229285598,0.572160770964627,0.564875944033341,0.564314678530989,0.559094347656238,0.558144831509709
mean_1995_2006,1.19880350302826,1.17934631653481,1.18708976814488,1.21486267761323,1.56762869229774,1.58674478017382,1.22758030543152,1.23630045759437,1.2449317077617,1.2447664724588,1.23255033085612
mean_AN_W,0.922252582176396,0.875414752153627,0.889465119738474,0.90626378989533,1.3808191728363,1.38905077855236,0.976541636004073,0.960086020060829,0.966618578593587,0.950031967983049,0.944495586072647
mean_D_C,0.904270531794281,0.880605264392722,0.884440264118941,0.88421899108547,0.91530322299199,0.913466672745797,0.872902562821349,0.868983342552823,0.87910938116594906,0.871450020058523,0.880157309470756
mean_1997_2014,0.822087910948419,0.803671800228259,0.809784496743839,0.819294016442989,0.969137001695357,0.969149540183948,0.822049868101194,0.823696569182377,0.827392915697256,0.815002908909022,0.825438918266316
L95CL,0.361352207407622,0.336551023507569,0.337870492341895,0.348502420897333,0.40191985606658,0.402293921213285,0.348249315000746,0.333933885673291,0.328862110576229,0.347995122440702,0.358459460161671
U95CL,1.80117130679364,1.7843463730745,1.80173734483867,1.8119405868939,2.10328562246576,2.038208679708,1.76622133111975,1.76061137379227,1.76664670738817,1.82383889079313,1.78684057874943
