"scenario","year","1","2","3","4","5","6","7","8","9","10","11","12"
"Summer_Even",2000,-3645.16129032258,-3866.00358424027,-4025,-3995,-3848.13974202996,-4490,-11227.6910063158,-10929.8801890102,-8242.89050764903,-7187.93208233804,-5546.74223476949,-3629.36283403835
"Summer_Even",2001,-4745,-3580.35714285714,-3905,-2059.70546297493,-3105.30546348922,-4400,-6052.2504228016,-4857.92287593214,-4747.00571303291,-3606.25843693073,-5188.33263622872,-5290.32258064516
"Summer_Even",2002,-3875.96774193548,-4030.35714285714,-3500,-2661.24334667277,-2711.51457240194,-4400,-7661.22746658988,-5840.34481659103,-4878.57318114216,-4257.8939838938,-4532.09898596604,-5290.32258064516
"Summer_Even",2003,-3875.96774193548,-3741.07142857143,-3500,-2363.42292439712,-3277.40936296741,-4490,-11389.9510690565,-11576.920823378,-10476.840771992,-5583.6202882594,-4838.93093764929,-5290.32258064516
"Summer_Even",2004,-4343.38709677419,-4237.06896551724,-3575,-2579.76565611076,-2722.90980682048,-4475,-11214.8328319649,-11218.606052325,-6231.9909135873,-6778.49203265894,-5562.70096107804,-5290.32258064516
"Summer_Even",2005,-4363.70967741936,-4030.35714285714,-3500,-3875,-3922.67677538718,-4850,-9209.00884812162,-10808.3156974133,-9954.436819538,-9200.87573562228,-7971.79266097343,-5290.32258064516
"Summer_Even",2006,-5000,-4464.28571428571,-402.918816297972,1705.24533976059,4273.82351691312,-4260.07968333856,-8775.03640021103,-10754.6218933235,-10506.4050153138,-9388.37742243171,-9370.44652079195,-5290.32258064516
"Summer_Even",2007,-5000,-4030.35714285714,-3500,-2342.95326909962,-2868.71445272941,-4400,-11214.303779619,-6489.64721708771,-5532.46669261823,-4564.85238850143,-4121.17679018697,-2990.5153693877
"Summer_Even",2008,-3126.93548387097,-3991.37931034483,-1762.6692990386,-2295.76791911769,-2562.73760023409,-3167.12305278087,-3732.1341279935,-2918.90976325709,-4258.6679798355,-3150.41670606202,-1143.30407801427,-3088.21440399967
"Summer_Even",2009,-120.347867434633,-3808.03571428571,-4325,-1490.87561675444,-3019.50493865444,-4850,-5232.57138611225,-5372.44929924047,-6894.07439126726,-5721.38147910278,-3647.62316152558,-3171.31718697372
"Summer_Even",2010,-3439.51612903226,-3982.14285714286,-3905,-3388.90713872849,-3482.34717707225,-4475,-11077.6154141542,-10885.1432713322,-9462.60866439791,-9549.2157009363,-9180.76383290217,-5290.32258064516
"Summer_Even",2011,-4516.12903225806,-4223.21428571429,3237.60007595249,-3978.64480248423,-4712.18605984922,-5000,-9714.18394737925,-10087.7488009893,-10092.3513669364,-8994.1963021754,-9311.48673351127,-5824.06989582965
"Summer_Even",2012,-4968.212401535,-2696.50871382811,-3905,-2724.49699731234,-3137.62287014373,-4475,-11131.4791507498,-11593.2252202728,-5622.82506100058,-5873.11303467758,-6925.4376239581,-5290.32258064516
"Summer_Even",2013,-4363.70967741936,-4325,-3500,-1918.4885992883,-1819.13506803241,-4400,-6253.60265647953,-4028.77303320811,-5298.30905715398,-1866.08660307168,-1989.013437445,-1919.25022760839
"Summer_Even",2014,-564.078366152782,-3808.03571428571,-4325,-1488.3781297272,-1439.6300160895,-1459.98314879965,-1546.60404399139,-1329.28298966964,-2592.89003674684,-1864.86884719282,-1687.76724691687,-5290.32258064516
"Summer_Even_AltSMSCG",1995,-3645.16129032258,-4464.28571428571,-3744.56677636518,-3640.60542945887,-486.786587898654,-4495.60904369693,-9555.1461090173,-10721.3540071547,-10926.6177815185,-10038.8870452102,-9401.81131969742,-5290.32258064516
"Summer_Even_AltSMSCG",1996,-4516.12903225806,-3944.68122123837,-4550,-4130,-3987.55685835962,-4505,-11176.9810970927,-11242.2175759428,-11202.554533393,-9880.04451276528,-8620.60384593686,-2895.81348618069
"Summer_Even_AltSMSCG",1997,26598.276597982,2713.93676162717,-4063.96562424334,-3474.6224651257,-2998.93332453828,-4365.87495357595,-10876.7266073752,-11105.1956673379,-7794.59834529696,-7960.25432013916,-7160.79916018406,-5290.32258064516
"Summer_Even_AltSMSCG",1998,-4516.12903225806,4487.94227722576,-4099.27282099497,-2220.02165495885,-144.053173674553,-2156.84081147427,-8298.51911345257,-9398.57588913888,-9702.1418241726,-8996.03129338851,-8733.28424675439,-5290.32258064516
"Summer_Even_AltSMSCG",1999,-4516.12903225806,-4625,-4550,-3977.70290833815,-3849.71193559765,-4505,-11163.3836204494,-10327.2343997225,-11125.6554807746,-8713.49807264523,-5322.91687176924,-3147.13141113666
"Summer_Even_AltSMSCG",2000,-3645.16129032258,-3866.00358424027,-4025,-3995,-3848.13974202996,-4490,-11227.6910063158,-10929.8801890102,-8242.89050764903,-7187.93208233804,-5546.74223476949,-3629.36283403835
"Summer_Even_AltSMSCG",2001,-4745,-3580.35714285714,-3905,-2059.70546297493,-3105.30546348922,-4400,-6052.2504228016,-4857.92287593214,-4747.00571303291,-3606.25843693073,-5188.33263622872,-5290.32258064516
"Summer_Even_AltSMSCG",2002,-3875.96774193548,-4030.35714285714,-3500,-2661.24334667277,-2711.51457240194,-4400,-7661.22746658988,-5840.34481659103,-4878.57318114216,-4257.8939838938,-4532.09898596604,-5290.32258064516
"Summer_Even_AltSMSCG",2003,-3875.96774193548,-3741.07142857143,-3500,-2363.42292439712,-3277.40936296741,-4490,-11389.9510690565,-11576.920823378,-10476.840771992,-5583.6202882594,-4838.93093764929,-5290.32258064516
"Summer_Even_AltSMSCG",2004,-4343.38709677419,-4237.06896551724,-3575,-2579.76565611076,-2722.90980682048,-4475,-11214.8328319649,-11218.606052325,-6231.9909135873,-6778.49203265894,-5562.70096107804,-5290.32258064516
"Summer_Even_AltSMSCG",2005,-4363.70967741936,-4030.35714285714,-3500,-3875,-3922.67677538718,-4850,-9209.00884812162,-10808.3156974133,-9954.436819538,-9200.87573562228,-7971.79266097343,-5290.32258064516
"Summer_Even_AltSMSCG",2006,-5000,-4464.28571428571,-402.918816297972,1705.24533976059,4273.82351691312,-4260.07968333856,-8775.03640021103,-10754.6218933235,-10506.4050153138,-9388.37742243171,-9370.44652079195,-5290.32258064516
"Summer_Even_AltSMSCG",2007,-5000,-4030.35714285714,-3500,-2342.95326909962,-2868.71445272941,-4400,-11214.303779619,-6489.64721708771,-5532.46669261823,-4564.85238850143,-4121.17679018697,-2990.5153693877
"Summer_Even_AltSMSCG",2008,-3126.93548387097,-3991.37931034483,-1762.6692990386,-2295.76791911769,-2562.73760023409,-3167.12305278087,-3732.1341279935,-2918.90976325709,-4258.6679798355,-3150.41670606202,-1143.30407801427,-3088.21440399967
"Summer_Even_AltSMSCG",2009,-120.347867434633,-3808.03571428571,-4325,-1490.87561675444,-3019.50493865444,-4850,-5232.57138611225,-5372.44929924047,-6894.07439126726,-5721.38147910278,-3647.62316152558,-3171.31718697372
"Summer_Even_AltSMSCG",2010,-3439.51612903226,-3982.14285714286,-3905,-3388.90713872849,-3482.34717707225,-4475,-11077.6154141542,-10885.1432713322,-9462.60866439791,-9549.2157009363,-9180.76383290217,-5290.32258064516
"Summer_Even_AltSMSCG",2011,-4516.12903225806,-4223.21428571429,3237.60007595249,-3978.64480248423,-4712.18605984922,-5000,-9714.18394737925,-10087.7488009893,-10092.3513669364,-8994.1963021754,-9311.48673351127,-5824.06989582965
"Summer_Even_AltSMSCG",2012,-4968.212401535,-2696.50871382811,-3905,-2724.49699731234,-3137.62287014373,-4475,-11131.4791507498,-11593.2252202728,-5622.82506100058,-5873.11303467758,-6925.4376239581,-5290.32258064516
"Summer_Even_AltSMSCG",2013,-4363.70967741936,-4325,-3500,-1918.4885992883,-1819.13506803241,-4400,-6253.60265647953,-4028.77303320811,-5298.30905715398,-1866.08660307168,-1989.013437445,-1919.25022760839
"Summer_Even_AltSMSCG",2014,-564.078366152782,-3808.03571428571,-4325,-1488.3781297272,-1439.6300160895,-1459.98314879965,-1546.60404399139,-1329.28298966964,-2592.89003674684,-1864.86884719282,-1687.76724691687,-5290.32258064516
"Summer_Hist",1995,-3645.16129032258,-4464.28571428571,-3847.20298885401,-4071.51985328075,-489.363210053553,-4494.0585764377,-9554.7581480902,-10719.8403453905,-10926.1109972257,-10038.427537314,-8943.50511761595,-5290.32258064516
"Summer_Hist",1996,-4516.12903225806,-3937.57002853979,-4550,-4130,-3969.57137642215,-4505,-11176.5688228413,-11241.835717251,-11202.1578771658,-6401.67192172814,-8620.15535511156,-2894.45467425169
"Summer_Hist",1997,25298.1687453533,1568.65457123374,-4063.35750062581,-3473.74846729818,-3005.1107750955,-4505,-10873.9263280116,-11103.1324865738,-7953.48957457167,-6409.57200512757,-7959.21881516371,-5290.32258064516
"Summer_Hist",1998,-4516.12903225806,4490.18573916508,-4550,-2231.74010961026,-146.564691976133,-2156.2924863754,-8297.93551841344,-9398.05877037705,-9701.67451501361,-8995.59928386156,-8732.79077050355,-5290.32258064516
"Summer_Hist",1999,-4516.12903225806,-4625,-4550,-3977.98158963988,-3850.23293544829,-4505,-11162.921224432,-10322.5465067442,-11125.2034601114,-6433.34881753506,-6133.41050218389,-3522.29335880736
"Summer_Hist",2000,-3645.16129032258,-3865.2130265134,-4025,-3995,-3848.03896660325,-4490,-11061.2597506907,-10450.9365739876,-7890.13936684545,-6381.36954371944,-5758.79828961748,-3761.20337780693
"Summer_Hist",2001,-4718.95504501126,-3580.35714285714,-3905,-2070.73291001178,-3104.68511162383,-4400,-6129.90145786286,-4758.42032919707,-4733.97751741375,-3613.80724256258,-5191.86290437935,-5290.32258064516
"Summer_Hist",2002,-3875.96774193548,-4030.35714285714,-3500,-2700.59826956381,-2722.40367258374,-4400,-7498.09278023142,-6041.02495307177,-4882.15067777626,-4307.71766447069,-4601.07212017035,-5290.32258064516
"Summer_Hist",2003,-3875.96774193548,-3741.07142857143,-3500,-2363.49354018546,-3277.50067281927,-4490,-11513.0709103118,-11547.0069778543,-10367.9445220796,-5334.46744570393,-4753.62334559709,-5290.32258064516
"Summer_Hist",2004,-4343.38709677419,-4237.06896551724,-3575,-2579.50661054101,-2721.43346975206,-4475,-11214.8016065435,-11218.6225006855,-6230.9563530706,-6744.22570641017,-5554.58768265912,-5290.32258064516
"Summer_Hist",2005,-4363.70967741936,-4030.35714285714,-3500,-3875,-3924.10964655381,-4850,-9209.33478967498,-10808.6303336883,-9950.21517725418,-9200.93154624603,-7948.65906733089,-5290.32258064516
"Summer_Hist",2006,-5000,-4464.28571428571,-404.94394521415,1705.13197265053,4273.64133710505,-4505,-8775.83596644161,-10606.0068523625,-10506.394584947,-9388.35258061053,-9370.42307434001,-5290.32258064516
"Summer_Hist",2007,-5000,-4030.35714285714,-3500,-2342.75520844755,-2869.53486785564,-4400,-11216.4954360792,-5958.30710573838,-5377.62339428081,-4690.71457290237,-3934.43983314616,-2954.00188768341
"Summer_Hist",2008,-3126.93548387097,-3991.37931034483,-1402.70615057988,-2412.20986360552,-2224.22557396294,-2874.49892287936,-4275.20412548969,-3420.06140771762,-4255.27632193945,-3099.38233200879,-1655.2083447717,-2819.27635097542
"Summer_Hist",2009,-121.104633534461,-3808.03571428571,-4325,-1489.22476839872,-3018.02559084882,-4850,-4978.30887037941,-5059.74409362697,-6720.68245159884,-5731.89641922425,-3645.54836102301,-3156.84295648483
"Summer_Hist",2010,-3439.51612903226,-3982.14285714286,-3905,-3389.42007874468,-3482.47237081335,-4475,-11078.3167854322,-11082.3425158256,-9718.39789942251,-9549.19701920276,-9180.75262871129,-5290.32258064516
"Summer_Hist",2011,-4516.12903225806,-4223.21428571429,2728.97122318398,-3978.641545982,-4695.52285897278,-5000,-9714.14971285848,-10087.7127952878,-10092.3179654846,-8994.1590484006,-9311.45437112307,-5817.30937142741
"Summer_Hist",2012,-4986.1089085535,-2705.96890200586,-3905,-2723.62620652434,-3138.37991984818,-4475,-11131.6031688089,-11593.1728849968,-5621.38307724292,-5880.69155119811,-6954.60393278022,-5290.32258064516
"Summer_Hist",2013,-4363.70967741936,-4325,-3500,-1917.86994712665,-1819.7031918731,-4400,-6387.79145493976,-3944.33765219425,-5287.6038552106,-1863.15788254421,-2007.50802464897,-1880.38652372774
"Summer_Hist",2014,-559.755574616985,-3808.03571428571,-4325,-1488.23094608973,-1439.62366842096,-1458.63696074782,-1545.3356304974,-1328.11838020924,-2593.36741388474,-1862.00596468563,-1762.89774908809,-5290.32258064516
"SummerFall_Even",1995,-3645.16129032258,-4464.28571428571,-3421.3352753228,-4101.10038264834,-498.050787802385,-4503.23429739524,-9557.12464440429,-9184.65762518359,-9472.54601366849,-4934.19811591424,-9932.43495672332,-5290.32258064516
"SummerFall_Even",1996,-4516.12903225806,-4625,-4550,-4130,-3953.36992129802,-4505,-11178.3051040964,-11243.7808753626,-7896.23500828003,-4783.65357934278,-8622.12178778763,-2905.54337652845
"SummerFall_Even",1997,25288.5639440619,84.1943780760837,-4067.12178524733,-3475.15053717896,-3008.8384203381,-4397.54932872987,-10876.1081800934,-11104.4635555238,-7374.81285475771,-4013.98756617823,-8712.40542162906,-5290.32258064516
"SummerFall_Even",1998,-4516.12903225806,4466.08323954727,-4378.21402661825,-2226.55343375971,-152.796430531261,-2163.59340812155,-8301.99327185445,-9400.54580130846,-9703.62199606322,-8997.32462928937,-8734.7242539707,-5290.32258064516
"SummerFall_Even",1999,-4516.12903225806,-4625,-4550,-3976.85905404359,-3848.43687762964,-4505,-11165.4848416536,-10097.3642883825,-6125.8310671316,-5588.75205295363,-9240.05584098093,-4571.90485369041
"SummerFall_Even",2000,-3645.16129032258,-3868.03314259306,-4025,-3995,-3836.95427591111,-4490,-11069.4429992269,-9313.86910409451,-3946.24546182457,-4415.64328942488,-8676.57241713218,-4005.19055234
"SummerFall_Even",2001,-4745,-3580.35714285714,-3905,-2036.49257661104,-2968.3576787217,-3833.8786027323,-5726.9552446375,-4722.0081955574,-4483.27751999833,-3786.8553824503,-5122.20426935426,-5290.32258064516
"SummerFall_Even",2002,-3875.96774193548,-4030.35714285714,-3500,-2637.00905085442,-2709.93198578872,-4400,-7341.72602462681,-5316.75302245841,-4950.89388832783,-4271.12504028701,-4487.96554663788,-5290.32258064516
"SummerFall_Even",2003,-3875.96774193548,-3741.07142857143,-3500,-2362.1989313972,-3276.28453521794,-4490,-11377.4297618488,-11371.954107139,-8175.94310097667,-4756.34429517986,-7404.32792917627,-5290.32258064516
"SummerFall_Even",2004,-4343.38709677419,-4237.06896551724,-3575,-2571.37329936733,-2713.44891564417,-4475,-11223.2795276599,-11221.4577163542,-6229.56188191985,-6613.83115189442,-5443.8933607191,-5290.32258064516
"SummerFall_Even",2005,-4363.70967741936,-4030.35714285714,-3500,-3875,-3927.0416350212,-4850,-9222.00533600279,-10811.0622290056,-9985.50228911875,-9206.90579801276,-7934.17374535902,-5290.32258064516
"SummerFall_Even",2006,-5000,-4464.28571428571,-417.001835138946,1695.85374691537,4263.40621324722,-4265.19574650496,-8788.83675618103,-7937.80255903863,-9746.18604191974,-5654.35965923693,-9372.5692854423,-5290.32258064516
"SummerFall_Even",2007,-5000,-4030.35714285714,-3500,-2337.5506507379,-2861.29130157046,-4400,-11228.3058677171,-5627.13861037387,-5218.5575547815,-4039.6126248772,-3428.63959792681,-2832.61707819238
"SummerFall_Even",2008,-3126.93548387097,-3991.37931034483,-1373.96645202857,-2418.38655533095,-2416.56305735928,-2559.16839926888,-3792.38467947101,-3137.37530817931,-4252.69510675332,-3171.92973801478,-1208.79379964962,-3038.36668727926
"SummerFall_Even",2009,-116.786622709602,-3808.03571428571,-4325,-1538.51157085083,-3023.41354467063,-4850,-4811.31423756383,-4631.84950667916,-6921.4897362929,-5702.0313700496,-3639.87623009402,-3158.80739776725
"SummerFall_Even",2010,-3439.51612903226,-3982.14285714286,-3905,-3385.51126286902,-3480.3103948428,-4475,-11105.582677229,-10870.6641436761,-9712.30645810843,-9551.90947029801,-9183.25915114573,-5290.32258064516
"SummerFall_Even",2011,-4516.12903225806,-4223.21428571429,2723.65549720631,-3943.05868447512,-4685.74546075157,-5000,-9760.33028841708,-10097.0022481882,-10094.3019045781,-7928.18177048058,-9313.850915967,-8282.92060006222
"SummerFall_Even",2012,-5000,-4199.82300900621,-3905,-2723.78033446709,-3133.17134761115,-4475,-8329.41981965622,-8202.85346821039,-5642.31387397226,-4593.25103452045,-4987.55739271009,-5290.32258064516
"SummerFall_Even",2013,-4363.70967741936,-2838.40947695452,-3500,-1921.94022937682,-1818.21205823249,-4400,-7507.23372673987,-4704.5306773579,-5217.88301717293,-1820.10678817171,-2082.46294082068,-1730.63676239653
"SummerFall_Even",2014,-548.299075348218,-3808.03571428571,-4325,-1485.92340139116,-1440.64477309484,-1469.49056368904,-1556.0213359228,-2346.57438276236,-2617.10528996999,-2156.00359029039,-1052.50070650048,-5290.32258064516
"SummerFall_Hist",1995,-3645.16129032258,-4464.28571428571,-2645.26160061754,-4161.09869119478,-501.94587843716,-4505.65754257271,-9557.6487562658,-10724.4561025026,-10931.8906905503,-6196.24557827154,-9932.93138245538,-5290.32258064516
"SummerFall_Hist",1996,-4516.12903225806,-4365.72335644361,-4550,-4130,-4034.06839914083,-4505,-11409.6488865809,-11512.338984699,-6701.44486639768,-5222.10098227866,-8622.55890002167,-2906.85952516973
"SummerFall_Hist",1997,25287.4302052734,-438.150382331354,-4087.62155750577,-3475.80050716595,-3010.51710755626,-4505,-10876.517512294,-11105.2443629635,-7531.89157906646,-3765.04925649592,-8712.76583624592,-5290.32258064516
"SummerFall_Hist",1998,-4516.12903225806,4457.73697252616,-4381.93927084235,-2227.65547060022,-153.781973741036,-2164.6244564417,-8302.52315142522,-9400.93510889943,-9703.95313689032,-8997.61515482163,-8735.02805044985,-5290.32258064516
"SummerFall_Hist",1999,-4516.12903225806,-4625,-4550,-3976.68278691091,-3827.04667593478,-4505,-11165.7881491739,-10114.7330268978,-5985.06111570766,-5757.51620249244,-9051.18205228985,-4226.31045015487
"SummerFall_Hist",2000,-3645.16129032258,-3868.54212503195,-4025,-3995,-3758.44538092327,-4490,-11233.5364801821,-9513.98428653553,-3913.434186905,-5385.19937454956,-8659.71187211612,-3519.55652807196
"SummerFall_Hist",2001,-4745,-3580.35714285714,-3905,-2042.36140839015,-2972.11127852621,-3312.85469743738,-5799.93892874312,-4756.97005984327,-4426.85589151514,-1477.88142982796,-5684.69129920468,-5290.32258064516
"SummerFall_Hist",2002,-3875.96774193548,-4030.35714285714,-3500,-2599.22348078163,-2710.1475503773,-4400,-7112.75381745288,-5210.85679080984,-4951.2156059808,-4031.3227426758,-4599.70282855601,-5290.32258064516
"SummerFall_Hist",2003,-3875.96774193548,-3741.07142857143,-3500,-2362.28334828128,-3276.7206872651,-4490,-11505.8268676943,-11154.189355209,-8131.32124722022,-4920.21297194775,-7443.60480313943,-5290.32258064516
"SummerFall_Hist",2004,-4343.38709677419,-4237.06896551724,-3575,-2574.20910129002,-2715.64575145418,-4475,-11224.9029918815,-11221.9531450314,-6225.01597573271,-6597.20833505162,-5465.02557582412,-5290.32258064516
"SummerFall_Hist",2005,-4363.70967741936,-4030.35714285714,-3500,-3875,-3926.23084369182,-4850,-9222.82123277503,-10810.8764042275,-9959.14762402571,-9214.72223317408,-8008.02552953794,-5290.32258064516
"SummerFall_Hist",2006,-5000,-4464.28571428571,-414.611883826366,1695.06608669265,4262.56373245316,-4505,-8763.33331965545,-8424.41408686201,-8804.97082236593,-6525.89022177658,-9372.80390354813,-5290.32258064516
"SummerFall_Hist",2007,-5000,-4030.35714285714,-3500,-2338.160692342,-2862.5927998306,-4400,-11232.1701999117,-5415.59848034166,-5159.48656364437,-4040.45983618095,-3003.41788199778,-2760.03926957754
"SummerFall_Hist",2008,-3126.93548387097,-3991.37931034483,-1372.93349124902,-2474.28547184642,-2481.69691855782,-2816.27189129602,-4073.13307719551,-3382.70106276222,-4253.23619377204,-3141.78181552353,-1254.55143813747,-3020.15816061024
"SummerFall_Hist",2009,-117.600655084525,-3808.03571428571,-4325,-1528.36044449858,-3014.32067501232,-4850,-4442.4772714129,-3861.01312127708,-7043.04084114574,-5656.46249783672,-3583.82075352013,-3162.23323381583
"SummerFall_Hist",2010,-3439.51612903226,-3982.14285714286,-3905,-3385.53578213262,-3479.63128714119,-4475,-11091.8399840743,-11095.1783526244,-10408.0543475281,-9552.81866377664,-9183.79145494067,-5290.32258064516
"SummerFall_Hist",2011,-4516.12903225806,-4223.21428571429,2723.19176574868,-3975.86105762642,-4737.72097260412,-5000,-9721.59767943143,-10097.1722831962,-10094.4388374979,-8840.20936933422,-9314.0029151354,-8178.92463956348
"SummerFall_Hist",2012,-4756.98702092272,-3944.17447501828,-3905,-2721.5890988807,-3133.74101031914,-4475,-10996.3648497086,-10846.4971042074,-5526.0202033657,-5049.49254584415,-5006.89829255603,-5290.32258064516
"SummerFall_Hist",2013,-4363.70967741936,-2884.48750197253,-3500,-1921.69646370215,-1818.45780824358,-4400,-5753.46611387557,-3940.0325190859,-5311.64170384624,-1920.91822050201,-2032.55082703063,-2012.3037888349
"SummerFall_Hist",2014,-546.503056315968,-3808.03571428571,-4325,-1487.16232558705,-1440.76051626005,-1468.11005619851,-1554.57496749631,-1337.0254856426,-2590.32565361218,-1865.54874944366,-1767.73667497596,-5290.32258064516
