region,year,month,IBMR,sal_base_median,sal_base_l95,sal_base_u95,sal_AltStatusQuo_median,sal_AltStatusQuo_l95,sal_AltStatusQuo_u95
Suisun Marsh,1996,2,daphnia,1,1,1,0.8614889747713838,0.8292297786770035,0.8946919693082385
Suisun Marsh,1996,2,eurytem,1,1,1,1.0847654945941128,1.041363990325623,1.1230511229648938
Suisun Marsh,1996,2,limno,1,1,1,1.2761666341027322,1.174282157865475,1.4873308049204952
Suisun Marsh,1996,2,mysid,1,1,1,1.2489414794127964,1.164136158182035,1.3510899549853363
Suisun Marsh,1996,2,othcalad,1,1,1,1.1795880392563365,1.099460709613196,1.26130486496834
Suisun Marsh,1996,2,othcaljuv,1,1,1,1.1658813936622532,1.1205383749636464,1.2194011929033124
Suisun Marsh,1996,2,othclad,1,1,1,0.8878217003969391,0.8495605845203661,0.9268190445668071
Suisun Marsh,1996,2,othcyc,1,1,1,1.0014768830503056,0.9816315042623944,1.020190289515752
Suisun Marsh,1996,2,other,1,1,1,1.0072494599073776,0.9756289522216469,1.040045533338933
Suisun Marsh,1996,2,pdiapfor,1,1,1,1.2070144367875244,1.1312046223853947,1.2844960617168908
Suisun Marsh,1996,3,acartela,1,1,1,1,1,1
Suisun Marsh,1996,3,allcopnaup,1,1,1,1,1,1
Suisun Marsh,1996,3,daphnia,1,1,1,1,1,1
Suisun Marsh,1996,3,eurytem,1,1,1,1,1,1
Suisun Marsh,1996,3,limno,1,1,1,1,1,1
Suisun Marsh,1996,3,mysid,1,1,1,1,1,1
Suisun Marsh,1996,3,othcalad,1,1,1,1,1,1
Suisun Marsh,1996,3,othcaljuv,1,1,1,1,1,1
Suisun Marsh,1996,3,othclad,1,1,1,1,1,1
Suisun Marsh,1996,3,othcyc,1,1,1,1,1,1
Suisun Marsh,1996,3,other,1,1,1,1,1,1
Suisun Marsh,1996,3,pdiapfor,1,1,1,1,1,1
Suisun Marsh,1996,4,acartela,1,1,1,1.009175008409899,0.868710871227317,1.1288105125313106
Suisun Marsh,1996,4,allcopnaup,1,1,1,0.9775180509358875,0.9478407302591478,1.0084946358962328
Suisun Marsh,1996,4,daphnia,1,1,1,0.8656799824832524,0.8396570994030839,0.8891219809832285
Suisun Marsh,1996,4,eurytem,1,1,1,1.039508568962174,1.010622873071705,1.0707748360943554
Suisun Marsh,1996,4,limno,1,1,1,1.3844148333532864,1.2884214121061333,1.5064611418074776
Suisun Marsh,1996,4,mysid,1,1,1,1.2249955845011269,1.1312029012267786,1.3226200165640345
Suisun Marsh,1996,4,othcalad,1,1,1,1.0186967936615519,0.9804777663361529,1.0612288998349757
Suisun Marsh,1996,4,othcaljuv,1,1,1,1.056732080526396,1.0303103442435186,1.0864952863029804
Suisun Marsh,1996,4,othclad,1,1,1,0.848833941593055,0.8227632103538085,0.87448043765898
Suisun Marsh,1996,4,othcyc,1,1,1,1.016251961084519,0.9949251935961905,1.0381446834875598
Suisun Marsh,1996,4,other,1,1,1,0.9904318177171911,0.9538920356492658,1.0245586681958492
Suisun Marsh,1996,4,pdiapfor,1,1,1,1.0887544336806014,1.0538747520864167,1.1275360901329072
Suisun Marsh,1996,5,acartela,1,1,1,0.9170019677113368,0.8643221442028702,0.9562248150327995
Suisun Marsh,1996,5,allcopnaup,1,1,1,1.0403897483016258,1.0132324724403179,1.0680872106593013
Suisun Marsh,1996,5,daphnia,1,1,1,1.1207346325276912,1.0846874227593177,1.1600977673441701
Suisun Marsh,1996,5,eurytem,1,1,1,1.0047637851614233,0.9815219366347195,1.0290876610815203
Suisun Marsh,1996,5,limno,1,1,1,0.7087406464807884,0.6607899870260413,0.7563954549029954
Suisun Marsh,1996,5,mysid,1,1,1,0.8886658809179075,0.8290015620444384,0.9588061883915822
Suisun Marsh,1996,5,othcalad,1,1,1,0.989805693423002,0.9577328299953458,1.0229414978277698
Suisun Marsh,1996,5,othcaljuv,1,1,1,1.0229051275023564,1.0024184382057493,1.045553100694243
Suisun Marsh,1996,5,othclad,1,1,1,1.1663925449328314,1.135001543213203,1.2005526591998938
Suisun Marsh,1996,5,othcyc,1,1,1,0.9770629633509689,0.9589062411886863,0.9961956850986837
Suisun Marsh,1996,5,other,1,1,1,1.00591579058108,0.9748835557873529,1.0405990848436304
Suisun Marsh,1996,5,pdiapfor,1,1,1,0.9610045881318461,0.9339271781287469,0.9889088190977269
Suisun Marsh,1996,6,acartela,1,1,1,3.1228698108029267,2.4600341068486644,4.025744337524578
Suisun Marsh,1996,6,allcopnaup,1,1,1,0.6474702759747017,0.5082997368959169,0.8290509157403338
Suisun Marsh,1996,6,daphnia,1,1,1,0.4909047486098703,0,0.9754794538623559
Suisun Marsh,1996,6,eurytem,1,1,1,0.6714118960759654,0.5449997529169331,0.8283507993185679
Suisun Marsh,1996,6,limno,1,1,1,15.9660810192932,8.92578637459844,28.881275364009213
Suisun Marsh,1996,6,mysid,1,1,1,1.3175227264658498,0.6758377802415029,2.4992355494742324
Suisun Marsh,1996,6,othcalad,1,1,1,0.8587322811962232,0.6584462170250135,1.1383222428910096
Suisun Marsh,1996,6,othcaljuv,1,1,1,0.46687508538882616,0.39439231579926837,0.552369771157594
Suisun Marsh,1996,6,othclad,1,1,1,0.3530285713711748,0.27371605038486485,0.4508747586690524
Suisun Marsh,1996,6,othcyc,1,1,1,1.2883344007253787,1.0698926813037197,1.5329850564990002
Suisun Marsh,1996,6,other,1,1,1,1.0623879045058373,0.7692654765121909,1.4130428569728837
Suisun Marsh,1996,6,pdiapfor,1,1,1,0.9390829374988219,0.7309489580834854,1.1845313321629394
Suisun Marsh,1996,7,acartela,1,1,1,1.215921621568386,0.9405289908382258,1.5774601663232666
Suisun Marsh,1996,7,allcopnaup,1,1,1,0.5192813730621025,0.37152230957271687,0.7099428775596545
Suisun Marsh,1996,7,daphnia,1,1,1,Inf,0.7478499544662259,Inf
Suisun Marsh,1996,7,eurytem,1,1,1,0.3386514844324914,0.20347968260618313,0.4912679821982286
Suisun Marsh,1996,7,limno,1,1,1,1.0766031027942642,0.599405884342208,2.0598119597640565
Suisun Marsh,1996,7,mysid,1,1,1,0.9850600676058108,0.4821216082094664,2.0160340502862706
Suisun Marsh,1996,7,othcalad,1,1,1,0.5442305726443816,0.39706546002548393,0.7466263097541507
Suisun Marsh,1996,7,othcaljuv,1,1,1,0.7345564333569325,0.5949533974290395,0.9091240713480863
Suisun Marsh,1996,7,othclad,1,1,1,0.7019697758958069,0.4325387237835034,1.019208750072893
Suisun Marsh,1996,7,othcyc,1,1,1,1.5174599566714269,1.2426334547788767,1.8765165887619923
Suisun Marsh,1996,7,other,1,1,1,1.5919780927080018,1.1159340533670437,2.213852734819788
Suisun Marsh,1996,7,pdiapfor,1,1,1,0.4112215735427741,0.3113997366086651,0.5285430418176937
Suisun Marsh,1996,8,acartela,1,1,1,1.0431713975802501,0.8702096615775161,1.2470741878708715
Suisun Marsh,1996,8,allcopnaup,1,1,1,0.6731941168632534,0.45795247205587714,0.8982832264142762
Suisun Marsh,1996,8,daphnia,1,1,1,Inf,0.8095392497682442,Inf
Suisun Marsh,1996,8,eurytem,1,1,1,0,0,0.7112965930064334
Suisun Marsh,1996,8,limno,1,1,1,0.9405858644853833,0.7080223887331997,1.274341767053679
Suisun Marsh,1996,8,mysid,1,1,1,0.32126433330428134,0.23060333326512306,0.4332632223362617
Suisun Marsh,1996,8,othcalad,1,1,1,3.779789162339174,3.0206113514188457,4.715425736523445
Suisun Marsh,1996,8,othcaljuv,1,1,1,1.3024336869874047,1.1363496746462562,1.4929569840402304
Suisun Marsh,1996,8,othclad,1,1,1,0.8870078600813481,0.5470207742483236,1.3476437569431416
Suisun Marsh,1996,8,othcyc,1,1,1,1.2751849157722124,1.1208453006327554,1.4549133557256941
Suisun Marsh,1996,8,other,1,1,1,1.4981123293745724,1.1898261358823328,1.876383097634124
Suisun Marsh,1996,8,pdiapfor,1,1,1,0.4827193951015479,0.4022279228678542,0.5722961511774434
Suisun Marsh,1996,9,acartela,1,1,1,1.0897441982278286,0.9967584627885719,1.1940356342218235
Suisun Marsh,1996,9,allcopnaup,1,1,1,1.1152263765123889,0.9385804114680133,1.3628209766990045
Suisun Marsh,1996,9,daphnia,1,1,1,0.7129250601246404,0,Inf
Suisun Marsh,1996,9,eurytem,1,1,1,0.9798559246425189,0.5086196299636647,1.523924556746778
Suisun Marsh,1996,9,limno,1,1,1,0.9635102126601336,0.7924492924504756,1.203676755800859
Suisun Marsh,1996,9,mysid,1,1,1,1.5155001437487772,1.245007610766513,1.8053528774587273
Suisun Marsh,1996,9,othcalad,1,1,1,0.4416066656945501,0.37968431927850477,0.5038563238891025
Suisun Marsh,1996,9,othcaljuv,1,1,1,0.9348726584970843,0.8750573176783993,1.0064223877988208
Suisun Marsh,1996,9,othclad,1,1,1,1.076512535025793,0.8733104979419452,1.3440289466176503
Suisun Marsh,1996,9,othcyc,1,1,1,0.9022726325134626,0.8436891318765037,0.9615285961166102
Suisun Marsh,1996,9,other,1,1,1,0.8587669803232509,0.763003122810726,0.9724077920029189
Suisun Marsh,1996,9,pdiapfor,1,1,1,1.146078053744363,1.052314093396168,1.2534830649925959
Suisun Marsh,1996,10,acartela,1,1,1,0.8543779708305463,0.5821931113150678,1.2777575734785744
Suisun Marsh,1996,10,allcopnaup,1,1,1,1.7218907850257605,0.8101496978896384,3.7194798777034617
Suisun Marsh,1996,10,daphnia,1,1,1,2.2193565943821185,0.04977497646507708,Inf
Suisun Marsh,1996,10,eurytem,1,1,1,0.6507967493600115,0.39526093008122276,1.0651582351200983
Suisun Marsh,1996,10,limno,1,1,1,0.7223349664695033,0.34916693360083695,1.5908408267821457
Suisun Marsh,1996,10,mysid,1,1,1,3.806318058975285,1.6766175707076403,8.52432437198556
Suisun Marsh,1996,10,othcalad,1,1,1,0.014503240702025508,0.007827487213087654,0.025240097398460323
Suisun Marsh,1996,10,othcaljuv,1,1,1,0.35048689457461657,0.2571773785073476,0.4730254243854986
Suisun Marsh,1996,10,othclad,1,1,1,1.3501282504258838,0.5418967439939159,3.86697461506091
Suisun Marsh,1996,10,othcyc,1,1,1,0.956500854382681,0.6909922996848659,1.3270016557350364
Suisun Marsh,1996,10,other,1,1,1,0.892175929987095,0.544265655836077,1.6308589305461265
Suisun Marsh,1996,10,pdiapfor,1,1,1,2.1431919907827255,1.4541395756872266,3.133132107645104
Suisun Marsh,1996,11,acartela,1,1,1,0.6687304075384866,0.5023457202184692,0.906575117180586
Suisun Marsh,1996,11,allcopnaup,1,1,1,1.1801770783994714,0.8622661599944578,1.6148125883437199
Suisun Marsh,1996,11,daphnia,1,1,1,3.117499305015367,1.8098425885157952,6.38385998419465
Suisun Marsh,1996,11,eurytem,1,1,1,0.5180766307565725,0.3852929984410624,0.7324734753331386
Suisun Marsh,1996,11,limno,1,1,1,0.48370006236188157,0.3010272627830861,0.7824481076438113
Suisun Marsh,1996,11,mysid,1,1,1,3.361513118050139,2.1389209747501483,5.33797030890366
Suisun Marsh,1996,11,othcalad,1,1,1,0.10182821295523613,0.0572070110949089,0.16555788804963786
Suisun Marsh,1996,11,othcaljuv,1,1,1,0.8982071688999009,0.7208378701266277,1.1556246273857405
Suisun Marsh,1996,11,othclad,1,1,1,2.2238570765429433,1.4179710524860707,4.3206533944278585
Suisun Marsh,1996,11,othcyc,1,1,1,1.1291736154410508,0.939442681690647,1.360068024610316
Suisun Marsh,1996,11,other,1,1,1,0.8560733141514889,0.639623959390955,1.1767804537899256
Suisun Marsh,1996,11,pdiapfor,1,1,1,1.2552651107528514,0.9097031418062264,1.6782480639310335
Suisun Marsh,1996,12,acartela,1,1,1,0.1889310888396391,0.12232800384280813,0.29938418208840784
Suisun Marsh,1996,12,allcopnaup,1,1,1,0.9796755375454043,0.6422503067915928,1.471401374311561
Suisun Marsh,1996,12,daphnia,1,1,1,4.500867077424452,2.9971724263473645,6.860805648593194
Suisun Marsh,1996,12,eurytem,1,1,1,0.42461867052027746,0.2691254706109537,0.6712253865241535
Suisun Marsh,1996,12,limno,1,1,1,0.14054622826616167,0.07200074597120279,0.25612679750184875
Suisun Marsh,1996,12,mysid,1,1,1,0.7209926321744435,0.39345420310697155,1.258849541164826
Suisun Marsh,1996,12,othcalad,1,1,1,1.0691805179127936,0.5675978604909896,1.996377144151383
Suisun Marsh,1996,12,othcaljuv,1,1,1,0.8229122092212215,0.5877314854164396,1.1690844815983177
Suisun Marsh,1996,12,othclad,1,1,1,2.929069525276262,1.9969237105801942,4.292612244283055
Suisun Marsh,1996,12,othcyc,1,1,1,1.0925322984643389,0.8668903190139332,1.4410961707153773
Suisun Marsh,1996,12,other,1,1,1,0.6087462148362379,0.40117452643627505,0.9481497019156925
Suisun Marsh,1996,12,pdiapfor,1,1,1,0.4443622257543201,0.26730775758901487,0.7255463265086944
Suisun Marsh,1997,1,acartela,1,1,1,1,1,1
Suisun Marsh,1997,1,allcopnaup,1,1,1,1,1,1
Suisun Marsh,1997,1,daphnia,1,1,1,1,1,1
Suisun Marsh,1997,1,eurytem,1,1,1,1,1,1
Suisun Marsh,1997,1,limno,1,1,1,1,1,1
Suisun Marsh,1997,1,mysid,1,1,1,1,1,1
Suisun Marsh,1997,1,othcalad,1,1,1,1,1,1
Suisun Marsh,1997,1,othcaljuv,1,1,1,1,1,1
Suisun Marsh,1997,1,othclad,1,1,1,1,1,1
Suisun Marsh,1997,1,othcyc,1,1,1,1,1,1
Suisun Marsh,1997,1,other,1,1,1,1,1,1
Suisun Marsh,1997,1,pdiapfor,1,1,1,1,1,1
Suisun Marsh,1997,2,acartela,1,1,1,1,1,1
Suisun Marsh,1997,2,allcopnaup,1,1,1,1,1,1
Suisun Marsh,1997,2,daphnia,1,1,1,1,1,1
Suisun Marsh,1997,2,eurytem,1,1,1,1,1,1
Suisun Marsh,1997,2,limno,1,1,1,1,1,1
Suisun Marsh,1997,2,mysid,1,1,1,1,1,1
Suisun Marsh,1997,2,othcalad,1,1,1,1,1,1
Suisun Marsh,1997,2,othcaljuv,1,1,1,1,1,1
Suisun Marsh,1997,2,othclad,1,1,1,1,1,1
Suisun Marsh,1997,2,othcyc,1,1,1,1,1,1
Suisun Marsh,1997,2,other,1,1,1,1,1,1
Suisun Marsh,1997,2,pdiapfor,1,1,1,1,1,1
Suisun Marsh,1997,3,acartela,1,1,1,1.1985949734927352,1.0429852302242502,Inf
Suisun Marsh,1997,3,allcopnaup,1,1,1,0.988866592885178,0.9269165917220438,1.0541939285910953
Suisun Marsh,1997,3,daphnia,1,1,1,0.7660495355531325,0.7345027278334847,0.7967859068839095
Suisun Marsh,1997,3,eurytem,1,1,1,1.1185291282164158,1.067684066906084,1.1683671350214793
Suisun Marsh,1997,3,limno,1,1,1,1.6635624177631052,1.4682730900419032,1.9127467549185588
Suisun Marsh,1997,3,mysid,1,1,1,1.5446453869899606,1.3678851772754608,1.7376406224986214
Suisun Marsh,1997,3,othcalad,1,1,1,1.056671440059754,0.99675358946134,1.1169476714397257
Suisun Marsh,1997,3,othcaljuv,1,1,1,1.1765650974932038,1.1363449698159491,1.2196202569591403
Suisun Marsh,1997,3,othclad,1,1,1,0.7827118933229195,0.7450397565298098,0.8200523602165098
Suisun Marsh,1997,3,othcyc,1,1,1,1.0123963124773219,0.972518689884763,1.0540734296726666
Suisun Marsh,1997,3,other,1,1,1,0.9919699024566271,0.9255975432163008,1.062862254375229
Suisun Marsh,1997,3,pdiapfor,1,1,1,1.1946008229193432,1.1339118116710851,1.2588271406236176
Suisun Marsh,1997,4,acartela,1,1,1,1.418026738042176,1.247430008829601,2.09909988406191
Suisun Marsh,1997,4,allcopnaup,1,1,1,0.9396507254483488,0.8686270633399318,1.0162891756206474
Suisun Marsh,1997,4,daphnia,1,1,1,0.8057762715501868,0.7518560489346751,0.8640514134798843
Suisun Marsh,1997,4,eurytem,1,1,1,1.0119497514018885,0.9488046923033623,1.0812661650424626
Suisun Marsh,1997,4,limno,1,1,1,1.7929207006318917,1.6562088952128438,1.960546019464661
Suisun Marsh,1997,4,mysid,1,1,1,1.4864386654971833,1.3394090340477613,1.6412731445226316
Suisun Marsh,1997,4,othcalad,1,1,1,0.8037956114817282,0.7371044021529617,0.8716330505159398
Suisun Marsh,1997,4,othcaljuv,1,1,1,0.9950802142203146,0.9430949262335285,1.053634888606277
Suisun Marsh,1997,4,othclad,1,1,1,0.8026176346341425,0.7439514555331412,0.8580063855946963
Suisun Marsh,1997,4,othcyc,1,1,1,1.0272911148463317,0.9863430092596648,1.069972660622074
Suisun Marsh,1997,4,other,1,1,1,0.9848376627232165,0.9157792919036362,1.060033255571463
Suisun Marsh,1997,4,pdiapfor,1,1,1,0.9459787266832524,0.8853723052855342,1.015009925915713
Suisun Marsh,1997,5,acartela,1,1,1,1.3643537469300306,1.2555997361990956,1.4830811996853601
Suisun Marsh,1997,5,allcopnaup,1,1,1,0.8727722770447882,0.8103095761673322,0.9511414323183437
Suisun Marsh,1997,5,daphnia,1,1,1,0.9832421832929694,0.8376074019319247,1.111158525382671
Suisun Marsh,1997,5,eurytem,1,1,1,0.8327412502099422,0.7747742100418138,0.8920199707421522
Suisun Marsh,1997,5,limno,1,1,1,1.2929886364798455,1.1187915772786805,1.4768397840694627
Suisun Marsh,1997,5,mysid,1,1,1,1.2666616478011847,1.0956279198016314,1.4887169145931793
Suisun Marsh,1997,5,othcalad,1,1,1,0.683265823526088,0.6131988278214062,0.7566496607278891
Suisun Marsh,1997,5,othcaljuv,1,1,1,0.9287255991986884,0.8748569157126138,0.9893883055877908
Suisun Marsh,1997,5,othclad,1,1,1,0.947767218872571,0.8484106101866034,1.0434304915722854
Suisun Marsh,1997,5,othcyc,1,1,1,1.0456552409391442,0.9980156430818408,1.0943687535048283
Suisun Marsh,1997,5,other,1,1,1,1.022930750926311,0.945839515623566,1.1081999293869105
Suisun Marsh,1997,5,pdiapfor,1,1,1,0.8274509265335921,0.7660716696807047,0.8962300218586201
Suisun Marsh,1997,6,acartela,1,1,1,0.9657733470420684,0.9535927231538632,0.9772170640003527
Suisun Marsh,1997,6,allcopnaup,1,1,1,1.0398326041282568,1.0200547169017187,1.058555183738394
Suisun Marsh,1997,6,daphnia,1,1,1,0.9844013272840821,0.8209372138835038,1.0553011061538222
Suisun Marsh,1997,6,eurytem,1,1,1,1.060367230243144,1.0459963605813003,1.0742372621670946
Suisun Marsh,1997,6,limno,1,1,1,1.0229168137340596,0.9788758587846158,1.0667693765258082
Suisun Marsh,1997,6,mysid,1,1,1,0.989137705537958,0.9445344081614889,1.032344836210744
Suisun Marsh,1997,6,othcalad,1,1,1,1.0487127873791122,1.0323980733478804,1.0645376899494448
Suisun Marsh,1997,6,othcaljuv,1,1,1,1.0082075571593334,0.9982250033496562,1.0175081667806842
Suisun Marsh,1997,6,othclad,1,1,1,1.0195130952050167,1.0040077427417422,1.040958084625701
Suisun Marsh,1997,6,othcyc,1,1,1,0.983668339645789,0.9706788434604136,0.9959785772263161
Suisun Marsh,1997,6,other,1,1,1,0.9784562399722692,0.9584213151566311,0.9986589390367537
Suisun Marsh,1997,6,pdiapfor,1,1,1,1.055724136190725,1.0422201825036161,1.0703673987228983
Suisun Marsh,1997,7,acartela,1,1,1,0.8716522220974101,0.75966185749243,0.9948237256439108
Suisun Marsh,1997,7,allcopnaup,1,1,1,1.4556806782565967,1.2002115125634203,1.795495034979634
Suisun Marsh,1997,7,daphnia,1,1,1,0.2835936441102233,0,9.777790477545128
Suisun Marsh,1997,7,eurytem,1,1,1,2.312799063878444,1.581342188157166,139.54988434493703
Suisun Marsh,1997,7,limno,1,1,1,1.2201022665956935,0.9662199099875772,1.5646033014100265
Suisun Marsh,1997,7,mysid,1,1,1,2.1873477312608562,1.618595125706369,2.9444649387047495
Suisun Marsh,1997,7,othcalad,1,1,1,0.6779374290279778,0.5730571648482896,0.8014994559809124
Suisun Marsh,1997,7,othcaljuv,1,1,1,0.9631144202969338,0.8644808794400448,1.0696461752174118
Suisun Marsh,1997,7,othclad,1,1,1,1.2836910086042375,1.0073537975789095,1.746311813198305
Suisun Marsh,1997,7,othcyc,1,1,1,0.8210911202524401,0.7355575963238001,0.9109799771557151
Suisun Marsh,1997,7,other,1,1,1,0.6971286543215451,0.5839221303056891,0.8254459588984681
Suisun Marsh,1997,7,pdiapfor,1,1,1,2.269785984816146,1.9817559414755292,2.605770920941985
Suisun Marsh,1997,8,acartela,1,1,1,1.0111973786593178,0.9839091702209595,1.039746044539479
Suisun Marsh,1997,8,allcopnaup,1,1,1,0.9444062629135508,0.892074603195969,0.9883191382053886
Suisun Marsh,1997,8,daphnia,1,1,1,1.4292796791934466,0.8118671204385401,Inf
Suisun Marsh,1997,8,eurytem,1,1,1,0.7616000828756959,0,0.9712497201141002
Suisun Marsh,1997,8,limno,1,1,1,0.997699464391355,0.9529852837632251,1.0431945936785918
Suisun Marsh,1997,8,mysid,1,1,1,0.8411934664018472,0.7973435839739677,0.8809979513599058
Suisun Marsh,1997,8,othcalad,1,1,1,1.2168526946665805,1.1765766127662167,1.2583579659511233
Suisun Marsh,1997,8,othcaljuv,1,1,1,1.0456309716040735,1.0237106428046518,1.068699341377941
Suisun Marsh,1997,8,othclad,1,1,1,0.985636835931543,0.9137805662021962,1.052356280485269
Suisun Marsh,1997,8,othcyc,1,1,1,1.0329492812722694,1.0130744191387644,1.0544113384286051
Suisun Marsh,1997,8,other,1,1,1,1.058729032204301,1.0235823576573728,1.0938752687262712
Suisun Marsh,1997,8,pdiapfor,1,1,1,0.8997797978303972,0.87585485852557865,0.9240115686762486
Suisun Marsh,1997,9,acartela,1,1,1,1.1037019542049,0.9497145370615533,1.2869228869277647
Suisun Marsh,1997,9,allcopnaup,1,1,1,1.2016716537480523,0.9033075624820575,1.6885222389917975
Suisun Marsh,1997,9,daphnia,1,1,1,0.41926658190702987,0,Inf
Suisun Marsh,1997,9,eurytem,1,1,1,0.9684909802583567,0.27522034255919164,2.308925000283295
Suisun Marsh,1997,9,limno,1,1,1,0.9423873245216798,0.7095803274920143,1.2769035315875257
Suisun Marsh,1997,9,mysid,1,1,1,1.9847198579256036,1.480836645428024,2.5516558756110457
Suisun Marsh,1997,9,othcalad,1,1,1,0.2533906469016185,0.1995771087433253,0.3120177150952386
Suisun Marsh,1997,9,othcaljuv,1,1,1,0.84789610805387,0.7579722190774657,0.9615690896389348
Suisun Marsh,1997,9,othclad,1,1,1,1.1060781990954298,0.747519024074207,1.5955855862792219
Suisun Marsh,1997,9,othcyc,1,1,1,0.8535718786974595,0.7645311017527212,0.943558031398003
Suisun Marsh,1997,9,other,1,1,1,0.7870434492860936,0.6520800705520321,0.95650364920251
Suisun Marsh,1997,9,pdiapfor,1,1,1,1.247952818749804,1.071696756917184,1.4585572374017683
Suisun Marsh,1997,10,acartela,1,1,1,0.8465328244984629,0.5989113170183945,1.232905140036121
Suisun Marsh,1997,10,allcopnaup,1,1,1,1.45924504861927,0.8102626795923062,2.653527762887354
Suisun Marsh,1997,10,daphnia,1,1,1,2.017494690848528,0.06696315001684669,Inf
Suisun Marsh,1997,10,eurytem,1,1,1,0.6505654309689478,0.41444132158188357,1.0422810065237984
Suisun Marsh,1997,10,limno,1,1,1,0.7256974210187712,0.39743364255194347,1.4250344245992335
Suisun Marsh,1997,10,mysid,1,1,1,3.1497855325885227,1.554307747566649,6.286928245143101
Suisun Marsh,1997,10,othcalad,1,1,1,0.02649331173206943,0.015159956524902906,0.044387006448010025
Suisun Marsh,1997,10,othcaljuv,1,1,1,0.4547624782037393,0.3447213732904588,0.6068194512572621
Suisun Marsh,1997,10,othclad,1,1,1,1.363605898883814,0.5846732627927672,3.7144551141037017
Suisun Marsh,1997,10,othcyc,1,1,1,0.9349174289084119,0.7187293833468106,1.2396212603911176
Suisun Marsh,1997,10,other,1,1,1,0.8509098845054964,0.5567271531498761,1.3961204441850612
Suisun Marsh,1997,10,pdiapfor,1,1,1,1.5922169634182497,1.1128476398063782,2.2794157907504773
Suisun Marsh,1997,11,acartela,1,1,1,0.9761045057046637,0.9434070697842746,1.009262663971359
Suisun Marsh,1997,11,allcopnaup,1,1,1,1.0228793890845016,0.9877530117209282,1.056916382847384
Suisun Marsh,1997,11,daphnia,1,1,1,1.0954013835994472,1.0079002475136936,1.269991171001345
Suisun Marsh,1997,11,eurytem,1,1,1,0.9570675107784528,0.9284272345261587,0.989307585050184
Suisun Marsh,1997,11,limno,1,1,1,0.9784597565020597,0.9224823916549341,1.0366317495729054
Suisun Marsh,1997,11,mysid,1,1,1,1.0346651787624064,0.976261010605591,1.0956165468805508
Suisun Marsh,1997,11,othcalad,1,1,1,0.7960969274428755,0.7593649077089545,0.8340157364750701
Suisun Marsh,1997,11,othcaljuv,1,1,1,0.9578249511004256,0.9314593295374597,0.984581889519012
Suisun Marsh,1997,11,othclad,1,1,1,1.049922455178864,0.9745606310426201,1.172410655038564
Suisun Marsh,1997,11,othcyc,1,1,1,1.0180851234678192,0.9964168415250332,1.041436308342936
Suisun Marsh,1997,11,other,1,1,1,1.0126915953423459,0.9756950328944641,1.0517459717546107
Suisun Marsh,1997,11,pdiapfor,1,1,1,1.0309314139320769,0.9948909026571348,1.0698717339395034
Suisun Marsh,1997,12,acartela,1,1,1,4.129180757881755,2.553891152929593,6.947251777828095
Suisun Marsh,1997,12,allcopnaup,1,1,1,0.8357913711555229,0.4969017473666999,1.4196537410545274
Suisun Marsh,1997,12,daphnia,1,1,1,0.11224655075698683,0.05301397900259334,0.21131218513563066
Suisun Marsh,1997,12,eurytem,1,1,1,2.5635627826622587,1.6262607123424189,4.193816651915151
Suisun Marsh,1997,12,limno,1,1,1,5.777786783146388,2.748033341658898,13.244589541668827
Suisun Marsh,1997,12,mysid,1,1,1,0.17868098528466053,0.07910024023395876,0.3714314957628239
Suisun Marsh,1997,12,othcalad,1,1,1,3.450653212788372,1.8045524774339574,6.648089652250309
Suisun Marsh,1997,12,othcaljuv,1,1,1,0.7238472123447188,0.4919976084354897,1.062705944013988
Suisun Marsh,1997,12,othclad,1,1,1,0.18733088454565827,0.0643546907837862,0.34432572874186884
Suisun Marsh,1997,12,othcyc,1,1,1,0.6139639094305278,0.4441321804969245,0.8238319136539518
Suisun Marsh,1997,12,other,1,1,1,1.135760834542784,0.6825396559392156,1.8102560867563615
Suisun Marsh,1997,12,pdiapfor,1,1,1,0.8568497142127507,0.5299852528530176,1.4326996127338831
Suisun Marsh,1998,1,acartela,1,1,1,0.3065382181430235,0.20470521539410202,0.4479596461807439
Suisun Marsh,1998,1,allcopnaup,1,1,1,0.9783480914233551,0.7492959393593529,1.2491118895518873
Suisun Marsh,1998,1,daphnia,1,1,1,2.8289723335167807,2.192719058486731,3.728332440359645
Suisun Marsh,1998,1,eurytem,1,1,1,0.5481886104062426,0.4073243603023546,0.7407524247971087
Suisun Marsh,1998,1,limno,1,1,1,0.24037920067666313,0.13760563844753937,0.3922397787953971
Suisun Marsh,1998,1,mysid,1,1,1,0.3918181020206746,0.22735192614244285,0.6454047496294465
Suisun Marsh,1998,1,othcalad,1,1,1,0.592174279360018,0.3945501596490934,0.9096145497479342
Suisun Marsh,1998,1,othcaljuv,1,1,1,0.5468336312220926,0.43019435640926085,0.6929532886636444
Suisun Marsh,1998,1,othclad,1,1,1,2.0246892387309785,1.5827759253586344,2.603433462484478
Suisun Marsh,1998,1,othcyc,1,1,1,1.0503570335434695,0.9052544511861089,1.2668174633539564
Suisun Marsh,1998,1,other,1,1,1,0.7887076017651722,0.6054660384921384,1.0700190473647335
Suisun Marsh,1998,1,pdiapfor,1,1,1,0.40382012456534355,0.2896506076836753,0.574763514931314
Suisun Marsh,1998,2,acartela,1,1,1,1.1351667341865808,0.8347750033308028,Inf
