region,year,month,IBMR,sal_base_median,sal_base_l95,sal_base_u95,sal_AltStatusQuo_median,sal_AltStatusQuo_l95,sal_AltStatusQuo_u95
Confluence,1994,5,othclad,1,1,1,0.2816526772118776,0.1935470864482021,0.39976824380036907
Confluence,1994,5,othcyc,1,1,1,1.7574668167810668,1.2894863118348454,2.4148344728802424
Confluence,1994,5,other,1,1,1,5.778007365413332,2.7139130973622003,11.430035789404373
Confluence,1994,5,pdiapfor,1,1,1,0.6867632994991002,0.5216924478539647,0.9074994902123114
Confluence,1994,6,acartela,1,1,1,0.895378949360361,0.6150235260216045,1.2886456055425013
Confluence,1994,6,allcopnaup,1,1,1,0.20682809040886707,0.07576697493986302,0.4801429185949902
Confluence,1994,6,daphnia,1,1,1,0.07617418854331665,0,0.34439777996390997
Confluence,1994,6,eurytem,1,1,1,0.5810593410542184,0.3160581216236743,1.0152511512711793
Confluence,1994,6,limno,1,1,1,1.710020933882597,0.6285507638351862,4.299935404632255
Confluence,1994,6,mysid,1,1,1,1.3078470385979162,0.3787875181809356,4.594482144762917
Confluence,1994,6,othcalad,1,1,1,6.332862453530261,3.953220889812719,10.053884278717534
Confluence,1994,6,othcaljuv,1,1,1,1.8072742723277058,1.387457797553499,2.376329628205687
Confluence,1994,6,othclad,1,1,1,0.3126589856489244,0.1378464330213874,0.5215149138862724
Confluence,1994,6,othcyc,1,1,1,1.5297166837952527,0.8351479432629134,2.8439386940890357
Confluence,1994,6,other,1,1,1,4.335923691194889,1.6818478975737912,11.806350805967206
Confluence,1994,6,pdiapfor,1,1,1,0.17062170983377462,0.12007886046821614,0.2482961142847613
Confluence,1994,7,acartela,1,1,1,NA,NA,NA
Confluence,1994,7,allcopnaup,1,1,1,NA,NA,NA
Confluence,1994,7,daphnia,1,1,1,NA,NA,NA
Confluence,1994,7,eurytem,1,1,1,NA,NA,NA
Confluence,1994,7,limno,1,1,1,NA,NA,NA
Confluence,1994,7,mysid,1,1,1,NA,NA,NA
Confluence,1994,7,othcalad,1,1,1,NA,NA,NA
Confluence,1994,7,othcaljuv,1,1,1,NA,NA,NA
Confluence,1994,7,othclad,1,1,1,NA,NA,NA
Confluence,1994,7,othcyc,1,1,1,NA,NA,NA
Confluence,1994,7,other,1,1,1,NA,NA,NA
Confluence,1994,7,pdiapfor,1,1,1,NA,NA,NA
Confluence,1994,8,acartela,1,1,1,NA,NA,NA
Confluence,1994,8,allcopnaup,1,1,1,NA,NA,NA
Confluence,1994,8,daphnia,1,1,1,NA,NA,NA
Confluence,1994,8,eurytem,1,1,1,NA,NA,NA
Confluence,1994,8,limno,1,1,1,NA,NA,NA
Confluence,1994,8,mysid,1,1,1,NA,NA,NA
Confluence,1994,8,othcalad,1,1,1,NA,NA,NA
Confluence,1994,8,othcaljuv,1,1,1,NA,NA,NA
Confluence,1994,8,othclad,1,1,1,NA,NA,NA
Confluence,1994,8,othcyc,1,1,1,NA,NA,NA
Confluence,1994,8,other,1,1,1,NA,NA,NA
Confluence,1994,8,pdiapfor,1,1,1,NA,NA,NA
Confluence,1994,9,acartela,1,1,1,NA,NA,NA
Confluence,1994,9,allcopnaup,1,1,1,NA,NA,NA
Confluence,1994,9,daphnia,1,1,1,NA,NA,NA
Confluence,1994,9,eurytem,1,1,1,NA,NA,NA
Confluence,1994,9,limno,1,1,1,NA,NA,NA
Confluence,1994,9,mysid,1,1,1,NA,NA,NA
Confluence,1994,9,othcalad,1,1,1,NA,NA,NA
Confluence,1994,9,othcaljuv,1,1,1,NA,NA,NA
Confluence,1994,9,othclad,1,1,1,NA,NA,NA
Confluence,1994,9,othcyc,1,1,1,NA,NA,NA
Confluence,1994,9,other,1,1,1,NA,NA,NA
Confluence,1994,9,pdiapfor,1,1,1,NA,NA,NA
Confluence,1994,10,acartela,1,1,1,NA,NA,NA
Confluence,1994,10,allcopnaup,1,1,1,NA,NA,NA
Confluence,1994,10,daphnia,1,1,1,NA,NA,NA
Confluence,1994,10,eurytem,1,1,1,NA,NA,NA
Confluence,1994,10,limno,1,1,1,NA,NA,NA
Confluence,1994,10,mysid,1,1,1,NA,NA,NA
Confluence,1994,10,othcalad,1,1,1,NA,NA,NA
Confluence,1994,10,othcaljuv,1,1,1,NA,NA,NA
Confluence,1994,10,othclad,1,1,1,NA,NA,NA
Confluence,1994,10,othcyc,1,1,1,NA,NA,NA
Confluence,1994,10,other,1,1,1,NA,NA,NA
Confluence,1994,10,pdiapfor,1,1,1,NA,NA,NA
Confluence,1994,11,acartela,1,1,1,NA,NA,NA
Confluence,1994,11,allcopnaup,1,1,1,NA,NA,NA
Confluence,1994,11,daphnia,1,1,1,NA,NA,NA
Confluence,1994,11,eurytem,1,1,1,NA,NA,NA
Confluence,1994,11,limno,1,1,1,NA,NA,NA
Confluence,1994,11,mysid,1,1,1,NA,NA,NA
Confluence,1994,11,othcalad,1,1,1,NA,NA,NA
Confluence,1994,11,othcaljuv,1,1,1,NA,NA,NA
Confluence,1994,11,othclad,1,1,1,NA,NA,NA
Confluence,1994,11,othcyc,1,1,1,NA,NA,NA
Confluence,1994,11,other,1,1,1,NA,NA,NA
Confluence,1994,11,pdiapfor,1,1,1,NA,NA,NA
Confluence,1994,12,acartela,1,1,1,NA,NA,NA
Confluence,1994,12,allcopnaup,1,1,1,NA,NA,NA
Confluence,1994,12,daphnia,1,1,1,NA,NA,NA
Confluence,1994,12,eurytem,1,1,1,NA,NA,NA
Confluence,1994,12,limno,1,1,1,NA,NA,NA
Confluence,1994,12,mysid,1,1,1,NA,NA,NA
Confluence,1994,12,othcalad,1,1,1,NA,NA,NA
Confluence,1994,12,othcaljuv,1,1,1,NA,NA,NA
Confluence,1994,12,othclad,1,1,1,NA,NA,NA
Confluence,1994,12,othcyc,1,1,1,NA,NA,NA
Confluence,1994,12,other,1,1,1,NA,NA,NA
Confluence,1994,12,pdiapfor,1,1,1,NA,NA,NA
Confluence,1995,1,acartela,1,1,1,0.01837377125478517,0.011152886587243595,0.029532184029694857
Confluence,1995,1,allcopnaup,1,1,1,0.9361908067883692,0.337264902278394,2.502058238770542
Confluence,1995,1,daphnia,1,1,1,57.194288728925194,30.005761733178662,152.9618207418326
Confluence,1995,1,eurytem,1,1,1,0.05140168462580644,0.014640951500255904,0.1136031582315882
Confluence,1995,1,limno,1,1,1,0.01771599186804973,0.009460429843778031,0.032409181253371735
Confluence,1995,1,mysid,1,1,1,0.05783054920713131,0.02670098938362723,0.12061908727350414
Confluence,1995,1,othcalad,1,1,1,2.191939198031747,1.2825652387014155,4.1748432466894085
Confluence,1995,1,othcaljuv,1,1,1,0.5345801852434424,0.37734030203946156,0.7498326256275296
Confluence,1995,1,othclad,1,1,1,36.4411606020152,23.044026572243748,59.54539197788691
Confluence,1995,1,othcyc,1,1,1,1.2693315696780505,0.845344820762877,1.8850395578859256
Confluence,1995,1,other,1,1,1,5.117442412605291,2.850486215882605,8.781989639249286
Confluence,1995,1,pdiapfor,1,1,1,0.22488257551762608,0.13460895829547617,0.3716563960022154
Confluence,1995,2,acartela,1,1,1,0.047802663393096786,0.004183746329600152,0.09165873277380673
Confluence,1995,2,allcopnaup,1,1,1,0.807823319439829,0.638003114802912,1.0149476527094157
Confluence,1995,2,daphnia,1,1,1,3.7812186075016685,2.7255473673062185,5.217726496357769
Confluence,1995,2,eurytem,1,1,1,0.20409324583794025,0.14050277540120074,0.2998669093029747
Confluence,1995,2,limno,1,1,1,0.10530953963983367,0.055430132760839454,0.18641756079278518
Confluence,1995,2,mysid,1,1,1,0.04358817675819346,0,0.0940749060252164
Confluence,1995,2,othcalad,1,1,1,0.7737511467069369,0.5141948170566245,1.1876945155693597
Confluence,1995,2,othcaljuv,1,1,1,0.40134076199743873,0.3275857203547242,0.49439859172976014
Confluence,1995,2,othclad,1,1,1,3.9977120754803446,2.9879846917084127,5.341551776946128
Confluence,1995,2,othcyc,1,1,1,1.002988856144765,0.8679872982648797,1.1642481424090085
Confluence,1995,2,other,1,1,1,1.647415799973793,1.1169032736923048,2.564116349297047
Confluence,1995,2,pdiapfor,1,1,1,0.46730147884705775,0.3644815867070951,0.5859560488932639
Confluence,1995,3,acartela,1,1,1,0.04910967933986985,0.006616758868712887,0.0945749674211467
Confluence,1995,3,allcopnaup,1,1,1,0.7405133588406909,0.551084407834615,0.9812177774753194
Confluence,1995,3,daphnia,1,1,1,7.726551069470455,5.585184317725181,11.048201113781415
Confluence,1995,3,eurytem,1,1,1,0.13308925381050177,0.09189401865254086,0.1930103270767873
Confluence,1995,3,limno,1,1,1,0.06500405839697129,0.030146675934458477,0.1302290656934796
Confluence,1995,3,mysid,1,1,1,0.01669696592292022,5.83384907969857e-4,0.041481067841121544
Confluence,1995,3,othcalad,1,1,1,0.8058105816179638,0.5311562763926759,1.2369690392001442
Confluence,1995,3,othcaljuv,1,1,1,0.28498994331062344,0.22811320550614927,0.35850969105128666
Confluence,1995,3,othclad,1,1,1,8.147992590995148,5.972585264246724,11.021705096169029
Confluence,1995,3,othcyc,1,1,1,1.0072620927525429,0.8024168350315308,1.2442022996143185
Confluence,1995,3,other,1,1,1,2.9206312373377976,1.7252116836742821,5.013698904236921
Confluence,1995,3,pdiapfor,1,1,1,0.4359442889634095,0.3337000160931967,0.5708552283265371
Confluence,1995,4,acartela,1,1,1,0.1955178330141807,0.06664187144195864,0.3084645698362295
Confluence,1995,4,allcopnaup,1,1,1,0.9098356124603258,0.7762358872520402,1.0624220534717113
Confluence,1995,4,daphnia,1,1,1,3.5197276717256782,2.8476259483722477,4.399608238651769
Confluence,1995,4,eurytem,1,1,1,0.443392561873727,0.34971160378343036,0.5526429796891253
Confluence,1995,4,limno,1,1,1,0.20541449670066775,0.1253003720685227,0.3245895424842825
Confluence,1995,4,mysid,1,1,1,0.08842227889951139,0.0449282180579834,0.15580098447909418
Confluence,1995,4,othcalad,1,1,1,0.8590130757250616,0.663058212683094,1.1296377560488533
Confluence,1995,4,othcaljuv,1,1,1,0.5723824008004106,0.4935107115624919,0.6617292833545145
Confluence,1995,4,othclad,1,1,1,3.6289622081902166,3.0514907902011763,4.288092561875622
Confluence,1995,4,othcyc,1,1,1,0.9788868472077832,0.8593901239869008,1.1053415442281853
Confluence,1995,4,other,1,1,1,2.4050114109655345,1.6358039998213019,3.5206040871395867
Confluence,1995,4,pdiapfor,1,1,1,0.8065729693209008,0.6972986952795741,0.9374919250012798
Confluence,1995,5,acartela,1,1,1,1,1,1
Confluence,1995,5,allcopnaup,1,1,1,1,1,1
Confluence,1995,5,daphnia,1,1,1,1,1,1
Confluence,1995,5,eurytem,1,1,1,1,1,1
Confluence,1995,5,limno,1,1,1,1,1,1
Confluence,1995,5,mysid,1,1,1,1,1,1
Confluence,1995,5,othcalad,1,1,1,1,1,1
Confluence,1995,5,othcaljuv,1,1,1,1,1,1
Confluence,1995,5,othclad,1,1,1,1,1,1
Confluence,1995,5,othcyc,1,1,1,1,1,1
Confluence,1995,5,other,1,1,1,1,1,1
Confluence,1995,5,pdiapfor,1,1,1,1,1,1
Confluence,1995,6,acartela,1,1,1,1,1,1
Confluence,1995,6,allcopnaup,1,1,1,1,1,1
Confluence,1995,6,daphnia,1,1,1,1,1,1
Confluence,1995,6,eurytem,1,1,1,1,1,1
Confluence,1995,6,limno,1,1,1,1,1,1
Confluence,1995,6,mysid,1,1,1,1,1,1
Confluence,1995,6,othcalad,1,1,1,1,1,1
Confluence,1995,6,othcaljuv,1,1,1,1,1,1
Confluence,1995,6,othclad,1,1,1,1,1,1
Confluence,1995,6,othcyc,1,1,1,1,1,1
Confluence,1995,6,other,1,1,1,1,1,1
Confluence,1995,6,pdiapfor,1,1,1,1,1,1
Confluence,1995,7,acartela,1,1,1,2.084150145059147,1.8876630484899046,2.3153954139936435
Confluence,1995,7,allcopnaup,1,1,1,0.867312348785138,0.801125180819155,0.9455958610369621
Confluence,1995,7,daphnia,1,1,1,0.7172806194811384,0.6411690047394948,0.8132794753526514
Confluence,1995,7,eurytem,1,1,1,0.660318802498999,0.5820813066134584,0.7613899683042122
Confluence,1995,7,limno,1,1,1,2.589636046603191,2.0447105670095,3.3171309662201973
Confluence,1995,7,mysid,1,1,1,2.3387200438705853,1.8341324249744715,2.98957050046097
Confluence,1995,7,othcalad,1,1,1,0.7695346781380084,0.6826203856713293,0.8548635759015576
Confluence,1995,7,othcaljuv,1,1,1,0.7803538844047488,0.7318187946382788,0.8333861307151573
Confluence,1995,7,othclad,1,1,1,0.6494072717511068,0.6018508049868004,0.6987896761174481
Confluence,1995,7,othcyc,1,1,1,1.106985927626269,1.0340393879887257,1.1810904019437278
Confluence,1995,7,other,1,1,1,0.7928414325678421,0.631200140010576,0.991607687390543
Confluence,1995,7,pdiapfor,1,1,1,0.8518570635906364,0.7933154840329355,0.912885241279681
Confluence,1995,8,acartela,1,1,1,2.8263313352757193,2.1045428230058203,3.8196422045990706
Confluence,1995,8,allcopnaup,1,1,1,0.6341279743620047,0.5184401982206864,0.7776264212999121
Confluence,1995,8,daphnia,1,1,1,0,0,Inf
Confluence,1995,8,eurytem,1,1,1,4.927776295405721,0.8397408962568195,Inf
Confluence,1995,8,limno,1,1,1,7.716169137198724,4.718447280343405,12.394316812183078
Confluence,1995,8,mysid,1,1,1,3.200790770881178,1.917062951011366,5.158546285694767
Confluence,1995,8,othcalad,1,1,1,0.216688445122191,0.1484288705054367,0.3170119449464121
Confluence,1995,8,othcaljuv,1,1,1,0.45202645542128705,0.37416986842422456,0.5422787704803604
Confluence,1995,8,othclad,1,1,1,0.36729363595534137,0.28907382825526495,0.4600480237495333
Confluence,1995,8,othcyc,1,1,1,1.4337885293131278,1.2262566080247872,1.6903436302951664
Confluence,1995,8,other,1,1,1,0.9915777897152172,0.6577019154814421,1.5084155889128799
Confluence,1995,8,pdiapfor,1,1,1,0.6660468705151075,0.5554645400287046,0.7921299420009515
Confluence,1995,9,acartela,1,1,1,0.7468645810014235,0.5138878270631113,1.1173440144244458
Confluence,1995,9,allcopnaup,1,1,1,4.513082051958094,2.1298784890794,10.588269321540519
Confluence,1995,9,daphnia,1,1,1,0,0,0
Confluence,1995,9,eurytem,1,1,1,8.381303399613165,1.938411632523588,Inf
Confluence,1995,9,limno,1,1,1,0.5271042539629494,0.2718747917712403,0.9705511469862502
Confluence,1995,9,mysid,1,1,1,2.342179330950965,1.1940834913620515,4.65605422072587
Confluence,1995,9,othcalad,1,1,1,0,0,0
Confluence,1995,9,othcaljuv,1,1,1,3.4838749843180556,2.654175236627326,4.612925899511588
Confluence,1995,9,othclad,1,1,1,4.255238674475898,2.82001377440722,6.619561879193845
Confluence,1995,9,othcyc,1,1,1,0.34643515616751197,0.22083656718904132,0.5363857651901383
Confluence,1995,9,other,1,1,1,0.41204698029324494,0.21145428245520204,0.8141764961015558
Confluence,1995,9,pdiapfor,1,1,1,1.5033793979469876,0.9923140131122057,2.208530389026593
Confluence,1995,10,acartela,1,1,1,1.6086066011655324,1.17727004242564,2.237413967335943
Confluence,1995,10,allcopnaup,1,1,1,0.48895454005812833,0.28573650844260495,0.8381199860821845
Confluence,1995,10,daphnia,1,1,1,0.750595569663241,0,Inf
Confluence,1995,10,eurytem,1,1,1,2.4110985333734725,1.0628011920246627,Inf
Confluence,1995,10,limno,1,1,1,3.2731719773043144,1.768345238829732,6.315785930097281
Confluence,1995,10,mysid,1,1,1,1.9677619861161517,1.1630071046347041,3.5401822757715635
Confluence,1995,10,othcalad,1,1,1,0,0,0
Confluence,1995,10,othcaljuv,1,1,1,0.424687624606629,0.3398389534016108,0.5374883802281615
Confluence,1995,10,othclad,1,1,1,0.29385983205860067,0.22286444322634183,0.3874809445200064
Confluence,1995,10,othcyc,1,1,1,1.9213945528993646,1.3995414093996201,2.7088365575122526
Confluence,1995,10,other,1,1,1,1.2011827096455177,0.6264242996492133,2.1513582457492237
Confluence,1995,10,pdiapfor,1,1,1,1.1233366948036516,0.8552483060465254,1.5266401576552395
Confluence,1995,11,acartela,1,1,1,1.405340092099549,0.912663761798799,2.2628721438306463
Confluence,1995,11,allcopnaup,1,1,1,0.37927675294882723,0,1.4306067024863443
Confluence,1995,11,daphnia,1,1,1,0.12236907892778354,0,0.5185656016329736
Confluence,1995,11,eurytem,1,1,1,2.1146438721674974,0.9262517806097619,6.187829338751831
Confluence,1995,11,limno,1,1,1,1.9220324465212062,1.0111043262988892,3.7088447912206117
Confluence,1995,11,mysid,1,1,1,0.5978916829249887,0.2943829458316651,1.2076697832936667
Confluence,1995,11,othcalad,1,1,1,109.22246466407876,37.84934337093726,Inf
Confluence,1995,11,othcaljuv,1,1,1,0.4707788525346642,0.34062592573911216,0.668511641665102
Confluence,1995,11,othclad,1,1,1,0.09491201273595498,0.03336798407786831,0.17626882635623176
Confluence,1995,11,othcyc,1,1,1,1.0701025753237086,0.6550221912224872,1.6880228602315457
Confluence,1995,11,other,1,1,1,0.9092233518503274,0.45915037575938006,1.6828776979713729
Confluence,1995,11,pdiapfor,1,1,1,0.30021996615104307,0.1897406721264366,0.4841192058591642
Confluence,1995,12,acartela,1,1,1,0.8008531064417677,0.7595285142178966,0.8444194000713964
Confluence,1995,12,allcopnaup,1,1,1,1.0162270927693384,0.9131772339065823,1.1784322676929064
Confluence,1995,12,daphnia,1,1,1,1.2176369322309912,1.1512865516474702,1.2954919851499138
Confluence,1995,12,eurytem,1,1,1,0.829959882440499,0.682879120148566,0.9162193562339873
Confluence,1995,12,limno,1,1,1,0.7791686054335095,0.7169080504796297,0.8439142513879115
Confluence,1995,12,mysid,1,1,1,0.8475458449440803,0.7828885646391007,0.9067611841513143
Confluence,1995,12,othcalad,1,1,1,1.187418353694152,1.1085030779581668,1.2796930270890274
Confluence,1995,12,othcaljuv,1,1,1,0.9882416720723208,0.9523988303858018,1.0265184832943461
Confluence,1995,12,othclad,1,1,1,1.2038154330422364,1.1534406274990554,1.2574575773561987
Confluence,1995,12,othcyc,1,1,1,0.9754308828334579,0.9362161397949788,1.0168874177938858
Confluence,1995,12,other,1,1,1,1.1497158335540285,1.0642820746695194,1.2519722208061697
Confluence,1995,12,pdiapfor,1,1,1,0.8746205486302424,0.8345114090071356,0.9186692563296653
Confluence,1996,1,acartela,1,1,1,1,1,1
Confluence,1996,1,allcopnaup,1,1,1,1,1,1
Confluence,1996,1,daphnia,1,1,1,1,1,1
Confluence,1996,1,eurytem,1,1,1,1,1,1
Confluence,1996,1,limno,1,1,1,1,1,1
Confluence,1996,1,mysid,1,1,1,1,1,1
Confluence,1996,1,othcalad,1,1,1,1,1,1
Confluence,1996,1,othcaljuv,1,1,1,1,1,1
Confluence,1996,1,othclad,1,1,1,1,1,1
Confluence,1996,1,othcyc,1,1,1,1,1,1
Confluence,1996,1,other,1,1,1,1,1,1
Confluence,1996,1,pdiapfor,1,1,1,1,1,1
Confluence,1996,2,acartela,1,1,1,1,1,1
Confluence,1996,2,allcopnaup,1,1,1,1,1,1
Confluence,1996,2,daphnia,1,1,1,1,1,1
Confluence,1996,2,eurytem,1,1,1,1,1,1
Confluence,1996,2,limno,1,1,1,1,1,1
Confluence,1996,2,mysid,1,1,1,1,1,1
Confluence,1996,2,othcalad,1,1,1,1,1,1
Confluence,1996,2,othcaljuv,1,1,1,1,1,1
Confluence,1996,2,othclad,1,1,1,1,1,1
Confluence,1996,2,othcyc,1,1,1,1,1,1
Confluence,1996,2,other,1,1,1,1,1,1
Confluence,1996,2,pdiapfor,1,1,1,1,1,1
Confluence,1996,3,acartela,1,1,1,1,1,1
Confluence,1996,3,allcopnaup,1,1,1,1,1,1
Confluence,1996,3,daphnia,1,1,1,1,1,1
Confluence,1996,3,eurytem,1,1,1,1,1,1
Confluence,1996,3,limno,1,1,1,1,1,1
Confluence,1996,3,mysid,1,1,1,1,1,1
Confluence,1996,3,othcalad,1,1,1,1,1,1
Confluence,1996,3,othcaljuv,1,1,1,1,1,1
Confluence,1996,3,othclad,1,1,1,1,1,1
Confluence,1996,3,othcyc,1,1,1,1,1,1
Confluence,1996,3,other,1,1,1,1,1,1
Confluence,1996,3,pdiapfor,1,1,1,1,1,1
Confluence,1996,4,acartela,1,1,1,1,1,1
Confluence,1996,4,allcopnaup,1,1,1,1,1,1
Confluence,1996,4,daphnia,1,1,1,1,1,1
Confluence,1996,4,eurytem,1,1,1,1,1,1
Confluence,1996,4,limno,1,1,1,1,1,1
Confluence,1996,4,mysid,1,1,1,1,1,1
Confluence,1996,4,othcalad,1,1,1,1,1,1
Confluence,1996,4,othcaljuv,1,1,1,1,1,1
Confluence,1996,4,othclad,1,1,1,1,1,1
Confluence,1996,4,othcyc,1,1,1,1,1,1
Confluence,1996,4,other,1,1,1,1,1,1
Confluence,1996,4,pdiapfor,1,1,1,1,1,1
Confluence,1996,5,acartela,1,1,1,1,1,1
Confluence,1996,5,allcopnaup,1,1,1,1,1,1
Confluence,1996,5,daphnia,1,1,1,1,1,1
Confluence,1996,5,eurytem,1,1,1,1,1,1
Confluence,1996,5,limno,1,1,1,1,1,1
Confluence,1996,5,mysid,1,1,1,1,1,1
Confluence,1996,5,othcalad,1,1,1,1,1,1
Confluence,1996,5,othcaljuv,1,1,1,1,1,1
Confluence,1996,5,othclad,1,1,1,1,1,1
Confluence,1996,5,othcyc,1,1,1,1,1,1
Confluence,1996,5,other,1,1,1,1,1,1
Confluence,1996,5,pdiapfor,1,1,1,1,1,1
Confluence,1996,6,acartela,1,1,1,5.780796726696967,4.632218685516501,7.481056709436589
Confluence,1996,6,allcopnaup,1,1,1,0.8281993291878973,0.7092774983471043,0.971523069819439
Confluence,1996,6,daphnia,1,1,1,0.40752501308932654,0.338212016756024,0.49983982016243916
Confluence,1996,6,eurytem,1,1,1,0.45716732121807846,0.37210738044980946,0.5512590687604428
Confluence,1996,6,limno,1,1,1,5.5499487081732735,3.710833850151901,8.407363325811609
Confluence,1996,6,mysid,1,1,1,7.547321546217773,4.89844927046647,11.642475650043476
Confluence,1996,6,othcalad,1,1,1,0.9436447479459849,0.7623196064016498,1.152910728449627
Confluence,1996,6,othcaljuv,1,1,1,0.7823886795724574,0.6951503119018829,0.8796700956187575
Confluence,1996,6,othclad,1,1,1,0.37784724342228493,0.32630037750135,0.43156907736558175
Confluence,1996,6,othcyc,1,1,1,1.1513692492028778,1.0125360418788953,1.3054213430490313
Confluence,1996,6,other,1,1,1,0.5076232620495593,0.3425855951616285,0.7493374330355379
Confluence,1996,6,pdiapfor,1,1,1,0.8002534351896919,0.7035670619439057,0.9153691488253988
Confluence,1996,7,acartela,1,1,1,3.4573110268178064,2.7884919301711997,4.322336425507519
Confluence,1996,7,allcopnaup,1,1,1,0.28297749423901264,0.17903294168556308,0.4437149377504146
Confluence,1996,7,daphnia,1,1,1,0.44275724414831397,0.20511826622974214,0.714988219788144
Confluence,1996,7,eurytem,1,1,1,0.09601230131649147,0,0.3950986037331537
