"scenario","year","1","2","3","4","5","6","7","8","9","10","11","12"
"MaxDS_Even",2008,-3126.93548387097,-4040.51724137931,-2778.5568943867,-2368.95468252526,-2527.402593801,-2957.80843746647,-4419.96434751706,-3437.06938150764,-4619.62280520793,-3947.30869881039,-3286.33301253596,-2096.20492837732
"MaxDS_Even",2009,-3416.67654990075,-3808.03571428571,-3905,-2787.85284317896,-3029.86744928658,-3871.09870136352,-5273.59408748887,-4420.74301834562,-6269.95357682685,-5411.45069991374,-3452.3569331012,-3689.70313085931
"MaxDS_Even",2010,-3126.93548387097,-4030.35714285714,-3905,-3525.93003306132,-3620.68226682314,-4475,-10730.3332451478,-11463.2778519129,-8660.20013221982,-9203.80762211755,-9220.29367975233,-5290.32258064516
"MaxDS_Even",2011,-4363.70967741936,-4223.21428571429,2265.10050991648,-3763.29479330654,-4805.21261281571,-3701.56295570135,-8071.0202499097,-9128.34073197617,-8809.34612490695,-4393.62037148782,-9125.69255545796,-7128.90111270877
"MaxDS_Even",2012,-5000,-4250,-3905,-2737.21957323881,-3147.83130967283,-4475,-10774.7044539595,-10628.9415568246,-7410.05105665475,-6720.19755965006,-7125.2050745583,-5290.32258064516
"MaxDS_Even",2013,-4775,-3819.1753981888,-3500,-1997.93779577913,-2574.47802260056,-4400,-10098.3776212395,-4620.72599943068,-5340.00004574711,-4023.4526408595,-3493.09513302244,-2589.84181488215
"MaxDS_Even",2014,-1303.02597330442,-4625,-4325,-1591.08948163586,-1778.52271428066,-1798.59389911746,-2027.44600415941,-1881.88733258573,-2875.19723316861,-2206.15275157594,-683.652518944115,-5290.32258064516
"MaxDS_Hist",1995,-3645.16129032258,-4464.28571428572,-3789.24070821061,-3677.02783002633,-1403.39879402308,-4601.92122654273,-6967.78388800551,-9879.72048283639,-10536.9691859612,-4221.9303484528,-9881.77455076967,-5290.32258064516
"MaxDS_Hist",1996,-4516.12903225807,-3442.59674716091,-4550,-4130,-4129.77194018482,-1756.57729077327,-10422.0336855394,-10537.3355218976,-4834.99217203231,-4108.11805967819,-8365.65495985147,-5097.40790303357
"MaxDS_Hist",1997,19318.963406314,-3810.59006300224,-3650,-3461.60726772744,-4033.40065564287,-2350.73504026382,-10329.3160530349,-11110.5982450193,-4622.92372209811,-2927.73587918816,-8598.85145104875,-9886.26490732842
"MaxDS_Hist",1998,-3645.16129032258,2688.92015072181,-4550,-2447.92379372632,-1514.39233244571,-3297.77014609565,-6638.01134017424,-8834.93514186337,-9536.35049786079,-8641.83336028719,-8701.45305926947,-5290.32258064516
