"Date","Shasta_storage","Oroville_storage","Folsom_storage","WY_type_SAC","RockSlough_chloride","JerseyPoint_EC","SWP_DeltaExport","CVP_DeltaExport","scenario","year","month"
1922-05-31,4436.8945627936,3538,967,2,27.496152,219.80232,2959.21726705984,4438.82590058976,"StatusQuo",1922,5
1922-06-30,4047.87280800476,3538,967,2,21.578061,218.11894,2342.47419456132,4591.63302467407,"StatusQuo",1922,6
1922-07-31,3564.94016523965,2939.28381744936,713.006475842619,2,21.9486285,227.64644,7180,3475.25653299707,"StatusQuo",1922,7
1922-08-31,3327.77217061523,2430.97087702111,661.806316114445,2,26.008626,406.11896,7180,2838.83535401923,"StatusQuo",1922,8
1922-09-30,3191.52890979641,2188.37250530365,539.164280790941,2,38.3901907,768.5419,3330.39960806264,3675.79893673526,"StatusQuo",1922,9
1922-10-31,3135.20215214545,2009.70390990438,515.734878233784,2,35.768983,505.05496,3490.77562754888,3102.14259369,"StatusQuo",1922,10
1922-11-30,3100.89320031299,2002.69418921756,509.267695960564,2,22.121484,282.6973,6024.57679182809,5254.06231462122,"StatusQuo",1922,11
1922-12-31,3352.08494459698,2410.08484076177,567,2,30.220647,589.3279,4059.39485611437,4598.607950957,"StatusQuo",1922,12
1923-01-31,3680.89964893302,2637.68979271859,567.000000000001,2,49.7409655,391.1771,2906.35652250765,4357.73663571424,"StatusQuo",1923,1
1923-02-28,3817.7196378716,2739.65839986529,567,3,31.48753345,219.91809,2902.68325009784,4351.0751025415,"StatusQuo",1923,2
1923-03-31,3916.90126328386,2835.34349316153,596.996355570204,3,33.40119445,231.82487,2254.43103769731,2680.29081862784,"StatusQuo",1923,3
1923-04-30,4304.69979977155,3208.42394762775,900,4,37.3872415,246.5238,2604.82669755733,3512.40490143666,"StatusQuo",1923,4
1923-05-31,4088.08672713181,3075.50318380662,906.220090163366,3,36.3633334,243.26039,1880.46326788503,3318.95882341356,"StatusQuo",1923,5
1923-06-30,3833.94070235537,2939.74746872972,889.278719592521,3,28.6393845,225.31966,1729.00065918076,3208.29663209919,"StatusQuo",1923,6
1923-07-31,3269.84085995014,2270.20032088839,615.157758825571,3,27.918612,306.39194,6769.32284876764,3864.66236185735,"StatusQuo",1923,7
1923-08-31,3017.42179571599,1783.21666745572,485.174451891613,3,30.3811948,728.6972,6423.11154408672,3772.97676014066,"StatusQuo",1923,8
1923-09-30,2946.45625430672,1787.45975554928,460.54720597584,3,71.70946375,1180.4684,3190.10268595367,4596.97579210957,"StatusQuo",1923,9
1923-10-31,2784.21932823113,1661.43982020234,438.180270899168,3,139.2739036,1656.0902,2662.47132420296,4438.76908563847,"StatusQuo",1923,10
1923-11-30,2637.66941550062,1598.11406749948,370.85230805516,3,132.7368415,1588.7635,1817.38709048726,3937.94043100276,"StatusQuo",1923,11
1923-12-31,2610.35007437063,1529.22745523782,332.26035301641,3,173.7698875,1762.9226,2384.86702290009,1677.10858794913,"StatusQuo",1923,12
1924-01-31,2631.36387646572,1452.61487144201,294.533804361963,3,180.43582375,1497.8242,2754.95603018786,3551.26467572097,"StatusQuo",1924,1
1924-02-29,2788.80842436265,1598.46625916967,322.199492445225,5,154.9893565,1393.158,2486.56779397141,3727.00363464859,"StatusQuo",1924,2
1924-03-31,2808.67440159081,1584.11341892179,305.947531613466,5,103.4016775,737.9479,1110.97480062369,1683.31490171604,"StatusQuo",1924,3
1924-04-30,2799.63801759354,1595.62764708632,280.956340851649,5,74.21148445,359.44055,300,1196.21883552372,"StatusQuo",1924,4
1924-05-31,2569.70705539739,1501.61331121407,200.477006155489,5,72.27949795,478.7584,300,1251.76506192513,"StatusQuo",1924,5
1924-06-30,2296.44563651767,1230.71287142262,187.65900641131,5,76.0410505,905.8576,300,791.633024674073,"StatusQuo",1924,6
1924-07-31,1970.3893365275,919.92282926433,165.324454433588,5,154.934551,1651.2113,300,790.732265985064,"StatusQuo",1924,7
1924-08-31,1753.62665807456,723.145556299708,151.928690233707,5,210.6469039,1720.6693,299.999999999999,792.288529004487,"StatusQuo",1924,8
1924-09-30,1651.01902767391,738.016831331277,145.390957833749,5,181.1823841,1471.0726,300,1658.54617449282,"StatusQuo",1924,9
1924-10-31,1685.75593839373,713.014327407758,146.82190699428,5,189.303385,1492.9075,2416.60785587601,2975.62186087097,"StatusQuo",1924,10
1924-11-30,1790.93675036516,764.263644258439,167.429570162742,5,201.654088,2128.9197,2226.76366176617,1624.70310648362,"StatusQuo",1924,11
1924-12-31,1926.38971220957,844.083573525932,268.707090936293,5,218.3558005,2284.6357,2662.85110325237,2324.42960271869,"StatusQuo",1924,12
1925-01-31,2087.16133870052,903.162383511365,370.374724613838,5,203.912884,1532.9745,2871.35822355491,3087.58595791447,"StatusQuo",1925,1
1925-02-28,3473.60356371681,1640.78184504014,567,5,116.28596605,895.10724,2625.76026379544,3935.69062308789,"StatusQuo",1925,2
1925-03-31,3817.52778245546,1884.62366352718,756,4,65.13023305,392.43256,2142.95579415,3211.70884499071,"StatusQuo",1925,3
1925-04-30,4416.8956139657,2174.10990952279,900,4,29.316087,245.31795,1655.37130279716,2479.27578971945,"StatusQuo",1925,4
1925-05-31,4396.33881500067,2205.59394611355,967,4,29.239956,245.24992,1439.22253548875,2459.14088577811,"StatusQuo",1925,5
1925-06-30,4065.38023368729,2004.2671370432,816.666022207277,4,32.9921767,240.71338,1029.58652416313,3559.77901055214,"StatusQuo",1925,6
1925-07-31,3383.38090550845,1680.82003096819,652.805247615959,4,27.6509955,295.93292,1010.83743639403,5464.63159743532,"StatusQuo",1925,7
1925-08-31,3035.56285310507,1537.94427830219,564.290156727431,4,36.9511801,707.2287,1046.85839461465,3147.98152056421,"StatusQuo",1925,8
1925-09-30,2859.66892240265,1574.2372607908,517.807252441,4,80.3838634,1160.3441,2305.93174544436,4596.97579210957,"StatusQuo",1925,9
1925-10-31,2767.29353356282,1510.44537878255,473.314797777227,4,136.7284546,1757.4952,1051.27206631785,3283.68757592245,"StatusQuo",1925,10
1925-11-30,2655.3983982453,1511.28192992438,417.64748459537,4,176.163745,1632.0664,1102.28762858393,4275.49987208058,"StatusQuo",1925,11
1925-12-31,2693.2931037417,1536.56410667544,401.057644021662,4,172.7630965,1745.3699,1152.35041824497,2794.48974808675,"StatusQuo",1925,12
1926-01-31,2754.57871316758,1570.55798694391,367.042334809421,4,185.354197,1513.7567,2228.2302654825,3340.54725017652,"StatusQuo",1926,1
1926-02-28,3553.13267790713,2161.53749922966,567,5,126.5188255,910.1634,2544.60537478165,3813.95828956721,"StatusQuo",1926,2
1926-03-31,3524.43242102473,2194.4639174566,566.956951186771,4,57.36747145,315.2608,300,1733.28222669461,"StatusQuo",1926,3
1926-04-30,3854.56635151153,2731.31816270348,792.953185219573,5,55.1012113,244.9728,1463.06991252523,2507.65891981241,"StatusQuo",1926,4
1926-05-31,3645.46883527592,2535.64686904027,633.131656909966,4,40.3284985,246.14072,1279.3504982397,2370.57110930268,"StatusQuo",1926,5
1926-06-30,3221.38675548212,2173.60752108081,597.552330750166,4,25.8852465,250.18544,2338.44971313492,2105.29862171205,"StatusQuo",1926,6
1926-07-31,2837.27482112578,1784.42714524198,472.241792468214,4,24.714864,346.7994,1740.04798933304,2655.68992749484,"StatusQuo",1926,7
1926-08-31,2630.36878957344,1591.6502148185,399.013736832436,4,36.1949668,676.6947,1264.56384951475,1739.55128237369,"StatusQuo",1926,8
1926-09-30,2541.1578563217,1594.36275057834,365.490900943962,4,77.327341,1039.639,1044.75075803032,4324.49981412732,"StatusQuo",1926,9
1926-10-31,2446.16421646004,1551.12008851334,338.563683762451,4,127.3172815,1747.0237,1425.54134832534,3124.96014215223,"StatusQuo",1926,10
1926-11-30,2918.27446922829,1888.73834332006,567,4,169.650925,1782.3894,6680,4598.6391064493,"StatusQuo",1926,11
1926-12-31,3333.48632232958,2098.70212795937,567,4,131.6209639,1009.68024,2555.29693862174,3831.55335888962,"StatusQuo",1926,12
1927-01-31,3661.26853185719,2397.68370934958,567,4,53.7222559,460.63208,2088.6722635158,3131.21024722648,"StatusQuo",1927,1
1927-02-28,3325.29925195937,2788,567,3,32.46596125,334.06955,2876.81205803862,4312.26831445268,"StatusQuo",1927,2
1927-03-31,4034.54766423757,2999,756.000000000001,2,27.315111,238.88628,2098.57300337922,3145.13465883448,"StatusQuo",1927,3
1927-04-30,4456.39683838257,3397.5200311627,900,2,26.736822,228.25288,2352.29564628729,3253.38767566185,"StatusQuo",1927,4
1927-05-31,4212.59966813988,3244.1499132572,899.352490265173,1,36.77776045,219.27197,2279.44690972961,3885.29014031897,"StatusQuo",1927,5
1927-06-30,3939.83268377864,3065.70762671763,784.071946750223,1,25.855818,223.32063,1922.56282889733,3562.10684976911,"StatusQuo",1927,6
1927-07-31,3200,2425.93386469002,537.510795716805,1,24.05574,250.29347,7180,3416.23272260696,"StatusQuo",1927,7
1927-08-31,2811.96991201472,1904.41977363009,474.388225624358,1,26.3661825,452.94467,6610.40968010891,4535.44132986946,"StatusQuo",1927,8
1927-09-30,2588.28598403147,1839.67416361967,443.605367661847,1,43.7905018,740.9817,456.52280370088,3877.89730578623,"StatusQuo",1927,9
1927-10-31,2516.266213375,1626.98276685735,404.461589954286,1,45.3619975,445.20303,3497.98965694628,2714.02615744279,"StatusQuo",1927,10
1927-11-30,2805.23771713223,1807.17511543943,431.029130333829,1,20.125941,286.97806,6360.88147566279,4917.75763078652,"StatusQuo",1927,11
1927-12-31,2978.55874740816,1878.36973927192,482.599213245361,1,45.6706582,833.66907,5527.99097981576,4460.49373680129,"StatusQuo",1927,12
1928-01-31,3315.04634970096,1928.08273762809,500.669889328689,1,218.895277,1405.8586,2023.0048312293,3032.70909879671,"StatusQuo",1928,1
1928-02-29,3867.95119099213,2139.48371706521,559.845561379263,3,165.7913695,847.33856,2515.18069570235,3769.92298724499,"StatusQuo",1928,2
1928-03-31,4122.05403250797,2797,756,3,47.11838695,293.16003,3530.15416558615,4597.27515376568,"StatusQuo",1928,3
1928-04-30,4552.1,3298.90594698786,900,2,25.759893,237.28958,2307.10295725218,3456.87327140198,"StatusQuo",1928,4
1928-05-31,4131.33401519121,3122.84087310327,858.512262482746,2,26.28741,221.41298,1622.3261348886,2979.97648694897,"StatusQuo",1928,5
1928-06-30,3690.96240141335,2901.42129798444,719.461392674619,2,25.983183,231.12862,1668.67458264748,3090.60010673367,"StatusQuo",1928,6
1928-07-31,3092.85247788515,2236.20875610219,564.753548186397,2,23.6010435,296.2244,7180,1533.32781854207,"StatusQuo",1928,7
1928-08-31,2634.80035227524,1679.71887906959,501.255754217722,2,25.5414435,433.82098,7180,4592.28852900449,"StatusQuo",1928,8
1928-09-30,2383.13170800966,1593.99176656825,441.552732436858,2,42.2735779,849.17444,385.668020802008,3418.80495786784,"StatusQuo",1928,9
1928-10-31,2231.23556208953,1581.04553695579,382.738686096473,2,57.02738095,491.4577,300,2792.25709789522,"StatusQuo",1928,10
1928-11-30,2160.97456216697,1548.04503526749,324.766898208266,2,23.280045,255.11496,4827.7587337465,5818.8157250511,"StatusQuo",1928,11
1928-12-31,2254.71467947814,1521.49424839973,293.277398448206,2,31.4473855,663.8665,4485.9897897099,4589.54695151745,"StatusQuo",1928,12
1929-01-31,2525.67012088283,1483.77069472081,256.900048595855,2,174.3333895,1360.2166,2722.3809684864,3382.45115400523,"StatusQuo",1929,1
1929-02-28,2743.99185127536,1556.62676386448,288.545287739475,4,198.79614505,1430.3246,2002.27625205706,3000.46460548032,"StatusQuo",1929,2
1929-03-31,2908.12346675279,1597.5882252278,374.423859669134,4,117.76739605,552.9354,1779.00099000474,3304.19478396202,"StatusQuo",1929,3
1929-04-30,3125.49100910043,1701.16010841416,487.471099920779,5,49.6652695,294.94656,1103.54503793811,810.139525419652,"StatusQuo",1929,4
1929-05-31,2988.77709495602,1635.37164360419,498.414583952754,5,54.695719,336.3841,684.195941853607,1724.16865707119,"StatusQuo",1929,5
1929-06-30,2779.31524146713,1567.06003251801,523.155440881137,5,55.49165275,616.10443,300,791.633024674073,"StatusQuo",1929,6
1929-07-31,2384.19178605,1171.53086646733,443.738581351906,5,108.2489575,1120.1948,1042.94384019454,790.732265985064,"StatusQuo",1929,7
1929-08-31,2082.00696235297,939.558670920482,403.624945963226,5,135.939301,1325.4635,300,792.288529004487,"StatusQuo",1929,8
1929-09-30,1921.79970632386,858.30683556861,389.547819360561,5,129.899866,1263.9185,1523.86005783596,3298.13247683231,"StatusQuo",1929,9
1929-10-31,1789.32246899273,845.519768896661,368.412780111394,5,153.4208191,1788.9395,720.567425002926,1391.00792709546,"StatusQuo",1929,10
1929-11-30,1649.17809462266,771.291778106494,332.316112639824,5,200.724076,2121.753,440.060802404221,1661.53051793556,"StatusQuo",1929,11
1929-12-31,2324.28813643828,1649.31618946621,532.71914963507,5,221.3737795,1924.2612,2567.98175876252,3850.58058910078,"StatusQuo",1929,12
1930-01-31,2674.30725940176,2089.05435425008,566.999999999999,5,162.470806,939.90247,2555.08358614759,3830.82723117415,"StatusQuo",1930,1
1930-02-28,3064.79131577488,2351.68876760667,567,4,50.3071351,330.81888,2406.86679929177,1484.99764630158,"StatusQuo",1930,2
1930-03-31,3573.38226159858,2844.55773912607,756,4,42.74496505,247.46732,2193.0806564752,3286.89613847847,"StatusQuo",1930,3
1930-04-30,3741.03383142062,2979.55768596035,702.381421816826,4,33.9017884,238.35617,1127.51716626019,1822.18212492266,"StatusQuo",1930,4
1930-05-31,3641.45202959115,2963.39861632765,710.800175459011,4,30.8834845,243.81606,974.935624058139,1805.22920010834,"StatusQuo",1930,5
1930-06-30,3232.56272631347,2519.33462622007,600.453784715996,4,30.0013275,282.2919,3390.58999033393,985.40075555996,"StatusQuo",1930,6
1930-07-31,2796.17833519605,1813.62867723553,445.112197398347,4,29.143905,450.65192,7180,1046.26762378713,"StatusQuo",1930,7
1930-08-31,2507.9968039086,1510.88915611156,389.305280841378,4,53.2176463,954.6324,2978.89455056578,1611.56844777176,"StatusQuo",1930,8
1930-09-30,2408.22642752447,1554.93118247075,380.200675237922,4,91.9010212,1296.1106,1284.67238969898,4539.42555125198,"StatusQuo",1930,9
1930-10-31,2367.14401885285,1466.70841734546,299.102753874804,4,139.9872985,1742.9784,1373.99808575855,3200.5187949823,"StatusQuo",1930,10
1930-11-30,2261.36483439987,1440.58618133198,287.854510117107,4,187.5867616,1830.3483,982.170895908277,2799.25417777077,"StatusQuo",1930,11
1930-12-31,2233.84210489496,1367.65839072588,283.357629552401,4,187.893433,1841.175,1441.04665501003,1030.96998696824,"StatusQuo",1930,12
1931-01-31,2325.58468737992,1382.68576683662,300.697543239632,4,213.088744,1838.6318,2643.91005229445,1758.87801615908,"StatusQuo",1931,1
1931-02-28,2407.27778890008,1427.52206561618,319.828868927661,5,177.4828105,1110.5017,2233.96155403392,4043.48679656948,"StatusQuo",1931,2
1931-03-31,2554.00095488484,1556.21032277678,389.48465742767,5,82.0934815,524.70557,623.079961610609,2081.30725189215,"StatusQuo",1931,3
1931-04-30,2545.69960372661,1594.7393504745,388.516058533507,5,74.5379605,518.11865,300.000000000001,1196.21883552372,"StatusQuo",1931,4
1931-05-31,2327.24928334219,1526.71071706162,354.333026986764,5,80.1457003,785.15076,300,1725.96185831365,"StatusQuo",1931,5
1931-06-30,2017.31823962716,1264.72709570009,350.385041296033,5,101.889553,1282.4539,300,791.633024674074,"StatusQuo",1931,6
1931-07-31,1652.52188281772,943.550296349408,333.785094878652,5,155.7609085,1409.95,300,790.732265985064,"StatusQuo",1931,7
1931-08-31,1392.63834795844,702.276407753483,320.725393408658,5,141.5406625,1501.024,300,592.288529004487,"StatusQuo",1931,8
1931-09-30,1263.53582781672,702.426897259689,317.975638597253,5,174.535369,1732.185,300,1353.292694096,"StatusQuo",1931,9
1931-10-31,1155.50880581564,706.506224179942,302.564724181463,5,204.140941,1629.9218,300,1285.35218723391,"StatusQuo",1931,10
1931-11-30,1062.57522208767,724.245621392809,311.610403975933,5,220.097749,1998.4196,300,811.162998670837,"StatusQuo",1931,11
1931-12-31,1444.27369543952,1017.55312095576,567,5,224.7498895,1647.696,3951.77148761921,4598.607950957,"StatusQuo",1931,12
1932-01-31,1733.12853561727,1287.89840705529,567,5,111.223759,619.53876,2307.52653118364,3459.49164872823,"StatusQuo",1932,1
1932-02-29,1879.54722118172,1527.61080724103,567,4,38.1291706,264.89377,2691.33236232311,4034.15048717614,"StatusQuo",1932,2
1932-03-31,2242.67368222974,1812.7596208329,692.414878493069,4,40.65651925,246.4501,1765.98572258201,3286.58206918291,"StatusQuo",1932,3
1932-04-30,2463.61682494308,2103.84113071464,884.621637353766,5,32.86749775,247.2271,1387.37142857823,1943.84467942785,"StatusQuo",1932,4
1932-05-31,2474.96410984016,2247.20316551343,967,5,36.9265048,282.64154,3314.38477826175,1738.39031237483,"StatusQuo",1932,5
1932-06-30,2232.02023217763,2168.57287382471,967,5,31.38768655,277.01404,300,1202.15492128739,"StatusQuo",1932,6
1932-07-31,1855.85291214327,1891.80672589526,903.940658253664,5,43.109785,399.22757,548.849476288179,941.882789696885,"StatusQuo",1932,7
1932-08-31,1554.24306437746,1810.89221693867,792,5,64.7970823,931.8423,341.670739115292,1155.31607813413,"StatusQuo",1932,8
1932-09-30,1386.24567838664,1792.13801460968,745.060696213909,5,127.54645855,1402.322,783.340896009755,3300.1494737219,"StatusQuo",1932,9
1932-10-31,1244.41831209489,1748.97904100705,699.762819830881,5,187.9975606,2124.9072,1112.82710120165,2132.99412500382,"StatusQuo",1932,10
1932-11-30,1117.41906201187,1684.76131403202,567,5,226.190479,2212.7244,626.455646064578,3327.08788292408,"StatusQuo",1932,11
1932-12-31,1143.36411566791,1674.59305567305,530.653549795103,5,218.871907,2253.148,3285.22214747637,1483.19732757635,"StatusQuo",1932,12
1933-01-31,1269.29677333751,1802.82025020477,536.507363468042,5,205.95073375,1524.3534,6201.78996191868,740.846077749443,"StatusQuo",1933,1
1933-02-28,1346.21616192924,1916.90241572434,567,5,118.1620384,800.2697,5078.65761225371,1134.72813166783,"StatusQuo",1933,2
1933-03-31,1884.69333222593,2058.54378200535,612.563946311247,5,71.8107043,459.40567,2952.32946762889,1199.10087515096,"StatusQuo",1933,3
1933-04-30,2097.11174410024,2123.57285543002,661.430427005717,5,55.26722095,357.81168,700.000000000001,796.218835523717,"StatusQuo",1933,4
1933-05-31,2190.23573192642,2100.88221090484,837.418083080988,5,66.5860216,401.68713,1221.55003569974,1496.24018144521,"StatusQuo",1933,5
1933-06-30,2133.7098547755,1986.02253159969,899.043275117122,5,66.90753295,691.98224,300,791.633024674073,"StatusQuo",1933,6
1933-07-31,1911.55905252001,1660.33163028321,793.325343789685,5,111.6397165,1278.4244,300,790.732265985064,"StatusQuo",1933,7
1933-08-31,1704.17261430723,1582.43730789828,660.603478401741,5,176.0066359,1691.4103,300,792.288529004487,"StatusQuo",1933,8
1933-09-30,1577.0910108434,1581.51092362114,653.792180230999,5,168.9768544,1666.9379,300,2077.16834644203,"StatusQuo",1933,9
1933-10-31,1471.48370609628,1521.62425427289,650.410214001452,5,185.1955204,1646.1957,1163.3960080522,1441.11687502083,"StatusQuo",1933,10
1933-11-30,1360.29171889274,1437.98752114158,567,5,200.153848,2103.9321,1357.48794380899,656.579033704185,"StatusQuo",1933,11
1933-12-31,1566.15169758186,1555.22224251847,567,5,225.2838541,1943.093,4506.1851463013,4315.24282202999,"StatusQuo",1933,12
1934-01-31,1927.64567744418,1663.8960834901,567,5,222.42426955,1417.5505,1962.34638908279,2941.72143557696,"StatusQuo",1934,1
1934-02-28,2275.26655880003,1878.23355923701,567,5,95.3053975,537.6008,3515.98187235382,2756.63729497413,"StatusQuo",1934,2
1934-03-31,2625.59509151505,2090.57638926219,631.82128514429,5,41.3961541,289.05597,3163.7463070006,1859.45634761491,"StatusQuo",1934,3
1934-04-30,2731.7309370967,2190.64819075242,627.217332265057,5,28.88742,269.46793,300,1196.21883552372,"StatusQuo",1934,4
1934-05-31,2582.08815563677,2111.84291780912,599.386307598323,5,46.8224629,380.69223,466.26654317393,1574.69716866687,"StatusQuo",1934,5
1934-06-30,2305.53077414307,1878.9952894166,516.39231598917,5,57.0786895,916.90875,300,791.633024674073,"StatusQuo",1934,6
1934-07-31,1928.37011083545,1591.10427568467,443.725771155342,5,131.112256,1456.0577,300.000000000001,790.732265985064,"StatusQuo",1934,7
1934-08-31,1626.79505459012,1394.63661385685,396.269048540393,5,155.29804,1594.5322,700,792.288529004487,"StatusQuo",1934,8
1934-09-30,1435.05053325028,1400.44931886273,358.571276854013,5,166.6854145,1691.6658,668.712904781834,2417.99584441024,"StatusQuo",1934,9
1934-10-31,1304.079096011,1393.15607746528,332.187305563192,5,193.43797405,1946.6333,805.436270038584,1333.44341383992,"StatusQuo",1934,10
1934-11-30,1434.42260223215,1430.64036796105,372.068594662262,5,226.8519469,2163.134,3633.00704347023,2177.2382974752,"StatusQuo",1934,11
1934-12-31,1501.65214523736,1463.22652254926,434.84833616773,5,226.00087705,1826.4214,2896.94408209252,1909.71216603249,"StatusQuo",1934,12
1935-01-31,1981.28333253242,1763.41715128883,567,5,208.4785555,1611.2532,2160.89276819184,3239.54100424053,"StatusQuo",1935,1
1935-02-28,2307.81583385609,1947.55833573093,567,4,120.4688455,607.9699,2634.41706444902,2851.35770415669,"StatusQuo",1935,2
1935-03-31,2747.61803078097,2339.51763226499,723.644256519118,4,41.3397355,248.96017,4867.66057677642,1190.82343941664,"StatusQuo",1935,3
1935-04-30,3781.86580691141,3235.45009675509,900,4,29.2759605,252.06804,2964.23744096583,1509.58862342639,"StatusQuo",1935,4
1935-05-31,3587.67427959154,3089.59666948658,967,3,27.0120255,236.0699,1981.59794103031,2031.44711553517,"StatusQuo",1935,5
1935-06-30,3245.19954304301,2915.85332718252,890.932884124211,3,27.7250055,227.59795,1688.45075560619,3127.32728508558,"StatusQuo",1935,6
1935-07-31,2594.18810445699,2244.12471476819,591.370409608693,3,23.7502905,288.86584,6703.34816182791,3510.01791921566,"StatusQuo",1935,7
1935-08-31,2248.29443588128,1698.54546733189,492.150698550245,3,31.232923,734.56323,7002.50696763351,2871.20487048649,"StatusQuo",1935,8
1935-09-30,2058.61173441869,1639.65151678123,446.601369377037,3,81.08223025,1261.8302,1521.12943942717,4487.76163399303,"StatusQuo",1935,9
1935-10-31,1855.8318503269,1596.46141010222,386.242575230131,3,148.5723535,1712.9017,2598.62794563607,5279.78679955021,"StatusQuo",1935,10
1935-11-30,1718.35093458693,1486.87204043893,324.114681387118,3,134.3886331,1629.7238,2243.40666839207,3630.90229586691,"StatusQuo",1935,11
1935-12-31,1756.65023704231,1440.74087774982,291.073659999628,3,157.82770855,1776.8744,2888.20211618393,1281.44487668314,"StatusQuo",1935,12
1936-01-31,2463.46724371073,1962.52232159941,567,3,174.43229875,1511.2217,2303.68923067403,3453.7356979638,"StatusQuo",1936,1
1936-02-29,3498.57854333407,2788,567.000000000001,3,87.8449981,487.8963,9104.1,4597.15194369146,"StatusQuo",1936,2
1936-03-31,3826.0873852375,2954,756,2,42.7550113,228.2217,3037.60271728526,4553.67922969356,"StatusQuo",1936,3
1936-04-30,4051.57801260796,3324.33978063136,900,3,29.25372,228.85773,3277.67027808072,4296.1424327331,"StatusQuo",1936,4
1936-05-31,3896.46873579774,3237.31273415249,896.001214285915,3,29.228979,206.66318,2170.49747749743,2649.67767780988,"StatusQuo",1936,5
1936-06-30,3709.67135354106,3000.63655337069,929.877890766774,3,27.1624695,239.01654,4321.72475439353,1191.63302467407,"StatusQuo",1936,6
1936-07-31,3286.80523866797,2360.42223048428,632.034202945749,3,29.047065,383.66888,6671.34666506272,1458.23481651504,"StatusQuo",1936,7
1936-08-31,2931.37800834598,1924.66163693906,503.753451927952,3,35.39568145,733.38257,5300.51845620812,2535.07624522499,"StatusQuo",1936,8
1936-09-30,2738.59288147195,1883.98629441131,463.078441910605,3,79.85336725,1277.5393,1333.24781465385,4548.40319191161,"StatusQuo",1936,9
1936-10-31,2550.96082190598,1680.06522842017,413.97782543707,3,157.62234325,1728.9556,4467.92070484134,2818.58660022655,"StatusQuo",1936,10
1936-11-30,2428.72350920957,1575.1462388235,333.188031199093,3,150.824167,1744.6018,2327.6810486455,2979.6900320172,"StatusQuo",1936,11
1936-12-31,2437.94547822412,1500.17501109086,292.446949565475,3,164.577526,1762.0721,2750.39897744309,2592.08185394508,"StatusQuo",1936,12
1937-01-31,2497.8144433667,1478.2550244851,344.427406619731,3,209.2285045,1445.9894,2865.84515077811,4296.96957811994,"StatusQuo",1937,1
1937-02-28,2725.52173405744,1854.30761339932,567,4,132.880054,908.57385,6706.87997727807,4597.05022739473,"StatusQuo",1937,2
1937-03-31,3450.45169523151,2330.08648693168,756.000000000001,4,72.158011,323.4577,6924.62432603385,3078.7713121121,"StatusQuo",1937,3
1937-04-30,4149.40203394218,2814.62712527216,900,4,45.3322207,242.24547,5526.28930123271,790.398815824837,"StatusQuo",1937,4
1937-05-31,4025.3203167845,2851.36472131836,967,3,32.848531,220.86586,2839.76547478262,4594.63446971466,"StatusQuo",1937,5
1937-06-30,3832.36623808855,2597.72384460496,853.619158571,3,25.2431145,236.77197,3201.72313431975,2568.18113629623,"StatusQuo",1937,6
1937-07-31,3206.15602168149,2068.76740457973,594.041207189127,3,24.957408,298.66895,4830.95287593863,5525.08468901326,"StatusQuo",1937,7
