"Date","Shasta_storage","Oroville_storage","Folsom_storage","WY_type_SAC","RockSlough_chloride","JerseyPoint_EC","SWP_DeltaExport","CVP_DeltaExport","scenario","year","month"
1984-02-29,3975.00806004371,2973.39990234375,567,1,20.5171275,183.6842,7349.62855184475,2195.75150760439,"MaxDS_Hist",1984,2
1984-03-31,4285.45921378586,3014.69995117187,756,1,21.464445,201.95221,5044.16432511372,2614.09732456949,"MaxDS_Hist",1984,3
1984-04-30,4552.1,3323.76102077833,900,1,25.23039,209.1174,2397.93602823242,3930.17268997615,"MaxDS_Hist",1984,4
1984-05-31,4552.1,3425.19995117188,967,1,24.138279,225.0209,2727.95788145819,4086.71606938306,"MaxDS_Hist",1984,5
1984-06-30,3852.50489661277,3067.84853942964,761.400309697547,1,22.6622745,233.39705,2253.19681783939,791.633024674073,"MaxDS_Hist",1984,6
1984-07-31,2955.074003609,2434.16752759268,497.345931655033,1,23.6898105,204.94264,5907.2645673543,4590.73226598507,"MaxDS_Hist",1984,7
1984-08-31,2547.52922515183,1952.61203159493,449.338850209578,1,18.921462,225.61412,6258.99305752318,4510.80432974305,"MaxDS_Hist",1984,8
1984-09-30,2293.24430767365,1876.21004194912,458.152780425134,1,18.6307845,295.251,424.288405119375,4020.53750543369,"MaxDS_Hist",1984,9
1984-10-31,2285.14258424523,1711.16581425215,388.795353420751,1,18.2148945,241.22046,2504.44224504485,2822.32295717376,"MaxDS_Hist",1984,10
1984-11-30,2653.7837450071,1827.89510358541,432.749773754355,1,16.2417525,217.52638,6680,4598.6391064493,"MaxDS_Hist",1984,11
1984-12-31,2916.61924966449,1933.20992674518,485.139952702538,1,16.0993545,274.83444,2664.91940481777,3995.98705818365,"MaxDS_Hist",1984,12
1985-01-31,2995.03052150184,1892.8792083298,468.114436090975,1,24.1026165,319.4595,2791.49946199242,3456.08401620875,"MaxDS_Hist",1985,1
1985-02-28,3193.13576784765,1984.43933411341,493.82031822652,3,27.05325,381.22537,2220.4146876222,3327.67225882802,"MaxDS_Hist",1985,2
1985-03-31,3435.81934305469,2134.19541237068,533.411239416852,3,35.770294,433.51364,2075.46556300368,3110.47349827121,"MaxDS_Hist",1985,3
1985-04-30,3662.83116676864,2398.52759787791,653.415598006105,3,37.0828615,293.85236,1322.22238903777,2210.85223617717,"MaxDS_Hist",1985,4
1985-05-31,3434.99788154831,2223.60439144432,627.097300297496,4,38.0322877,284.35898,1470.69525220907,2725.92565238864,"MaxDS_Hist",1985,5
1985-06-30,3116.72472971444,1960.16232149217,514.76226155018,4,36.51102325,326.10168,1570.66183748774,2908.57643715131,"MaxDS_Hist",1985,6
1985-07-31,2664.76634448946,1399.49701313178,397.88061493174,4,31.0113982,403.07047,5798.85969124825,4833.52886765401,"MaxDS_Hist",1985,7
1985-08-31,2402.38396263279,1153.14573955079,371.194149092726,4,71.6057722,1367.5894,2118.76754966098,2971.25703369073,"MaxDS_Hist",1985,8
1985-09-30,2447.65569269657,1165.99801303952,365.768302122361,4,139.337299,1597.5552,2336.55591704697,3394.82263624953,"MaxDS_Hist",1985,9
1985-10-31,2406.18655527291,1026.05532647885,328.578892661784,4,146.8433725,1746.6174,2887.29132964105,2548.08744638727,"MaxDS_Hist",1985,10
1985-11-30,2363.8889267851,944.146953723077,355.185531052347,4,164.593486,1738.0559,3183.07086955357,3023.12746852145,"MaxDS_Hist",1985,11
1985-12-31,2475.69524881369,932.971022639979,470.308527330003,4,167.89944325,1724.1373,5961.50974297799,3361.89544029332,"MaxDS_Hist",1985,12
1986-01-31,3086.14800859745,1331.71204556152,567.000000000001,4,221.24927155,1729.8683,1835.88703034718,2752.03239747354,"MaxDS_Hist",1986,1
1986-02-28,3252.1,2687.89990234375,567.000000000001,3,125.56930525,694.858,9104.09999999999,4597.05022739473,"MaxDS_Hist",1986,2
1986-03-31,3809.4778401769,2687.89990234375,756.000000000001,1,49.0034995,239.4922,6964.95762508485,5135.31362581731,"MaxDS_Hist",1986,3
1986-04-30,4218.11072100383,3201.47396287876,900,1,15.2844315,191.78503,6680,3913.94749526411,"MaxDS_Hist",1986,4
1986-05-31,4464.58246318101,3366.53152502405,967,1,18.218538,175.01152,4032.16949383674,4600,"MaxDS_Hist",1986,5
1986-06-30,3848.71730727156,3032.53088751514,777.432703162885,1,19.75305,190.37106,2549.88843852426,1030.21694930916,"MaxDS_Hist",1986,6
1986-07-31,3035.74406027343,2351.02000743865,511.987546939627,1,23.193441,209.27792,6496.22693838065,3155.00058609562,"MaxDS_Hist",1986,7
1986-08-31,2760.59849784186,1816.3184988156,435.647146543218,1,19.065159,222.16855,7180,2093.3657267624,"MaxDS_Hist",1986,8
1986-09-30,2704.70671493117,1696.67883400219,461.513570736128,1,17.8136955,270.12128,2886.0857951514,2991.33541426082,"MaxDS_Hist",1986,9
1986-10-31,2497.41881877239,1596.28192138894,399.741881877239,1,17.684823,241.39502,1763.94799479417,3268.30254150302,"MaxDS_Hist",1986,10
1986-11-30,2265.87177690601,1467.12718779037,325.07750777458,1,17.8822245,223.562,3760.87795372304,6479.61385572686,"MaxDS_Hist",1986,11
1986-12-31,2274.96066422464,1384.71914386473,291.594373711156,1,21.727965,465.22162,3965.08453417613,3751.65012677236,"MaxDS_Hist",1986,12
1987-01-31,2403.22366503407,1342.15887897803,260.692321883555,1,129.68766355,1517.7699,1767.96155564372,798.201851952772,"MaxDS_Hist",1987,1
1987-02-28,2750.22767206798,1508.75956013689,295.01148356892,4,177.6194965,1052.037,2424.34053420712,3633.56102870542,"MaxDS_Hist",1987,2
1987-03-31,3452.63520919241,1787.45456050391,369.058285034563,4,80.5356259,351.06207,2412.47607320867,3615.98926357869,"MaxDS_Hist",1987,3
1987-04-30,3442.82915785095,1847.22558072445,402.045978063955,4,33.81273445,245.70251,347.123772953184,1876.34079094557,"MaxDS_Hist",1987,4
1987-05-31,3138.5793711742,1668.18052103095,376.92249730189,4,41.054764,254.65103,300,794.634469714657,"MaxDS_Hist",1987,5
1987-06-30,2850.00801154424,1526.09454607217,372.682138647836,4,57.08158225,302.77548,300,791.633024674072,"MaxDS_Hist",1987,6
1987-07-31,2483.27827614601,1234.93260173577,368.879844808631,4,52.14286855,362.41278,300,1441.49305947166,"MaxDS_Hist",1987,7
1987-08-31,2168.01162304312,1049.53094443863,365.002879929009,4,43.20572455,581.9732,300,2276.25306218885,"MaxDS_Hist",1987,8
1987-09-30,2114.75146611866,984.585412653231,377.549371722747,4,70.94076175,1006.7735,2007.69216889528,2667.90609803004,"MaxDS_Hist",1987,9
1987-10-31,2072.19666531839,903.714509569626,359.501045865375,4,136.902658,1832.8075,1475.01452289651,1425.47816658557,"MaxDS_Hist",1987,10
1987-11-30,2001.22422156283,881.823329424343,361.592429767014,4,192.2519665,1896.4404,773.205575442991,1686.41053595292,"MaxDS_Hist",1987,11
1987-12-31,2507.64067457387,1112.71338984608,434.538463673523,4,210.470563,2014.2743,4465.82336624526,2360.12853777607,"MaxDS_Hist",1987,12
1988-01-31,2861.19736001744,1189.04334597757,501.465949360235,4,200.6176855,1464.9957,2152.66543709083,3227.20000758902,"MaxDS_Hist",1988,1
1988-02-29,3050.23634561594,1252.22739319003,486.695227740516,4,74.8720432,431.39026,2550.36985536456,1394.61918711094,"MaxDS_Hist",1988,2
1988-03-31,3099.50147316981,1368.39535565714,489.165301161258,5,35.9103658,251.98488,389.488229853638,1922.25799640688,"MaxDS_Hist",1988,3
1988-04-30,3195.03906754723,1449.26839397541,502.566011998648,5,47.2011595,302.2353,1265.90344299863,1636.34508658324,"MaxDS_Hist",1988,4
1988-05-31,3195.97923848353,1393.45346880604,473.208313132106,5,50.71021345,385.45782,985.978756196828,1660.46462599201,"MaxDS_Hist",1988,5
1988-06-30,2887.98220499255,1187.9527133473,445.657707405887,5,61.1234893,767.4902,300,2069.40462816476,"MaxDS_Hist",1988,6
1988-07-31,2342.07471653302,820.245350424575,412.144149203049,5,113.057506,1404.0453,961.872660852875,2423.05940087276,"MaxDS_Hist",1988,7
1988-08-31,2009.53653355134,599.262300981778,370.781239100961,5,126.0373009,1556.195,717.638995582591,1838.43600969587,"MaxDS_Hist",1988,8
1988-09-30,1882.02595090196,589.441275557601,411.829849282435,5,128.651395,1468.4719,526.663632921572,2346.18049475487,"MaxDS_Hist",1988,9
1988-10-31,1791.68952968131,560.475299705512,390.430231132008,5,165.5739544,1675.3533,675.3802481471,1563.81439106535,"MaxDS_Hist",1988,10
1988-11-30,1935.02548500444,732.083227451922,437.212389897931,5,202.159507,1997.5743,1572.82453990088,2249.46328257968,"MaxDS_Hist",1988,11
1988-12-31,2112.98957359238,782.190960498786,495.766723128217,5,223.52927155,1998.7216,2947.45888095281,1527.22074892814,"MaxDS_Hist",1988,12
1989-01-31,2264.65123820985,829.134831581656,449.867588408386,5,204.680959,1701.6216,1862.81487883828,1480.14638004279,"MaxDS_Hist",1989,1
1989-02-28,2404.27028550426,954.432808408459,491.447879046041,4,181.569682,1208.743,1738.8806453499,3276.08532027434,"MaxDS_Hist",1989,2
1989-03-31,3790.00784289415,2351.09053880727,756.000000000001,5,98.6974105,739.35675,2421.74400833904,3629.89116627424,"MaxDS_Hist",1989,3
1989-04-30,4168.09731751672,2706.10168986797,900,3,52.5318907,416.86877,1280.66836943017,2184.01031915784,"MaxDS_Hist",1989,4
1989-05-31,3948.29187698091,2647.62290181571,967,4,30.61875655,242.38412,1262.94745151976,2340.10830825136,"MaxDS_Hist",1989,5
1989-06-30,3646.96338270697,2414.40439331136,823.146773211506,4,29.0100495,266.36295,1482.53643731017,2744.91497967866,"MaxDS_Hist",1989,6
1989-07-31,3115.04406269145,1698.64963082037,569.318438856981,4,25.751523,345.21774,7180,4320.00439891887,"MaxDS_Hist",1989,7
1989-08-31,2747.64247560149,1383.49424423762,482.446936297768,4,51.2677846,1060.472,3389.44722824406,4056.41408596929,"MaxDS_Hist",1989,8
1989-09-30,2719.65473494405,1418.5691276492,467.35300730573,4,126.98443,1533.2513,3291.97712997629,4596.97579210957,"MaxDS_Hist",1989,9
1989-10-31,2872.28140853272,1483.31159216695,449.983500984125,4,164.23906,1678.2408,2837.49134224024,3257.57886057666,"MaxDS_Hist",1989,10
1989-11-30,2744.83215708889,1448.52069285532,400.26117297733,4,166.4060005,1720.0734,1242.02864639685,3877.00341459964,"MaxDS_Hist",1989,11
1989-12-31,2741.83552703956,1422.87978292376,373.192112958465,4,167.10193345,1753.5247,1478.07012443709,2147.65645667167,"MaxDS_Hist",1989,12
1990-01-31,2926.57558398503,1505.13204592759,352.271088482753,4,199.13860105,1814.0424,2050.72631103888,3074.2913185111,"MaxDS_Hist",1990,1
1990-02-28,3038.45168538523,1571.41628893418,354.392962529748,4,152.6323495,1045.8589,2376.3350428801,3561.55279171489,"MaxDS_Hist",1990,2
1990-03-31,3308.34717197962,1779.7620990088,426.259870535008,5,62.9797285,421.14624,1656.50233412506,3079.92360924595,"MaxDS_Hist",1990,3
1990-04-30,3299.95489134746,1744.24304236086,423.450198255293,5,40.7010847,377.09763,847.261843802022,1263.27404305996,"MaxDS_Hist",1990,4
1990-05-31,3407.3562009868,1682.7201051255,421.228319465327,5,49.1575705,345.4775,1081.74068208438,1829.78830324159,"MaxDS_Hist",1990,5
1990-06-30,3222.34275080366,1592.92170855977,455.046664215312,5,51.35968,389.69852,616.610606657276,794.350068655829,"MaxDS_Hist",1990,6
1990-07-31,2855.34370694546,1287.56152600259,418.814017625821,5,67.3476727,679.38257,635.502366797269,1213.77654927441,"MaxDS_Hist",1990,7
1990-08-31,2661.27183678396,1087.83427222409,370.373757590908,5,89.9443936,1048.3999,637.778331844141,800.000000000004,"MaxDS_Hist",1990,8
1990-09-30,2555.25237270744,1069.63199543854,391.949502794643,5,113.20739605,1237.5109,633.123756859587,2199.2143620683,"MaxDS_Hist",1990,9
1990-10-31,2393.66067160427,999.701671867983,381.03727657958,5,166.4891065,1639.9019,692.181457536016,2628.79860811768,"MaxDS_Hist",1990,10
1990-11-30,2321.91965099064,904.115946023976,334.472419444928,5,206.9242225,1971.1028,875.88966507286,1166.2391924449,"MaxDS_Hist",1990,11
1990-12-31,2297.59677131926,884.456877348082,331.063910699827,5,225.33871945,1922.1311,647.264061889299,798.607950957,"MaxDS_Hist",1990,12
1991-01-31,2267.61669658636,851.061319372666,323.016756460183,5,228.009235,1828.1636,300,363.849599655062,"MaxDS_Hist",1991,1
1991-02-28,2304.06111803776,874.910851255645,327.016983666599,5,228.7952935,1790.747,1574.88707752325,2921.84051422363,"MaxDS_Hist",1991,2
1991-03-31,2710.78482124522,1253.94570209776,497.742235473147,5,211.710598,1325.8915,2930.91175604883,4393.64278783892,"MaxDS_Hist",1991,3
1991-04-30,2832.10969694918,1473.17046064894,592.66603023373,5,124.08337225,515.45544,1026.29078486497,1723.79731460813,"MaxDS_Hist",1991,4
1991-05-31,2828.17129988042,1528.85127141902,668.594422606853,5,52.8944905,253.07306,1046.93625721359,1762.84507501646,"MaxDS_Hist",1991,5
1991-06-30,2676.05072982262,1466.04148425671,628.178042882731,5,46.428097,377.65207,300,791.633024674073,"MaxDS_Hist",1991,6
1991-07-31,2429.38192303062,1212.51832313655,583.326123118248,5,67.68726445,859.8098,300,790.732265985064,"MaxDS_Hist",1991,7
1991-08-31,2233.29724168623,1030.97123430907,559.719210931603,5,157.652026,1529.9456,300,792.288529004487,"MaxDS_Hist",1991,8
1991-09-30,2095.23123593536,1025.19039433644,549.566041133092,5,183.3030235,1600.2573,300,1818.61655917939,"MaxDS_Hist",1991,9
1991-10-31,2009.96670810398,993.956514126035,549.830610484468,5,193.69234225,1550.3425,1462.91433866261,1864.1937137067,"MaxDS_Hist",1991,10
1991-11-30,1907.13634941588,914.290002001545,504.283657925953,5,204.317983,2007.9095,566.706139165108,1170.17308603695,"MaxDS_Hist",1991,11
1991-12-31,1905.30354389982,893.402923086332,481.552049681805,5,225.4165444,2061.4534,810.940799778676,798.607950957001,"MaxDS_Hist",1991,12
1992-01-31,1945.89075669679,897.847103997724,475.902024561094,5,225.9368575,1751.571,1439.06017327212,1262.30418462377,"MaxDS_Hist",1992,1
1992-02-29,2588.90938418637,1168.04611940933,567,5,184.9412035,1246.3967,2904.48527572518,4353.87985727924,"MaxDS_Hist",1992,2
1992-03-31,3027.59613382275,1397.73680089369,613.275899320256,5,100.913371,462.0515,2417.82712362016,3624.01583919592,"MaxDS_Hist",1992,3
1992-04-30,3282.89335328566,1596.20726148377,658.746264202247,5,40.377205,247.28703,1035.02098295718,1795.89467516384,"MaxDS_Hist",1992,4
1992-05-31,3168.40252314501,1470.49982434877,487.887188297969,5,36.142048,257.6566,300,1920.31789240174,"MaxDS_Hist",1992,5
1992-06-30,2775.06724642091,1197.89636481791,445.064765087073,5,40.7872687,369.99164,300.000000000001,791.633024674073,"MaxDS_Hist",1992,6
1992-07-31,2339.93109187521,827.62844326013,421.489789960383,5,50.7382033,398.93347,1096.57364727174,887.235754753386,"MaxDS_Hist",1992,7
1992-08-31,2018.22599806313,599.104824480471,369.998514749955,5,40.6946038,578.74036,455.410051505839,792.288529004487,"MaxDS_Hist",1992,8
1992-09-30,1892.02054680551,525.256575571449,366.483477632635,5,72.7028683,1046.301,1409.73599797095,2281.7999646679,"MaxDS_Hist",1992,9
1992-10-31,1858.01733767779,542.353320008599,348.505730310595,5,145.480474,1730.591,946.187471505961,2143.96085308243,"MaxDS_Hist",1992,10
1992-11-30,1760.23247821129,458.382917659848,300,5,220.7371465,2332.9678,300,798.639106449305,"MaxDS_Hist",1992,11
1992-12-31,1980.82262425856,586.887481146273,405.544277825352,5,223.14047455,1595.7063,5628.87056431843,4145.44717244461,"MaxDS_Hist",1992,12
1993-01-31,2645.10506097365,1092.15807994604,567,5,226.89618175,1612.1367,3095.63357230615,4598.20185195277,"MaxDS_Hist",1993,1
1993-02-28,3369.3417753754,1547.62519308146,567.000000000001,3,110.0132785,537.36365,2819.97610752475,4227.01438868185,"MaxDS_Hist",1993,2
1993-03-31,3598.20221961666,2663.96187998365,756,2,59.6019826,237.97061,2553.55695077323,3827.61057992553,"MaxDS_Hist",1993,3
1993-04-30,4320.21718114617,3344.69995117188,900,2,37.7909497,237.89705,2061.37968478302,3088.28836269825,"MaxDS_Hist",1993,4
1993-05-31,4552.1,3425.19995117188,967,2,28.1525295,233.3753,2344.31966573856,3516.47949860784,"MaxDS_Hist",1993,5
1993-06-30,4272.36002042689,3273.9392111022,967,2,25.9899795,226.73434,2031.15189797252,3038.36087163285,"MaxDS_Hist",1993,6
1993-07-31,3373.38237506257,2647.53027412378,655.877717128314,2,23.264634,202.82416,6159.23760611724,4135.59892710021,"MaxDS_Hist",1993,7
1993-08-31,3016.84060682945,2117.39377051619,524.590530807642,2,20.707245,240.11765,7180,2692.46029963205,"MaxDS_Hist",1993,8
1993-09-30,2686.12633503763,1636.73256688253,461.137011715466,2,18.18186,377.45114,6475.05447011219,3474.76369030419,"MaxDS_Hist",1993,9
1993-10-31,2495.73972102686,1596.38496342291,399.573972102686,2,24.1784895,415.1478,735.348533203248,3112.62833405497,"MaxDS_Hist",1993,10
1993-11-30,2307.97040958347,1506.11317387792,358.457778605522,2,25.880706,244.4547,4401.31549618486,6309.19321074185,"MaxDS_Hist",1993,11
1993-12-31,2446.41069851622,1561.72897661058,349.487976442435,2,23.9478195,431.2135,5594.37271305706,4598.607950957,"MaxDS_Hist",1993,12
1994-01-31,2572.28458751479,1552.81765720704,316.901710888001,2,157.6731445,1252.0846,3267.79179252374,2851.95557429227,"MaxDS_Hist",1994,1
1994-02-28,2794.83841191505,1622.08397606756,331.358826955726,4,212.850712,1416.2308,2699.62960326648,3892.24530681135,"MaxDS_Hist",1994,2
1994-03-31,2993.58441413364,1816.05654496989,352.772143766269,4,130.49823775,613.312,1684.91217968543,2719.93626636172,"MaxDS_Hist",1994,3
1994-04-30,2985.86558515899,1837.24909735045,369.692688255778,4,46.54293205,282.6427,300,1196.21883552372,"MaxDS_Hist",1994,4
1994-05-31,2976.82106656874,1793.85106032485,378.021948018645,5,52.796821,309.99072,1163.91510247954,1959.09568453803,"MaxDS_Hist",1994,5
1994-06-30,2887.54027257661,1641.89789369741,396.460396387818,5,50.86220395,416.57404,300,791.633024674073,"MaxDS_Hist",1994,6
1994-07-31,2487.27175926013,1377.42058041436,412.321034741129,5,79.4612158,935.5291,300.000000000001,790.732265985064,"MaxDS_Hist",1994,7
1994-08-31,2287.65475076035,1168.92808487999,377.093951951846,5,145.9734556,1614.784,300,792.288529004487,"MaxDS_Hist",1994,8
1994-09-30,2206.76884055018,1136.73672187568,391.868361402367,5,196.0077421,1785.9167,490.770526675731,2386.46283760255,"MaxDS_Hist",1994,9
1994-10-31,2169.64820177709,1042.63981357652,369.764347872999,5,212.4867955,1747.7238,1362.91126868384,2167.95803187724,"MaxDS_Hist",1994,10
1994-11-30,2166.17059743085,996.190217962405,364.073823124901,5,220.3070359,2251.7556,1921.78571700424,1496.44646879596,"MaxDS_Hist",1994,11
1994-12-31,2213.59633644326,1020.15772048784,499.926450905999,5,224.49514795,1575.5428,5214.27286758651,3846.57387908197,"MaxDS_Hist",1994,12
1995-01-31,3252.1,2279.64071126879,566.999999999999,5,220.119808,1716.8347,3196.27165237488,4598.20185195277,"MaxDS_Hist",1995,1
1995-02-28,3631.12082741989,2763.81650809424,567.000000000001,1,97.2927595,380.61536,2346.77870568347,3517.21828591994,"MaxDS_Hist",1995,2
1995-03-31,3418.38,2687.89990234375,755.999999999999,2,35.4767782,233.01242,9027.6,4597.27515376568,"MaxDS_Hist",1995,3
1995-04-30,4061.05173413261,3004.74159413059,900,1,30.9376174,223.67389,6680,4157.09144915587,"MaxDS_Hist",1995,4
1995-05-31,4552.1,3425.19995117188,967,1,24.783318,180.25813,6680,4600,"MaxDS_Hist",1995,5
1995-06-30,4500,3425.19995117188,967,1,17.6240295,170.14111,6604.60787426704,4600,"MaxDS_Hist",1995,6
1995-07-31,4150,3240.70579023966,942,1,15.599973,164.30844,7180,4599.99999999998,"MaxDS_Hist",1995,7
1995-08-31,3700,3114.51675122741,792,1,14.7725115,163.64857,7180,4592.28852900449,"MaxDS_Hist",1995,8
1995-09-30,3400,2736.39433691328,752,1,18.2844975,228.00325,7180,4596.97579210956,"MaxDS_Hist",1995,9
1995-10-31,3249.97399288524,2564.23722744602,711.937582924581,1,17.6195505,256.1739,2157.94462521702,3080.23520623533,"MaxDS_Hist",1995,10
1995-11-30,3242.34000159446,2387.06299518829,567,1,14.4035475,226.98708,6680,4598.6391064493,"MaxDS_Hist",1995,11
1995-12-31,3351.796418717,2413.0412854006,567,1,21.3147555,584.66125,3268.0737205774,4598.607950957,"MaxDS_Hist",1995,12
1996-01-31,3761.75585642283,2554.32489934563,567,1,65.039965,513.2316,4053.16583896194,2713.89689534762,"MaxDS_Hist",1996,1
1996-02-29,3377.28899135785,2687.89990234375,567,2,28.352778,232.5654,9104.1,1139.35092831688,"MaxDS_Hist",1996,2
1996-03-31,3915.87421104338,2891.80004882812,756.000000000001,1,34.7015725,227.84677,7181.84484169835,2802.23529299151,"MaxDS_Hist",1996,3
1996-04-30,4430.87936926853,3244.94793810393,900,1,30.6387436,219.49274,2840.90099997219,4261.35149995828,"MaxDS_Hist",1996,4
1996-05-31,4552.1,3425.19995117187,966.999999999999,1,25.9850595,213.31471,3347.13466618696,4535.00487744939,"MaxDS_Hist",1996,5
1996-06-30,3965.80356868283,3119.27675981405,914.859336948545,1,22.6280805,194.35867,2544.61961889991,791.633024674073,"MaxDS_Hist",1996,6
1996-07-31,3200,2478.84461909422,541.799999999999,1,22.2440115,192.2004,6323.35980040665,4590.73226598506,"MaxDS_Hist",1996,7
1996-08-31,2830.37756512263,2003.3110689078,440.461552440111,1,20.0275845,219.4661,6046.70315207452,4592.28852900449,"MaxDS_Hist",1996,8
1996-09-30,2583.5185088808,1948.7529041274,460.902905820784,1,17.5134975,298.44547,366.606906618237,4430.54043906422,"MaxDS_Hist",1996,9
1996-10-31,2500.40897854827,1769.78532069118,389.436077458925,1,16.936611,240.29932,2637.3517228348,2848.94207458441,"MaxDS_Hist",1996,10
1996-11-30,2676.89838243325,1838.09121871157,425.109083277133,1,15.6862455,219.65054,6252.19556672713,5026.44353972218,"MaxDS_Hist",1996,11
1996-12-31,3268.57143446829,2687.89990234375,567,1,20.3954385,338.21286,9247.2,4598.607950957,"MaxDS_Hist",1996,12
1997-01-31,3304.16367379111,2687.89990234375,567.000000000001,1,35.58721855,288.27673,9071.6,4598.20185195277,"MaxDS_Hist",1997,1
1997-02-28,3835.44783533132,2849.39990234375,567,1,14.344146,179.84375,7769.09631195652,5932.05391543821,"MaxDS_Hist",1997,2
1997-03-31,4068.19307700552,3017.69995117188,740.72761216736,1,20.2165575,172.82686,5833.75954803906,1691.05812990431,"MaxDS_Hist",1997,3
1997-04-30,4235.50362043982,3334.22566986088,900,1,19.89204,205.34511,2155.43334532471,3775.83146539868,"MaxDS_Hist",1997,4
1997-05-31,4115.44423954923,3356.16439784625,967,1,25.5889005,262.05057,2429.41488395639,4066.40010530721,"MaxDS_Hist",1997,5
1997-06-30,3264.03601055762,2935.48580701176,608.624733510151,1,26.7765975,271.99097,1954.59239708242,791.633024674074,"MaxDS_Hist",1997,6
1997-07-31,2346.71781084686,2226.97543227195,359.223714106105,1,26.4240825,217.42282,5411.94519539385,4590.73226598506,"MaxDS_Hist",1997,7
1997-08-31,1936.2273465131,1616.32620704171,359.967504076579,1,20.758734,222.00858,7180,4592.28852900449,"MaxDS_Hist",1997,8
1997-09-30,1712.17256757194,1584.38131505582,350.160073393551,1,18.838524,290.2582,321.01433134285,4216.8407565783,"MaxDS_Hist",1997,9
1997-10-31,1378.08194304086,1533.16255062615,343.47076877371,1,17.9046255,243.73543,300,3673.92208481916,"MaxDS_Hist",1997,10
1997-11-30,1621.61935284483,1586.32354250332,321.726022803571,1,16.877406,228.53972,6496.34483879473,4455.48592292369,"MaxDS_Hist",1997,11
1997-12-31,1844.95094348167,1599.27499316471,300.585236159064,1,18.6718275,358.33005,7268.21749843188,4598.607950957,"MaxDS_Hist",1997,12
1998-01-31,3309.53658999735,2301.67499740261,567,1,85.5657961,862.9939,2922.55002380972,4382.02688766736,"MaxDS_Hist",1998,1
1998-02-28,3252.1,2687.89990234375,566.999999999999,1,62.3324251,329.86578,9104.1,4597.05022739479,"MaxDS_Hist",1998,2
1998-03-31,3584.65451096402,2716.5,756.000000000001,1,56.5536169,226.93257,9027.6,4026.71309505734,"MaxDS_Hist",1998,3
1998-04-30,4373.92352662229,3190.88329431682,900,1,24.17322,188.5588,6680,3372.01794100184,"MaxDS_Hist",1998,4
1998-05-31,4552.1,3425.19995117187,967,1,18.430566,177.65549,6680,2910.1305227381,"MaxDS_Hist",1998,5
1998-06-30,4500,3425.19995117187,967.000000000001,1,17.3795925,167.97943,6680,4600,"MaxDS_Hist",1998,6
1998-07-31,4150,3425.19995117188,941.999999999999,1,14.7278025,168.45724,7180,4600,"MaxDS_Hist",1998,7
1998-08-31,3700,3412.28213137301,792,1,14.619567,169.26703,7180,4599.99999999999,"MaxDS_Hist",1998,8
1998-09-30,3400,3241.60009765625,752,1,17.0610285,225.53783,7180,4596.97579210957,"MaxDS_Hist",1998,9
1998-10-31,3250,3057,712,1,18.1763145,241.93571,6680,4598.14645322844,"MaxDS_Hist",1998,10
1998-11-30,3252.1,2791.30004882813,567,1,15.5283735,237.25429,6680,4598.6391064493,"MaxDS_Hist",1998,11
1998-12-31,3334.88062141903,2976.39990234375,567,1,20.29293,237.2149,2753.6953144348,4129.1509226092,"MaxDS_Hist",1998,12
1999-01-31,3679.92493769211,2841.60009765625,567,1,22.8587565,214.69893,4945.49308740684,2247.14182950101,"MaxDS_Hist",1999,1
1999-02-28,3614.6094464901,2687.89990234375,567,2,24.678813,216.53986,7516.13607599814,3097.62452720955,"MaxDS_Hist",1999,2
1999-03-31,3946.71464544056,2903.60009765625,756.000000000001,1,28.298286,217.12698,4245.91636186428,2783.50055051366,"MaxDS_Hist",1999,3
1999-04-30,4552.1,3311.14360636681,900,1,27.61227,221.45909,2331.7677004983,3493.87038627116,"MaxDS_Hist",1999,4
1999-05-31,4552.1,3425.19995117187,967,1,27.804606,224.54361,2567.64506088579,3851.4675913287,"MaxDS_Hist",1999,5
1999-06-30,3974.54375663803,3137.11173175531,913.238689885325,1,24.510642,227.20018,2284.9542668949,791.633024674073,"MaxDS_Hist",1999,6
1999-07-31,3200,2479.77565005158,584.007411220368,1,24.4707435,199.5567,6639.08459975407,4590.73226598507,"MaxDS_Hist",1999,7
1999-08-31,2894.9592593542,2027.43826898994,473.629161417907,1,21.061182,223.03459,5930.49701595866,4592.28852900449,"MaxDS_Hist",1999,8
1999-09-30,2696.11104243753,1932.72777753799,461.391741148674,1,18.362592,285.3266,897.730265239965,4167.70641256018,"MaxDS_Hist",1999,9
1999-10-31,2444.52821141273,1733.40141734003,394.452821141273,1,16.977729,240.78578,2353.65878401842,3633.83473721116,"MaxDS_Hist",1999,10
1999-11-30,2469.18269511084,1680.16385197604,372.189160542738,1,15.097044,221.34723,5449.08779275877,4910.71473141118,"MaxDS_Hist",1999,11
1999-12-31,2504.93333404957,1598.8993842254,353.299904850599,1,20.6181195,454.5699,5381.20731078341,3970.67202890694,"MaxDS_Hist",1999,12
2000-01-31,3176.84694099125,1770.27389064318,537.978817257878,1,169.7359576,1588.9749,2705.78356548993,4056.87720018771,"MaxDS_Hist",2000,1
2000-02-29,3397.8033491838,2552.64396314555,567,2,170.563837,1022.9157,7840.95552810567,4597.15194369146,"MaxDS_Hist",2000,2
2000-03-31,3886.94304799955,2834.69995117188,755.999999999999,2,57.38320345,255.18404,3779.56106205359,4597.27515376568,"MaxDS_Hist",2000,3
