"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","year"
"1",4070374.94758451,713332.666358684,14100197.4041872,1271354.22185258,1489655.67669262,2731724.13809723,3714419.95339505,5134645.66102348,6566425.3182691,8867289.29154162,1996
"2",3315875.5546456,408243.312649108,9331256.64430556,992004.242811454,1246440.16959676,2184952.28174082,3017927.2767804,4156583.27784699,5667563.73537968,7294932.33956934,1997
"3",4169301.08629239,437579.076904795,12456923.096142,1114412.2690492,1284482.27918178,2540437.656221,3829484.86798834,5263934.49808735,7257514.15938942,10599906.6877401,1998
"4",9683213.63188113,912065.387658543,31298193.2584297,2573456.84246627,3101823.60045858,5878371.08365686,8742007.33165127,12325751.8178164,16395416.4408927,22644772.519761,1999
"5",20237543.6195772,2079929.38195932,72939597.8103947,5290161.98864583,6009996.26978419,11979264.7680386,18525214.436622,25804367.2260512,33896838.9787733,48337541.0678308,2000
"6",29842226.3865005,3302647.8326293,107670712.260912,7235684.61600685,8854086.00850114,17054126.8953529,26547862.7408898,38578811.7796663,50692391.9549639,71374581.2468212,2001
"7",52426747.9321887,7017837.45309303,208463039.136506,13049503.7506133,15522379.4823703,29550065.6980345,48195914.0411311,65626189.1328958,90229383.8234151,133833684.707064,2002
"8",102627154.739127,13381167.097713,446227449.095366,25987579.1915408,30508375.5702118,56391316.4826115,89703330.1750144,127065661.223371,179909920.304106,251958000.758774,2003
"9",92243926.9200824,7480793.41238248,408190315.73324,20716590.5405065,24783115.1943087,50636821.8457835,79180720.4640589,116879406.220963,163921390.109658,221807380.261051,2004
"10",86926033.9082022,6281112.45530281,428064750.581675,19710171.5800623,23154294.242963,48237274.8376784,73436544.7247478,109516040.376344,157002059.905117,228472080.503598,2005
"11",98166988.4819357,5813746.93613804,582107061.56412,21175447.04417,25362171.9368601,50965838.7891708,82547825.9672779,128079418.659799,176093563.858726,253217490.583775,2006
"12",37877965.8919306,2303786.98699394,220222972.802418,7736155.07991449,9939200.62987876,18927249.8596703,30432419.6467637,48765434.6197701,73759684.2354992,100809616.004521,2007
"13",31760515.3197889,1695743.72609159,154731799.10239,6664328.02038458,7724621.17367409,15958889.1240033,26002130.8717403,42307528.603845,61899093.8244334,83340067.4035175,2008
"14",26707635.4854933,1374151.24359454,133917575.973663,5277344.1033587,6654510.18966237,12776035.2832243,22132369.6645922,34258468.1991984,51985223.6586351,69685726.2050389,2009
"15",18106095.6994812,1065038.93357928,91409695.6308533,3522547.19191893,4385293.61684832,8530565.51005301,15399565.8050848,24243814.0917731,34052151.5132574,46778097.8110217,2010
"16",9653835.34868775,612473.122910028,45669581.7991827,2078675.84462009,2363643.13834657,4609709.28704122,7957229.95428605,12960031.6118793,18175078.206239,24468821.6388824,2011
"17",10693258.3426774,639504.923418267,41729662.0225678,2124021.45095449,2659581.68314932,5136493.04327988,8862347.16260792,15031581.1105778,20778350.1970712,27129214.1093968,2012
"18",5068356.06652617,332897.941422154,20307638.7549527,890204.029395207,1115883.54352251,2354436.90592765,4229379.60156389,7081786.44316966,10144516.0893012,13995739.7166523,2013
"19",2308902.33857581,139491.531681014,11187688.8621498,420756.294934815,508583.204260937,1105717.44157512,1795021.48746929,3177717.1242294,4653696.3363982,6133123.96615358,2014
