"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","year"
"1",2103984.47992538,370667.909931021,5925092.02919392,668459.416066232,777842.014540178,1430186.08213758,1931968.45245021,2630010.77081098,3384477.96714827,4170827.8029984,1996
"2",1672178.92633649,284552.502174363,5359814.11321478,507363.018129861,585112.999958672,1087733.4361194,1530908.31656924,2088909.90492808,2733087.43043065,3605458.04893631,1997
"3",2213457.02631324,387207.884652116,7271189.75656374,521833.207661046,698458.503325074,1323136.16554507,2005028.08651167,2832868.52632409,3870411.85604874,5465364.02057707,1998
"4",5470177.87448948,805413.795334656,20305805.8461306,1194583.32467523,1595731.40734627,3225423.67536368,4707410.15315903,7056784.25530833,9344806.08622054,13127395.8815488,1999
"5",12334761.0023664,1309537.29330963,39674639.0885174,2602448.48673598,3570187.31350251,7286403.48828476,10860614.3847656,15364937.8261854,22096643.8175782,30515895.5965652,2000
"6",18885026.5650936,1952164.93461595,57630149.5774341,4026858.01595891,5080642.84463582,10532047.5555483,16425769.5675767,24120142.2132597,34657366.8328501,45095147.4857866,2001
"7",35748258.3935566,3505043.52659617,116527150.384661,7841615.10558731,9901972.67523559,19308658.9809094,30956388.349475,45139143.8662968,68846198.3962447,92150818.9773255,2002
"8",73378734.3548097,6858791.46719696,226868606.450047,17004322.2009109,19850208.9953161,40516014.3128414,63145258.8167436,95349676.0619431,139470279.571765,179761051.572543,2003
"9",66474682.5870424,6563430.2209188,255887342.378018,15333051.4408775,18081912.766648,36489827.2342741,55753730.218565,81613245.743085,119704840.567072,169758072.286944,2004
"10",71474118.6865952,6373552.62990322,263185520.649864,17547358.2364696,19954241.0032683,38632054.9436956,60209309.1478736,93312272.0678349,131975187.301027,194768177.216912,2005
"11",78295768.9747722,8439433.24060023,351953190.914974,17800360.2204029,20813063.8649631,40942213.0031428,67725412.8724174,99434767.2207266,149653623.106406,207933641.731234,2006
"12",36646893.4046184,3842612.83119481,169223212.494034,7853431.26488601,9123491.74324161,18888303.3945255,30154529.2501251,47575644.083592,69407707.4774469,95236298.9190815,2007
"13",31730528.7292544,3679669.24884469,131068557.541189,6214252.30585633,8587477.15062304,16013487.0914877,25850037.9498772,41894678.3896966,58290608.8585668,91888808.0396952,2008
"14",27081286.3341748,2825779.5696865,126009903.99247,5171464.2733981,6830246.08550517,13534868.7293072,22375606.5895338,36239866.0098559,49312015.8569724,75904643.266574,2009
"15",19996030.0123276,1867923.99059548,110030022.163868,3531168.01553132,4927436.54888332,9455546.39454776,16234019.7734875,27373895.2852443,38885377.9238932,51196932.6031114,2010
"16",11092185.5015484,1165192.13295951,58501609.102868,1826778.84032899,2248640.06098483,5371456.54722779,8374270.90680688,15569440.9858346,21943893.787207,30765622.8898581,2011
"17",12894117.3196767,1204385.35273643,69917657.7746965,1839359.7927648,2781101.21298604,6001034.97195415,9803863.31351038,18079588.7845289,25567712.1039765,35441437.5591756,2012
"18",5681528.04710723,417734.689345809,33227808.4637395,870446.995979221,1283209.38121062,2667578.23322625,4288458.49956291,7670175.79632455,11230439.3195459,16684052.895365,2013
"19",2571198.09413086,194003.462695401,16829576.1782552,341706.189332238,520673.849063744,1164246.20161699,1967496.30028958,3515884.13236894,5221522.47339076,7386297.90390541,2014
