"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","year"
"1",2577501.45234097,441547.852319751,8969684.3682459,726308.092284549,862470.86893662,1594207.72083721,2295473.14929748,3203648.04422532,4443012.16402059,5846727.38093009,1996
"2",2108435.49852356,398129.852373376,10075840.1925039,604217.2447963,699482.84573489,1277232.8153844,1809816.4005104,2656352.28782084,3866108.45144264,5026255.56100361,1997
"3",3135262.13839731,533919.767996324,16052648.821421,865586.851566212,982966.342641472,1746866.12637236,2615724.14683818,3858690.40315377,5590307.79833132,8442266.18554608,1998
"4",7591119.49293471,980621.864343058,33905803.3332834,1967901.56967461,2307869.3275133,4103381.07037266,6289584.75082221,9254181.61397362,13303717.9853391,21264619.2191589,1999
"5",16094862.0840609,1971218.45409936,65961671.6597197,3974916.58919601,4379499.43085025,8507040.3535713,13523102.9488679,20413807.7644291,28726825.62884,45625329.5006508,2000
"6",22480381.6274771,2354848.82261638,91457066.4342725,5357194.48904127,6276056.76006625,11875880.9091016,18808477.9547666,28872162.030074,39092610.8729059,64021682.5277962,2001
"7",40534396.3786441,3758291.14160871,167130657.926235,9538083.2188174,10649117.215824,20899250.0912076,33647643.319536,50500112.2087288,74790954.0308106,116877154.282645,2002
"8",78813865.0818375,6795778.89665119,339404109.744125,17257725.7250441,22048475.1415524,39818981.9906481,65364624.3404288,96223670.7545542,142607172.48439,271294525.988711,2003
"9",73090603.5201219,6038215.39444902,340242498.048614,15255073.2810181,19672120.9280484,35872230.0768002,58486007.2597096,91200435.218121,134886435.857214,264067647.308597,2004
"10",73704047.7125879,5879132.97283123,374465109.54304,14944804.1347202,17602329.272254,36529420.4454405,61037072.9737794,93937312.2007936,131080710.732666,234376362.256247,2005
"11",83526514.7864528,5231736.68311711,444957923.750653,16192757.0765057,19877974.9153828,40139842.5688975,68451229.0050535,103818924.363478,153083871.443054,259768358.909933,2006
"12",41181086.2608859,3129580.9286759,243304291.85408,7097299.67099056,9288438.73891472,20058015.1259655,32036962.7182391,52385671.258614,73861374.5439989,138256751.578447,2007
"13",34321089.0034821,1789908.85077898,231919901.108345,5365105.83840558,7418648.6001781,16315479.4125197,25853288.9368327,42324344.5921715,63133506.5039914,125301418.745008,2008
"14",29237590.1110884,1451581.8797915,154346264.5743,4106524.0485929,5894706.66380175,12912118.4011313,21911674.2179529,36667379.5704522,56707786.2077263,94482459.1330156,2009
"15",20008346.1565869,1215510.18467347,109134929.59746,2668954.3060997,3528913.541766,8682425.80229817,14686529.9739459,24979387.8378605,39831765.6150824,76800611.8775979,2010
"16",10846232.2658777,483961.836548353,62341805.557263,1301465.72960584,1842350.27769043,4614243.60303168,7741814.54974647,13988632.3310266,20822812.9868819,40029654.3882072,2011
"17",12566273.62526,548335.294527424,71668501.5140559,1461778.89250128,2052516.57805851,5579942.26634925,9088236.42812861,15270006.7577064,23734006.3058177,48354311.2151296,2012
"18",5414665.06925949,394689.677040377,35234290.197444,617783.999938512,974840.508477258,2203610.42672864,3962604.59685075,6664716.40926029,11000600.2882375,21600274.8906816,2013
"19",2380738.71252022,178275.446986571,17862052.1859023,274654.189526524,415456.806778672,999825.678508142,1669725.592612,2936667.70019484,4641807.17820428,9403371.12452357,2014
