"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","year"
"1",2399121.41988579,373462.462644854,7109225.09072306,783060.046305178,888118.725420368,1533842.27430759,2232526.88993306,3036956.5448349,3824470.54749589,5271750.97546577,1996
"2",1969728.69788302,325673.303948312,6020314.76913428,497305.642153949,623707.617866143,1220274.43465401,1829584.04544324,2552810.45168802,3289101.80154846,4470256.33503563,1997
"3",3011807.90415591,335697.940340906,11949820.55105,714123.306547279,804190.043240645,1789204.0626372,2700118.65705879,3878563.91052331,5160722.03495014,7317287.55807504,1998
"4",7402810.91980877,959041.115258236,28026228.1950441,1743406.21085161,2140346.42049628,4409602.2958105,6642146.74039813,9618353.78655331,12851559.7524778,18373619.7254219,1999
"5",15147910.9304113,1898509.73375934,51483954.8028804,3274975.80522154,4132635.85450805,8724826.95430867,13297737.5836034,19484524.3651383,26675226.564042,37458561.1226827,2000
"6",24074486.3337573,2506796.61684603,93981564.1299868,5123372.19697883,6395811.7184294,13208660.2909325,20717928.8169832,31046381.2574256,43494945.626912,56884305.4551859,2001
"7",42275597.9471479,5068826.63738668,183736573.50178,9320106.99687224,11224253.6285499,22588954.5347843,37846547.9876277,56842702.6798904,76958966.5821568,102317625.071643,2002
"8",81162798.9706899,8488382.88574149,297729660.525237,17134844.0696018,21621929.1947608,40983132.5525694,71108270.1183892,105164813.618989,153487298.55199,213881424.962888,2003
"9",69315839.5543661,6771711.32591181,268862703.645844,12767140.2663395,15900390.4126687,35339348.3767563,60602171.2044663,90872787.3269375,128665337.723498,170637087.864183,2004
"10",65811439.3057733,5381141.32520529,268842299.190723,11076354.4478549,14052041.3266775,32709955.4898743,57760225.3652956,87751082.863603,124027895.616907,176833351.03793,2005
"11",74577323.9110668,6808131.81599069,332390097.455553,11943408.4801422,15002441.8773189,37800919.2202117,63148946.0164405,97772844.0016206,142747174.41991,196541788.957053,2006
"12",34206193.2253296,2773282.56095468,145554148.957197,5473777.9892042,6999314.55010916,17325090.0388504,28026370.5296059,46033314.5897351,66535100.4790574,91793457.7990074,2007
"13",28786060.4268252,2162671.85687038,142165405.649567,4130321.07163842,5598021.88470166,13426793.0448508,22538739.6585284,38549868.9752611,56890599.2773245,80583608.7521729,2008
"14",26938223.3457302,1972704.44414835,114575091.599548,3515611.22265544,5463046.70687241,11739751.4528916,20858349.8860724,37669098.7007271,52481336.8233442,78972126.181828,2009
"15",18204880.19006,1353112.93756062,82821331.267913,2471498.76181331,3349786.84771567,7644722.938548,14276081.5114948,25098032.0600906,36162615.6250124,55036648.7471742,2010
"16",9962246.09334946,687066.125351857,56763423.4256885,1197231.59113001,1754882.19544449,3925514.97487963,7596048.52823509,13415166.8537205,19372631.8643378,33180539.1674063,2011
"17",11873236.1706181,839769.383500691,79988962.5772095,1262147.58875484,1896180.02809305,4669827.57185319,8991805.20600357,16112498.4399655,23985276.1738889,37888815.6565624,2012
"18",5019776.13983046,355145.953470591,33465047.0926544,527856.982159629,803606.264334135,2014612.81313712,3867226.68647669,6770005.78624415,9919931.64527937,16293867.1291052,2013
"19",2215904.0279806,148567.703954556,16080965.3032943,248945.741579672,351563.351516344,862851.280940824,1655449.24560368,2788960.5463964,4674739.3306818,6796662.32893971,2014
