"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","year"
"1",829471.912687521,71905.3111292678,2257981.46558273,300099.147970027,342580.896731629,577885.479843022,789278.591411705,1035875.61536128,1262730.06438789,1599053.10935574,1996
"2",1049920.11026136,87382.0644127582,2629126.05687439,330560.958658491,398137.44128708,726045.696657447,1002823.63021704,1317336.12025264,1659774.88093211,2071195.74563687,1997
"3",1897993.00014058,203347.301853704,5687080.48976878,556728.652829932,675143.304638252,1247854.54672616,1774830.58183481,2459962.02846746,3069385.84886164,3676827.05131337,1998
"4",4659870.19530392,524013.021321918,14628508.0774601,1381931.48533446,1682738.40198646,2961185.58942851,4352830.32777033,6001488.89603852,7540146.20849959,9195224.75296991,1999
"5",11335179.6341425,1338209.14765817,36686905.7267907,3139558.28765917,4223396.09171724,7330710.65196031,10340289.6148205,15080152.3579662,18305489.2961276,23370411.1255227,2000
"6",18188342.7166704,2055054.87488627,60853560.7748104,5000303.42518409,6039229.20593728,11566853.1429228,17319221.2149025,24295009.8546356,29478617.5393553,36339555.4296029,2001
"7",33316652.6415872,3106253.11386848,117872799.087365,9596729.11345405,11606479.6758205,20994456.2624086,30864690.8919145,42636600.8881718,54253209.5023115,68001942.9274649,2002
"8",67668816.1984482,5961833.71881293,295125119.532802,19816797.3497025,23457094.6027746,40532638.4534329,61167185.8216952,90284715.5880344,110330812.939362,149654897.785254,2003
"9",62526837.7523403,5458881.46396491,251428252.093583,16031761.504385,20114237.6993616,38010581.1665418,56134447.7797287,82214469.5142221,105423831.134576,141977331.387106,2004
"10",58800374.5295904,6515097.40287081,238759035.33012,15019696.0530321,18536279.592883,34922873.2420867,52957635.7698614,77640856.312666,99930570.1326226,150056801.053246,2005
"11",66846023.9188915,5824799.28872564,308546620.318316,14969688.3304497,20815704.9612651,38715617.7006721,58048201.1099011,85921073.1276188,118569042.315914,174895808.615632,2006
"12",42349952.7940673,4085842.06053235,184903080.115548,10043975.6821789,12104099.6753931,23365194.0266183,35305375.4985921,53270314.2082781,75673545.180795,113213782.367574,2007
"13",35480380.1670451,3637747.47288827,145145693.774225,8165358.21999376,10216086.1800449,19499903.8912811,29385721.1156623,44577758.1854911,64810240.1464295,97653098.2059025,2008
"14",30779890.8138692,3725785.51091983,114920009.101893,5637111.06622089,8629021.09952733,16033036.3218723,25420602.1503558,39270011.1735218,57637849.9335506,83623826.949197,2009
"15",18498346.2032948,1944499.55331526,77064097.3182654,3430109.02958401,4552096.29677493,9330589.95014298,14806236.9244218,24485398.4457881,35798749.4160173,50225660.2497931,2010
"16",10212590.2009219,971967.556112883,52619234.2896549,1885260.4130025,2312872.14537128,4962230.78696742,7710223.02666288,12913457.4576255,21196396.8777738,29333666.891734,2011
"17",12612296.0249544,1134006.26339726,61911115.2218317,2322497.82211861,2854592.02752935,5846270.05980164,9899608.07841736,16376288.9153511,24313337.7076622,38258868.5592603,2012
"18",4814833.16095714,439044.003214542,29220691.4333799,831485.406410121,1109376.09518711,2299146.61253619,3692062.16786415,6277566.54816242,9552018.27990974,14608191.6707212,2013
"19",2238880.8245139,142776.220437628,16543237.0729856,353915.182718337,426612.399499727,991217.827501604,1689182.97116695,2878614.0731878,4509144.29120137,7430874.2034851,2014
