"Date","SAC_Keswick_CFS","scenario","year","month","WY_type"
2000-10-31,4500,"SummerFall_Hist",2000,10,"Above Normal"
2000-11-30,7885.05673150573,"SummerFall_Hist",2000,11,"Above Normal"
2003-04-30,10364.8075858463,"SummerFall_Hist",2003,4,"Above Normal"
2003-05-31,12441.4889254323,"SummerFall_Hist",2003,5,"Above Normal"
2003-06-30,14493.7799302943,"SummerFall_Hist",2003,6,"Above Normal"
2003-07-31,15522.6126863279,"SummerFall_Hist",2003,7,"Above Normal"
2003-08-31,9898.94418067203,"SummerFall_Hist",2003,8,"Above Normal"
2003-09-30,7672.05473754874,"SummerFall_Hist",2003,9,"Above Normal"
2003-10-31,8828.68784374354,"SummerFall_Hist",2003,10,"Above Normal"
2003-11-30,6347.80320081422,"SummerFall_Hist",2003,11,"Above Normal"
1922-04-30,7410.75460700669,"Summer_Even",1922,4,"Above Normal"
1922-05-31,8770.82044213134,"Summer_Even",1922,5,"Above Normal"
1922-06-30,10557.396045725,"Summer_Even",1922,6,"Above Normal"
1922-07-31,14157.6741816877,"Summer_Even",1922,7,"Above Normal"
1922-08-31,11904.449541195,"Summer_Even",1922,8,"Above Normal"
1922-09-30,8895.48110420141,"Summer_Even",1922,9,"Above Normal"
1922-10-31,4684.37856784968,"Summer_Even",1922,10,"Above Normal"
1922-11-30,3690.99394547554,"Summer_Even",1922,11,"Above Normal"
1928-04-30,5876.80669434022,"Summer_Even",1928,4,"Above Normal"
1928-05-31,11325.171704365,"Summer_Even",1928,5,"Above Normal"
1928-06-30,13339.7914311463,"Summer_Even",1928,6,"Above Normal"
1928-07-31,18464.539735231,"Summer_Even",1928,7,"Above Normal"
1928-08-31,16000,"Summer_Even",1928,8,"Above Normal"
1928-09-30,5649.47057778848,"Summer_Even",1928,9,"Above Normal"
1928-10-31,6729.90395965333,"Summer_Even",1928,10,"Above Normal"
1928-11-30,3250,"Summer_Even",1928,11,"Above Normal"
1940-04-30,3089.75312533922,"Summer_Even",1940,4,"Above Normal"
1940-05-31,8591.34058493084,"Summer_Even",1940,5,"Above Normal"
1940-06-30,13226.1091041587,"Summer_Even",1940,6,"Above Normal"
1940-07-31,16935.1509869076,"Summer_Even",1940,7,"Above Normal"
1940-08-31,16000,"Summer_Even",1940,8,"Above Normal"
1940-09-30,5510.43812468525,"Summer_Even",1940,9,"Above Normal"
1940-10-31,4486.58891274161,"Summer_Even",1940,10,"Above Normal"
1940-11-30,5914.66684002625,"Summer_Even",1940,11,"Above Normal"
1953-04-30,5770.8333335,"Summer_Even",1953,4,"Above Normal"
1953-05-31,5960.90993676277,"Summer_Even",1953,5,"Above Normal"
1953-06-30,8337.11312316615,"Summer_Even",1953,6,"Above Normal"
1953-07-31,16000,"Summer_Even",1953,7,"Above Normal"
1953-08-31,13115.6740332154,"Summer_Even",1953,8,"Above Normal"
1953-09-30,7021.01398687038,"Summer_Even",1953,9,"Above Normal"
1953-10-31,7042.60572560391,"Summer_Even",1953,10,"Above Normal"
1953-11-30,4995.78018872718,"Summer_Even",1953,11,"Above Normal"
1954-04-30,9476.15518081272,"Summer_Even",1954,4,"Above Normal"
1954-05-31,8415.40133821191,"Summer_Even",1954,5,"Above Normal"
1954-06-30,12640.4105120903,"Summer_Even",1954,6,"Above Normal"
1954-07-31,16152.7468621848,"Summer_Even",1954,7,"Above Normal"
1954-08-31,15701.9339589459,"Summer_Even",1954,8,"Above Normal"
1954-09-30,6708.17181440071,"Summer_Even",1954,9,"Above Normal"
1954-10-31,5680.81552226731,"Summer_Even",1954,10,"Above Normal"
1954-11-30,3262.66400031007,"Summer_Even",1954,11,"Above Normal"
1973-04-30,3179.68200229534,"Summer_Even",1973,4,"Above Normal"
1973-05-31,7919.33248150191,"Summer_Even",1973,5,"Above Normal"
1973-06-30,11381.5578538746,"Summer_Even",1973,6,"Above Normal"
1973-07-31,16000,"Summer_Even",1973,7,"Above Normal"
1973-08-31,16000,"Summer_Even",1973,8,"Above Normal"
1973-09-30,6356.52580638554,"Summer_Even",1973,9,"Above Normal"
1973-10-31,3426.95497263153,"Summer_Even",1973,10,"Above Normal"
1973-11-30,19814.181739304,"Summer_Even",1973,11,"Above Normal"
1975-04-30,3250,"Summer_Even",1975,4,"Above Normal"
1975-05-31,9206.74322567573,"Summer_Even",1975,5,"Above Normal"
1975-06-30,8731.8405150129,"Summer_Even",1975,6,"Above Normal"
1975-07-31,15501.4102126594,"Summer_Even",1975,7,"Above Normal"
1975-08-31,11451.2163042597,"Summer_Even",1975,8,"Above Normal"
1975-09-30,7101.96554886474,"Summer_Even",1975,9,"Above Normal"
1975-10-31,6555.02746337893,"Summer_Even",1975,10,"Above Normal"
1975-11-30,6128.19566499849,"Summer_Even",1975,11,"Above Normal"
1978-04-30,3568.51858197597,"Summer_Even",1978,4,"Above Normal"
1978-05-31,6467.58813364931,"Summer_Even",1978,5,"Above Normal"
1978-06-30,9218.57768323827,"Summer_Even",1978,6,"Above Normal"
1978-07-31,16000,"Summer_Even",1978,7,"Above Normal"
1978-08-31,12713.6063653081,"Summer_Even",1978,8,"Above Normal"
1978-09-30,6118.82636775753,"Summer_Even",1978,9,"Above Normal"
1978-10-31,8522.85025031562,"Summer_Even",1978,10,"Above Normal"
1978-11-30,6563.78985665379,"Summer_Even",1978,11,"Above Normal"
1980-04-30,5284.24846705782,"Summer_Even",1980,4,"Above Normal"
1980-05-31,6672.14356969126,"Summer_Even",1980,5,"Above Normal"
1980-06-30,8604.3336921141,"Summer_Even",1980,6,"Above Normal"
1980-07-31,12297.2080666014,"Summer_Even",1980,7,"Above Normal"
1980-08-31,11941.5357536732,"Summer_Even",1980,8,"Above Normal"
1980-09-30,7884.38425917757,"Summer_Even",1980,9,"Above Normal"
1980-10-31,6668.916847242,"Summer_Even",1980,10,"Above Normal"
1980-11-30,10632.238852118,"Summer_Even",1980,11,"Above Normal"
1993-04-30,3181.76076317255,"Summer_Even",1993,4,"Above Normal"
1993-05-31,5048.37465005036,"Summer_Even",1993,5,"Above Normal"
1993-06-30,8688.22254203954,"Summer_Even",1993,6,"Above Normal"
1993-07-31,15495.4958879397,"Summer_Even",1993,7,"Above Normal"
1993-08-31,11072.9732488109,"Summer_Even",1993,8,"Above Normal"
1993-09-30,7231.53084229089,"Summer_Even",1993,9,"Above Normal"
1993-10-31,5327.30882752658,"Summer_Even",1993,10,"Above Normal"
1993-11-30,7313.3336900906,"Summer_Even",1993,11,"Above Normal"
2000-04-30,3250,"Summer_Even",2000,4,"Above Normal"
2000-05-31,6346.17465284944,"Summer_Even",2000,5,"Above Normal"
2000-06-30,11418.712075665,"Summer_Even",2000,6,"Above Normal"
2000-07-31,16000,"Summer_Even",2000,7,"Above Normal"
2000-08-31,14658.5659878853,"Summer_Even",2000,8,"Above Normal"
2000-09-30,6216.13351758008,"Summer_Even",2000,9,"Above Normal"
2000-10-31,4228.89226940274,"Summer_Even",2000,10,"Above Normal"
2000-11-30,5521.76498691406,"Summer_Even",2000,11,"Above Normal"
2003-04-30,10359.0248727856,"Summer_Even",2003,4,"Above Normal"
2003-05-31,12441.4889254323,"Summer_Even",2003,5,"Above Normal"
2003-06-30,10259.259893931,"Summer_Even",2003,6,"Above Normal"
2003-07-31,16106.1407739408,"Summer_Even",2003,7,"Above Normal"
2003-08-31,12501.3524337259,"Summer_Even",2003,8,"Above Normal"
2003-09-30,7345.71180495337,"Summer_Even",2003,9,"Above Normal"
2003-10-31,6319.54314622534,"Summer_Even",2003,10,"Above Normal"
2003-11-30,4866.66566163284,"Summer_Even",2003,11,"Above Normal"
1922-04-30,7410.75460700669,"Summer_Even_AltSMSCG",1922,4,"Above Normal"
1922-05-31,8770.82044213134,"Summer_Even_AltSMSCG",1922,5,"Above Normal"
1922-06-30,10557.396045725,"Summer_Even_AltSMSCG",1922,6,"Above Normal"
1922-07-31,14157.6741816877,"Summer_Even_AltSMSCG",1922,7,"Above Normal"
1922-08-31,11904.449541195,"Summer_Even_AltSMSCG",1922,8,"Above Normal"
1922-09-30,8895.48110420141,"Summer_Even_AltSMSCG",1922,9,"Above Normal"
1922-10-31,4684.37856784968,"Summer_Even_AltSMSCG",1922,10,"Above Normal"
1922-11-30,3690.99394547554,"Summer_Even_AltSMSCG",1922,11,"Above Normal"
1928-04-30,5876.80669434022,"Summer_Even_AltSMSCG",1928,4,"Above Normal"
1928-05-31,11325.171704365,"Summer_Even_AltSMSCG",1928,5,"Above Normal"
1928-06-30,13339.7914311463,"Summer_Even_AltSMSCG",1928,6,"Above Normal"
1928-07-31,18464.539735231,"Summer_Even_AltSMSCG",1928,7,"Above Normal"
1928-08-31,16000,"Summer_Even_AltSMSCG",1928,8,"Above Normal"
1928-09-30,5649.47057778848,"Summer_Even_AltSMSCG",1928,9,"Above Normal"
1928-10-31,6729.90395965333,"Summer_Even_AltSMSCG",1928,10,"Above Normal"
1928-11-30,3250,"Summer_Even_AltSMSCG",1928,11,"Above Normal"
1940-04-30,3089.75312533922,"Summer_Even_AltSMSCG",1940,4,"Above Normal"
1940-05-31,8591.34058493084,"Summer_Even_AltSMSCG",1940,5,"Above Normal"
1940-06-30,13226.1091041587,"Summer_Even_AltSMSCG",1940,6,"Above Normal"
1940-07-31,16935.1509869076,"Summer_Even_AltSMSCG",1940,7,"Above Normal"
1940-08-31,16000,"Summer_Even_AltSMSCG",1940,8,"Above Normal"
1940-09-30,5510.43812468525,"Summer_Even_AltSMSCG",1940,9,"Above Normal"
1940-10-31,4486.58891274161,"Summer_Even_AltSMSCG",1940,10,"Above Normal"
1940-11-30,5914.66684002625,"Summer_Even_AltSMSCG",1940,11,"Above Normal"
1953-04-30,5770.8333335,"Summer_Even_AltSMSCG",1953,4,"Above Normal"
1953-05-31,5960.90993676277,"Summer_Even_AltSMSCG",1953,5,"Above Normal"
1953-06-30,8337.11312316615,"Summer_Even_AltSMSCG",1953,6,"Above Normal"
1953-07-31,16000,"Summer_Even_AltSMSCG",1953,7,"Above Normal"
1953-08-31,13115.6740332154,"Summer_Even_AltSMSCG",1953,8,"Above Normal"
1953-09-30,7021.01398687038,"Summer_Even_AltSMSCG",1953,9,"Above Normal"
1953-10-31,7042.60572560391,"Summer_Even_AltSMSCG",1953,10,"Above Normal"
1953-11-30,4995.78018872718,"Summer_Even_AltSMSCG",1953,11,"Above Normal"
1954-04-30,9476.15518081272,"Summer_Even_AltSMSCG",1954,4,"Above Normal"
1954-05-31,8415.40133821191,"Summer_Even_AltSMSCG",1954,5,"Above Normal"
1954-06-30,12640.4105120903,"Summer_Even_AltSMSCG",1954,6,"Above Normal"
1954-07-31,16152.7468621848,"Summer_Even_AltSMSCG",1954,7,"Above Normal"
1954-08-31,15701.9339589459,"Summer_Even_AltSMSCG",1954,8,"Above Normal"
1954-09-30,6708.17181440071,"Summer_Even_AltSMSCG",1954,9,"Above Normal"
1954-10-31,5680.81552226731,"Summer_Even_AltSMSCG",1954,10,"Above Normal"
1954-11-30,3262.66400031007,"Summer_Even_AltSMSCG",1954,11,"Above Normal"
1973-04-30,3179.68200229534,"Summer_Even_AltSMSCG",1973,4,"Above Normal"
1973-05-31,7919.33248150191,"Summer_Even_AltSMSCG",1973,5,"Above Normal"
1973-06-30,11381.5578538746,"Summer_Even_AltSMSCG",1973,6,"Above Normal"
1973-07-31,16000,"Summer_Even_AltSMSCG",1973,7,"Above Normal"
1973-08-31,16000,"Summer_Even_AltSMSCG",1973,8,"Above Normal"
1973-09-30,6356.52580638554,"Summer_Even_AltSMSCG",1973,9,"Above Normal"
1973-10-31,3426.95497263153,"Summer_Even_AltSMSCG",1973,10,"Above Normal"
1973-11-30,19814.181739304,"Summer_Even_AltSMSCG",1973,11,"Above Normal"
1975-04-30,3250,"Summer_Even_AltSMSCG",1975,4,"Above Normal"
1975-05-31,9206.74322567573,"Summer_Even_AltSMSCG",1975,5,"Above Normal"
1975-06-30,8731.8405150129,"Summer_Even_AltSMSCG",1975,6,"Above Normal"
1975-07-31,15501.4102126594,"Summer_Even_AltSMSCG",1975,7,"Above Normal"
1975-08-31,11451.2163042597,"Summer_Even_AltSMSCG",1975,8,"Above Normal"
1975-09-30,7101.96554886474,"Summer_Even_AltSMSCG",1975,9,"Above Normal"
1975-10-31,6555.02746337893,"Summer_Even_AltSMSCG",1975,10,"Above Normal"
1975-11-30,6128.19566499849,"Summer_Even_AltSMSCG",1975,11,"Above Normal"
1978-04-30,3568.51858197597,"Summer_Even_AltSMSCG",1978,4,"Above Normal"
1978-05-31,6467.58813364931,"Summer_Even_AltSMSCG",1978,5,"Above Normal"
1978-06-30,9218.57768323827,"Summer_Even_AltSMSCG",1978,6,"Above Normal"
1978-07-31,16000,"Summer_Even_AltSMSCG",1978,7,"Above Normal"
1978-08-31,12713.6063653081,"Summer_Even_AltSMSCG",1978,8,"Above Normal"
1978-09-30,6118.82636775753,"Summer_Even_AltSMSCG",1978,9,"Above Normal"
1978-10-31,8522.85025031562,"Summer_Even_AltSMSCG",1978,10,"Above Normal"
1978-11-30,6563.78985665379,"Summer_Even_AltSMSCG",1978,11,"Above Normal"
1980-04-30,5284.24846705782,"Summer_Even_AltSMSCG",1980,4,"Above Normal"
1980-05-31,6672.14356969126,"Summer_Even_AltSMSCG",1980,5,"Above Normal"
1980-06-30,8604.3336921141,"Summer_Even_AltSMSCG",1980,6,"Above Normal"
1980-07-31,12297.2080666014,"Summer_Even_AltSMSCG",1980,7,"Above Normal"
1980-08-31,11941.5357536732,"Summer_Even_AltSMSCG",1980,8,"Above Normal"
1980-09-30,7884.38425917757,"Summer_Even_AltSMSCG",1980,9,"Above Normal"
1980-10-31,6668.916847242,"Summer_Even_AltSMSCG",1980,10,"Above Normal"
1980-11-30,10632.238852118,"Summer_Even_AltSMSCG",1980,11,"Above Normal"
1993-04-30,3181.76076317255,"Summer_Even_AltSMSCG",1993,4,"Above Normal"
1993-05-31,5048.37465005036,"Summer_Even_AltSMSCG",1993,5,"Above Normal"
1993-06-30,8688.22254203954,"Summer_Even_AltSMSCG",1993,6,"Above Normal"
1993-07-31,15495.4958879397,"Summer_Even_AltSMSCG",1993,7,"Above Normal"
1993-08-31,11072.9732488109,"Summer_Even_AltSMSCG",1993,8,"Above Normal"
1993-09-30,7231.53084229089,"Summer_Even_AltSMSCG",1993,9,"Above Normal"
1993-10-31,5327.30882752658,"Summer_Even_AltSMSCG",1993,10,"Above Normal"
1993-11-30,7313.3336900906,"Summer_Even_AltSMSCG",1993,11,"Above Normal"
2000-04-30,3250,"Summer_Even_AltSMSCG",2000,4,"Above Normal"
2000-05-31,6346.17465284944,"Summer_Even_AltSMSCG",2000,5,"Above Normal"
2000-06-30,11418.712075665,"Summer_Even_AltSMSCG",2000,6,"Above Normal"
2000-07-31,16000,"Summer_Even_AltSMSCG",2000,7,"Above Normal"
2000-08-31,14658.5659878853,"Summer_Even_AltSMSCG",2000,8,"Above Normal"
2000-09-30,6216.13351758008,"Summer_Even_AltSMSCG",2000,9,"Above Normal"
2000-10-31,4228.89226940274,"Summer_Even_AltSMSCG",2000,10,"Above Normal"
2000-11-30,5521.76498691406,"Summer_Even_AltSMSCG",2000,11,"Above Normal"
2003-04-30,10359.0248727856,"Summer_Even_AltSMSCG",2003,4,"Above Normal"
2003-05-31,12441.4889254323,"Summer_Even_AltSMSCG",2003,5,"Above Normal"
2003-06-30,10259.259893931,"Summer_Even_AltSMSCG",2003,6,"Above Normal"
2003-07-31,16106.1407739408,"Summer_Even_AltSMSCG",2003,7,"Above Normal"
2003-08-31,12501.3524337259,"Summer_Even_AltSMSCG",2003,8,"Above Normal"
2003-09-30,7345.71180495337,"Summer_Even_AltSMSCG",2003,9,"Above Normal"
2003-10-31,6319.54314622534,"Summer_Even_AltSMSCG",2003,10,"Above Normal"
2003-11-30,4866.66566163284,"Summer_Even_AltSMSCG",2003,11,"Above Normal"
1922-04-30,7410.74484005277,"Summer_Hist",1922,4,"Above Normal"
1922-05-31,8770.84249969183,"Summer_Hist",1922,5,"Above Normal"
1922-06-30,11031.6004230886,"Summer_Hist",1922,6,"Above Normal"
1922-07-31,15036.559068231,"Summer_Hist",1922,7,"Above Normal"
1922-08-31,10513.0148297585,"Summer_Hist",1922,8,"Above Normal"
1922-09-30,8067.00832489728,"Summer_Hist",1922,9,"Above Normal"
1922-10-31,4669.46703679011,"Summer_Hist",1922,10,"Above Normal"
1922-11-30,3682.29611402493,"Summer_Hist",1922,11,"Above Normal"
1928-04-30,5876.80669434024,"Summer_Hist",1928,4,"Above Normal"
1928-05-31,11332.5465507182,"Summer_Hist",1928,5,"Above Normal"
1928-06-30,16000,"Summer_Hist",1928,6,"Above Normal"
1928-07-31,17790.8111888822,"Summer_Hist",1928,7,"Above Normal"
1928-08-31,14107.8851418265,"Summer_Hist",1928,8,"Above Normal"
1928-09-30,5634.38606937373,"Summer_Hist",1928,9,"Above Normal"
1928-10-31,5937.69558585589,"Summer_Hist",1928,10,"Above Normal"
1928-11-30,3250,"Summer_Hist",1928,11,"Above Normal"
1940-04-30,3089.75312533923,"Summer_Hist",1940,4,"Above Normal"
1940-05-31,8593.65309468402,"Summer_Hist",1940,5,"Above Normal"
1940-06-30,16000,"Summer_Hist",1940,6,"Above Normal"
1940-07-31,16992.161464077,"Summer_Hist",1940,7,"Above Normal"
1940-08-31,14590.0275890507,"Summer_Hist",1940,8,"Above Normal"
1940-09-30,5493.97131273695,"Summer_Hist",1940,9,"Above Normal"
1940-10-31,4201.32934782207,"Summer_Hist",1940,10,"Above Normal"
1940-11-30,5095.91813070739,"Summer_Hist",1940,11,"Above Normal"
1953-04-30,5770.8333335,"Summer_Hist",1953,4,"Above Normal"
1953-05-31,5960.37953293988,"Summer_Hist",1953,5,"Above Normal"
1953-06-30,10258.332770099,"Summer_Hist",1953,6,"Above Normal"
1953-07-31,15504.2731207328,"Summer_Hist",1953,7,"Above Normal"
1953-08-31,10485.0469311806,"Summer_Hist",1953,8,"Above Normal"
1953-09-30,8260.84085902393,"Summer_Hist",1953,9,"Above Normal"
1953-10-31,5629.33462988761,"Summer_Hist",1953,10,"Above Normal"
1953-11-30,6267.31569334614,"Summer_Hist",1953,11,"Above Normal"
1954-04-30,9469.8461644151,"Summer_Hist",1954,4,"Above Normal"
1954-05-31,8411.33772306673,"Summer_Hist",1954,5,"Above Normal"
1954-06-30,16000,"Summer_Hist",1954,6,"Above Normal"
1954-07-31,16000,"Summer_Hist",1954,7,"Above Normal"
1954-08-31,13510.1657375637,"Summer_Hist",1954,8,"Above Normal"
1954-09-30,6760.84613157403,"Summer_Hist",1954,9,"Above Normal"
1954-10-31,5609.31293578764,"Summer_Hist",1954,10,"Above Normal"
1954-11-30,3263.76520724893,"Summer_Hist",1954,11,"Above Normal"
1973-04-30,3179.6811799429,"Summer_Hist",1973,4,"Above Normal"
1973-05-31,7920.08325593067,"Summer_Hist",1973,5,"Above Normal"
1973-06-30,15786.7816459281,"Summer_Hist",1973,6,"Above Normal"
1973-07-31,14881.9639713314,"Summer_Hist",1973,7,"Above Normal"
1973-08-31,13145.361137495,"Summer_Hist",1973,8,"Above Normal"
1973-09-30,6429.78160428861,"Summer_Hist",1973,9,"Above Normal"
1973-10-31,3426.13030429812,"Summer_Hist",1973,10,"Above Normal"
1973-11-30,20280.8276937292,"Summer_Hist",1973,11,"Above Normal"
1975-04-30,3250,"Summer_Hist",1975,4,"Above Normal"
1975-05-31,9187.09537448683,"Summer_Hist",1975,5,"Above Normal"
1975-06-30,12875.992594067,"Summer_Hist",1975,6,"Above Normal"
1975-07-31,14038.1566536142,"Summer_Hist",1975,7,"Above Normal"
1975-08-31,9658.21554943765,"Summer_Hist",1975,8,"Above Normal"
1975-09-30,8235.3008369214,"Summer_Hist",1975,9,"Above Normal"
1975-10-31,5533.91460066015,"Summer_Hist",1975,10,"Above Normal"
1975-11-30,4786.04394862829,"Summer_Hist",1975,11,"Above Normal"
1978-04-30,3568.51858197596,"Summer_Hist",1978,4,"Above Normal"
1978-05-31,6467.58813364931,"Summer_Hist",1978,5,"Above Normal"
1978-06-30,13439.8651303882,"Summer_Hist",1978,6,"Above Normal"
1978-07-31,14446.8554491752,"Summer_Hist",1978,7,"Above Normal"
1978-08-31,10603.6693333643,"Summer_Hist",1978,8,"Above Normal"
1978-09-30,5977.54136604362,"Summer_Hist",1978,9,"Above Normal"
1978-10-31,6472.25293941215,"Summer_Hist",1978,10,"Above Normal"
1978-11-30,7088.7776870228,"Summer_Hist",1978,11,"Above Normal"
1980-04-30,5284.24846705783,"Summer_Hist",1980,4,"Above Normal"
1980-05-31,6670.6147126734,"Summer_Hist",1980,5,"Above Normal"
1980-06-30,10300.6725350629,"Summer_Hist",1980,6,"Above Normal"
1980-07-31,13437.402445986,"Summer_Hist",1980,7,"Above Normal"
1980-08-31,9546.3498976223,"Summer_Hist",1980,8,"Above Normal"
1980-09-30,7912.24616192714,"Summer_Hist",1980,9,"Above Normal"
1980-10-31,5845.84274521011,"Summer_Hist",1980,10,"Above Normal"
1980-11-30,10956.9377592574,"Summer_Hist",1980,11,"Above Normal"
1993-04-30,3181.75973755614,"Summer_Hist",1993,4,"Above Normal"
1993-05-31,5048.37465005034,"Summer_Hist",1993,5,"Above Normal"
1993-06-30,9565.93550500213,"Summer_Hist",1993,6,"Above Normal"
1993-07-31,14639.3469243889,"Summer_Hist",1993,7,"Above Normal"
1993-08-31,9179.43941801627,"Summer_Hist",1993,8,"Above Normal"
1993-09-30,7227.21516673533,"Summer_Hist",1993,9,"Above Normal"
1993-10-31,5325.33229514906,"Summer_Hist",1993,10,"Above Normal"
1993-11-30,7098.67093076531,"Summer_Hist",1993,11,"Above Normal"
2000-04-30,3250,"Summer_Hist",2000,4,"Above Normal"
2000-05-31,6350.26346493512,"Summer_Hist",2000,5,"Above Normal"
2000-06-30,15676.3970856979,"Summer_Hist",2000,6,"Above Normal"
2000-07-31,15324.2997612356,"Summer_Hist",2000,7,"Above Normal"
2000-08-31,12033.6641148632,"Summer_Hist",2000,8,"Above Normal"
2000-09-30,5993.93935421896,"Summer_Hist",2000,9,"Above Normal"
2000-10-31,4252.36091365304,"Summer_Hist",2000,10,"Above Normal"
2000-11-30,5659.05087117895,"Summer_Hist",2000,11,"Above Normal"
2003-04-30,10360.0546050115,"Summer_Hist",2003,4,"Above Normal"
2003-05-31,12441.4889254323,"Summer_Hist",2003,5,"Above Normal"
2003-06-30,14480.2929457624,"Summer_Hist",2003,6,"Above Normal"
2003-07-31,15501.2614485793,"Summer_Hist",2003,7,"Above Normal"
2003-08-31,10130.9069036987,"Summer_Hist",2003,8,"Above Normal"
2003-09-30,7363.136048702,"Summer_Hist",2003,9,"Above Normal"
2003-10-31,6058.25973002426,"Summer_Hist",2003,10,"Above Normal"
2003-11-30,4895.51664085739,"Summer_Hist",2003,11,"Above Normal"
