"Date","SAC_Keswick_CFS","scenario","year","month","WY_type"
1953-07-31,14363.7958237585,"StatusQuo",1953,7,"Above Normal"
1953-08-31,9585.76937112113,"StatusQuo",1953,8,"Above Normal"
1953-09-30,9917.4909024327,"StatusQuo",1953,9,"Above Normal"
1953-10-31,7624.18209943715,"StatusQuo",1953,10,"Above Normal"
1953-11-30,7301.04725330521,"StatusQuo",1953,11,"Above Normal"
1954-04-30,8951.55561682709,"StatusQuo",1954,4,"Above Normal"
1954-05-31,7472.75686746343,"StatusQuo",1954,5,"Above Normal"
1954-06-30,9680.49877951595,"StatusQuo",1954,6,"Above Normal"
1954-07-31,17108.269330052,"StatusQuo",1954,7,"Above Normal"
1954-08-31,12702.6376827437,"StatusQuo",1954,8,"Above Normal"
1954-09-30,9175.98273211138,"StatusQuo",1954,9,"Above Normal"
1954-10-31,8402.69043360985,"StatusQuo",1954,10,"Above Normal"
1954-11-30,4915.81088327587,"StatusQuo",1954,11,"Above Normal"
1973-04-30,3173.45998496927,"StatusQuo",1973,4,"Above Normal"
1973-05-31,5627.93231726218,"StatusQuo",1973,5,"Above Normal"
1973-06-30,9225.05803465876,"StatusQuo",1973,6,"Above Normal"
1973-07-31,15778.941978167,"StatusQuo",1973,7,"Above Normal"
1973-08-31,9819.54561872223,"StatusQuo",1973,8,"Above Normal"
1973-09-30,6415.43006113008,"StatusQuo",1973,9,"Above Normal"
1973-10-31,5267.68073022998,"StatusQuo",1973,10,"Above Normal"
1973-11-30,18067.2304554802,"StatusQuo",1973,11,"Above Normal"
1978-04-30,3150.12279420952,"StatusQuo",1978,4,"Above Normal"
1978-05-31,8294.05722339013,"StatusQuo",1978,5,"Above Normal"
1978-06-30,7346.7766123011,"StatusQuo",1978,6,"Above Normal"
1978-07-31,9795.29449154179,"StatusQuo",1978,7,"Above Normal"
1978-08-31,10867.5088032507,"StatusQuo",1978,8,"Above Normal"
1978-09-30,8984.10503692834,"StatusQuo",1978,9,"Above Normal"
1978-10-31,7507.5676565529,"StatusQuo",1978,10,"Above Normal"
1978-11-30,5602.85642295479,"StatusQuo",1978,11,"Above Normal"
1993-04-30,3159.41312966707,"StatusQuo",1993,4,"Above Normal"
1993-05-31,6858.57365766498,"StatusQuo",1993,5,"Above Normal"
1993-06-30,10113.4613659621,"StatusQuo",1993,6,"Above Normal"
1993-07-31,12513.3878830544,"StatusQuo",1993,7,"Above Normal"
1993-08-31,7799.60254455069,"StatusQuo",1993,8,"Above Normal"
1993-09-30,8975.27250984197,"StatusQuo",1993,9,"Above Normal"
1993-10-31,7267.1599110037,"StatusQuo",1993,10,"Above Normal"
1993-11-30,7004.32936821634,"StatusQuo",1993,11,"Above Normal"
2000-04-30,3768.08909434253,"StatusQuo",2000,4,"Above Normal"
2000-05-31,8099.95290864542,"StatusQuo",2000,5,"Above Normal"
2000-06-30,8936.33465688293,"StatusQuo",2000,6,"Above Normal"
2000-07-31,16000,"StatusQuo",2000,7,"Above Normal"
2000-08-31,11006.421433023,"StatusQuo",2000,8,"Above Normal"
2000-09-30,8131.41515535971,"StatusQuo",2000,9,"Above Normal"
2000-10-31,6969.24460225516,"StatusQuo",2000,10,"Above Normal"
2000-11-30,6832.10556201858,"StatusQuo",2000,11,"Above Normal"
2003-04-30,11128.5666363207,"StatusQuo",2003,4,"Above Normal"
2003-05-31,13400.4381331247,"StatusQuo",2003,5,"Above Normal"
2003-06-30,6952.3140144015,"StatusQuo",2003,6,"Above Normal"
2003-07-31,16000,"StatusQuo",2003,7,"Above Normal"
2003-08-31,8665.06141872191,"StatusQuo",2003,8,"Above Normal"
2003-09-30,8738.98182013078,"StatusQuo",2003,9,"Above Normal"
2003-10-31,7757.67540276753,"StatusQuo",2003,10,"Above Normal"
2003-11-30,6691.83706891702,"StatusQuo",2003,11,"Above Normal"
1922-04-30,5770.8333335,"SummerFall_Even",1922,4,"Above Normal"
1922-05-31,7099.79194299789,"SummerFall_Even",1922,5,"Above Normal"
1922-06-30,9235.22041924636,"SummerFall_Even",1922,6,"Above Normal"
1922-07-31,11437.468747089,"SummerFall_Even",1922,7,"Above Normal"
1922-08-31,10265.2302586159,"SummerFall_Even",1922,8,"Above Normal"
1922-09-30,7260.18890230768,"SummerFall_Even",1922,9,"Above Normal"
1922-10-31,6156.53748402912,"SummerFall_Even",1922,10,"Above Normal"
1922-11-30,4750.69619463564,"SummerFall_Even",1922,11,"Above Normal"
1928-04-30,4513.30580569027,"SummerFall_Even",1928,4,"Above Normal"
1928-05-31,8347.90661677142,"SummerFall_Even",1928,5,"Above Normal"
1928-06-30,13117.456083078,"SummerFall_Even",1928,6,"Above Normal"
1928-07-31,17317.9196570448,"SummerFall_Even",1928,7,"Above Normal"
1928-08-31,16561.5124209347,"SummerFall_Even",1928,8,"Above Normal"
1928-09-30,8015.2266277523,"SummerFall_Even",1928,9,"Above Normal"
1928-10-31,8547.43806963045,"SummerFall_Even",1928,10,"Above Normal"
1928-11-30,5548.52677862305,"SummerFall_Even",1928,11,"Above Normal"
1953-04-30,5770.8333335,"SummerFall_Even",1953,4,"Above Normal"
1953-05-31,7461.92380350605,"SummerFall_Even",1953,5,"Above Normal"
1953-06-30,8864.48153948133,"SummerFall_Even",1953,6,"Above Normal"
1953-07-31,15653.1101974418,"SummerFall_Even",1953,7,"Above Normal"
1953-08-31,11930.568391801,"SummerFall_Even",1953,8,"Above Normal"
1953-09-30,7310.73527748475,"SummerFall_Even",1953,9,"Above Normal"
1953-10-31,7876.52290094952,"SummerFall_Even",1953,10,"Above Normal"
1953-11-30,7392.70362779539,"SummerFall_Even",1953,11,"Above Normal"
1954-04-30,8951.55561682709,"SummerFall_Even",1954,4,"Above Normal"
1954-05-31,7472.75686746345,"SummerFall_Even",1954,5,"Above Normal"
1954-06-30,10886.4709270912,"SummerFall_Even",1954,6,"Above Normal"
1954-07-31,16535.7367549938,"SummerFall_Even",1954,7,"Above Normal"
1954-08-31,15760.9492157871,"SummerFall_Even",1954,8,"Above Normal"
1954-09-30,7115.36923222954,"SummerFall_Even",1954,9,"Above Normal"
1954-10-31,9436.51442175364,"SummerFall_Even",1954,10,"Above Normal"
1954-11-30,4595.57535993088,"SummerFall_Even",1954,11,"Above Normal"
1973-04-30,3175.16456506361,"SummerFall_Even",1973,4,"Above Normal"
1973-05-31,5711.69396712427,"SummerFall_Even",1973,5,"Above Normal"
1973-06-30,9229.17294991046,"SummerFall_Even",1973,6,"Above Normal"
1973-07-31,16000,"SummerFall_Even",1973,7,"Above Normal"
1973-08-31,11727.9530657632,"SummerFall_Even",1973,8,"Above Normal"
1973-09-30,6105.71528049275,"SummerFall_Even",1973,9,"Above Normal"
1973-10-31,5329.07374693454,"SummerFall_Even",1973,10,"Above Normal"
1973-11-30,16456.6651987352,"SummerFall_Even",1973,11,"Above Normal"
1978-04-30,3150.38830403543,"SummerFall_Even",1978,4,"Above Normal"
1978-05-31,8242.61481180216,"SummerFall_Even",1978,5,"Above Normal"
1978-06-30,7346.77661230113,"SummerFall_Even",1978,6,"Above Normal"
1978-07-31,11082.225821806,"SummerFall_Even",1978,7,"Above Normal"
1978-08-31,9878.36255828663,"SummerFall_Even",1978,8,"Above Normal"
1978-09-30,8680.53422388335,"SummerFall_Even",1978,9,"Above Normal"
1978-10-31,7497.77849886465,"SummerFall_Even",1978,10,"Above Normal"
1978-11-30,5542.55001076997,"SummerFall_Even",1978,11,"Above Normal"
1993-04-30,3159.41514070674,"SummerFall_Even",1993,4,"Above Normal"
1993-05-31,6858.57365766498,"SummerFall_Even",1993,5,"Above Normal"
1993-06-30,10113.4613659621,"SummerFall_Even",1993,6,"Above Normal"
1993-07-31,13825.5177796457,"SummerFall_Even",1993,7,"Above Normal"
1993-08-31,10277.8684628132,"SummerFall_Even",1993,8,"Above Normal"
1993-09-30,6973.03703664235,"SummerFall_Even",1993,9,"Above Normal"
1993-10-31,6547.50508578438,"SummerFall_Even",1993,10,"Above Normal"
1993-11-30,5931.68536667899,"SummerFall_Even",1993,11,"Above Normal"
2000-04-30,3768.08909434253,"SummerFall_Even",2000,4,"Above Normal"
2000-05-31,8099.9529086454,"SummerFall_Even",2000,5,"Above Normal"
2000-06-30,9892.4199798312,"SummerFall_Even",2000,6,"Above Normal"
2000-07-31,16000,"SummerFall_Even",2000,7,"Above Normal"
2000-08-31,13487.9746575307,"SummerFall_Even",2000,8,"Above Normal"
2000-09-30,6873.89880508996,"SummerFall_Even",2000,9,"Above Normal"
2000-10-31,5394.74292478845,"SummerFall_Even",2000,10,"Above Normal"
2000-11-30,6873.03262544844,"SummerFall_Even",2000,11,"Above Normal"
2003-04-30,10951.5402610381,"SummerFall_Even",2003,4,"Above Normal"
2003-05-31,13400.4381331247,"SummerFall_Even",2003,5,"Above Normal"
2003-06-30,7648.016401578,"SummerFall_Even",2003,6,"Above Normal"
2003-07-31,16000,"SummerFall_Even",2003,7,"Above Normal"
2003-08-31,11097.6973906065,"SummerFall_Even",2003,8,"Above Normal"
2003-09-30,6058.01515158863,"SummerFall_Even",2003,9,"Above Normal"
2003-10-31,8773.55796294597,"SummerFall_Even",2003,10,"Above Normal"
2003-11-30,6647.12704387227,"SummerFall_Even",2003,11,"Above Normal"
1922-04-30,5770.8333335,"SummerFall_Hist",1922,4,"Above Normal"
1922-05-31,7099.46103196519,"SummerFall_Hist",1922,5,"Above Normal"
1922-06-30,9235.22741951258,"SummerFall_Hist",1922,6,"Above Normal"
1922-07-31,11431.6467984254,"SummerFall_Hist",1922,7,"Above Normal"
1922-08-31,9179.34427480403,"SummerFall_Hist",1922,8,"Above Normal"
1922-09-30,7260.1924495608,"SummerFall_Hist",1922,9,"Above Normal"
1922-10-31,5687.80829916201,"SummerFall_Hist",1922,10,"Above Normal"
1922-11-30,3709.39310718657,"SummerFall_Hist",1922,11,"Above Normal"
1928-04-30,4513.30580569027,"SummerFall_Hist",1928,4,"Above Normal"
1928-05-31,8520.40799930322,"SummerFall_Hist",1928,5,"Above Normal"
1928-06-30,16000,"SummerFall_Hist",1928,6,"Above Normal"
1928-07-31,16678.8011074113,"SummerFall_Hist",1928,7,"Above Normal"
1928-08-31,15341.0704416887,"SummerFall_Hist",1928,8,"Above Normal"
1928-09-30,9399.50517290293,"SummerFall_Hist",1928,9,"Above Normal"
1928-10-31,7692.95934273438,"SummerFall_Hist",1928,10,"Above Normal"
1928-11-30,5576.42756917451,"SummerFall_Hist",1928,11,"Above Normal"
1953-04-30,5770.8333335,"SummerFall_Hist",1953,4,"Above Normal"
1953-05-31,7461.61453461314,"SummerFall_Hist",1953,5,"Above Normal"
1953-06-30,8864.48153948132,"SummerFall_Hist",1953,6,"Above Normal"
1953-07-31,14366.3641513277,"SummerFall_Hist",1953,7,"Above Normal"
1953-08-31,10201.9473491727,"SummerFall_Hist",1953,8,"Above Normal"
1953-09-30,9695.63911877862,"SummerFall_Hist",1953,9,"Above Normal"
1953-10-31,7480.35420793355,"SummerFall_Hist",1953,10,"Above Normal"
1953-11-30,7330.05466860768,"SummerFall_Hist",1953,11,"Above Normal"
1954-04-30,8951.55561682709,"SummerFall_Hist",1954,4,"Above Normal"
1954-05-31,7472.75686746343,"SummerFall_Hist",1954,5,"Above Normal"
1954-06-30,15209.2692388225,"SummerFall_Hist",1954,6,"Above Normal"
1954-07-31,16000,"SummerFall_Hist",1954,7,"Above Normal"
1954-08-31,12709.9524772284,"SummerFall_Hist",1954,8,"Above Normal"
1954-09-30,8361.32293879967,"SummerFall_Hist",1954,9,"Above Normal"
1954-10-31,8415.33218325509,"SummerFall_Hist",1954,10,"Above Normal"
1954-11-30,4841.52298720368,"SummerFall_Hist",1954,11,"Above Normal"
1973-04-30,3174.12730616932,"SummerFall_Hist",1973,4,"Above Normal"
1973-05-31,5675.28437498809,"SummerFall_Hist",1973,5,"Above Normal"
1973-06-30,13613.9412589953,"SummerFall_Hist",1973,6,"Above Normal"
1973-07-31,14641.9789257016,"SummerFall_Hist",1973,7,"Above Normal"
1973-08-31,9691.8755726348,"SummerFall_Hist",1973,8,"Above Normal"
1973-09-30,6779.24468134447,"SummerFall_Hist",1973,9,"Above Normal"
1973-10-31,4732.25210874837,"SummerFall_Hist",1973,10,"Above Normal"
1973-11-30,17048.3811580719,"SummerFall_Hist",1973,11,"Above Normal"
1978-04-30,3150.20770697331,"SummerFall_Hist",1978,4,"Above Normal"
1978-05-31,8334.91086185515,"SummerFall_Hist",1978,5,"Above Normal"
1978-06-30,7346.77661230115,"SummerFall_Hist",1978,6,"Above Normal"
1978-07-31,9795.29449154177,"SummerFall_Hist",1978,7,"Above Normal"
1978-08-31,10867.5088032507,"SummerFall_Hist",1978,8,"Above Normal"
1978-09-30,8984.10503692836,"SummerFall_Hist",1978,9,"Above Normal"
1978-10-31,7510.44405292287,"SummerFall_Hist",1978,10,"Above Normal"
1978-11-30,5303.81703219386,"SummerFall_Hist",1978,11,"Above Normal"
1993-04-30,3159.41510140827,"SummerFall_Hist",1993,4,"Above Normal"
1993-05-31,6858.57365766498,"SummerFall_Hist",1993,5,"Above Normal"
1993-06-30,10113.4613659621,"SummerFall_Hist",1993,6,"Above Normal"
1993-07-31,12520.2173929646,"SummerFall_Hist",1993,7,"Above Normal"
1993-08-31,8450.90840501903,"SummerFall_Hist",1993,8,"Above Normal"
1993-09-30,8855.04518027403,"SummerFall_Hist",1993,9,"Above Normal"
1993-10-31,7453.31739761563,"SummerFall_Hist",1993,10,"Above Normal"
1993-11-30,5128.95890792387,"SummerFall_Hist",1993,11,"Above Normal"
2000-04-30,3768.08909434253,"SummerFall_Hist",2000,4,"Above Normal"
2000-05-31,8099.95290864541,"SummerFall_Hist",2000,5,"Above Normal"
2000-06-30,14558.0161285187,"SummerFall_Hist",2000,6,"Above Normal"
2000-07-31,15039.7275933493,"SummerFall_Hist",2000,7,"Above Normal"
2000-08-31,10880.5366662508,"SummerFall_Hist",2000,8,"Above Normal"
2000-09-30,7970.82381851512,"SummerFall_Hist",2000,9,"Above Normal"
2000-10-31,5272.16188739954,"SummerFall_Hist",2000,10,"Above Normal"
2000-11-30,6810.53162966691,"SummerFall_Hist",2000,11,"Above Normal"
2003-04-30,10839.3302879926,"SummerFall_Hist",2003,4,"Above Normal"
2003-05-31,13400.4381331247,"SummerFall_Hist",2003,5,"Above Normal"
2003-06-30,11935.444923725,"SummerFall_Hist",2003,6,"Above Normal"
2003-07-31,14938.0601340286,"SummerFall_Hist",2003,7,"Above Normal"
2003-08-31,8299.64343541115,"SummerFall_Hist",2003,8,"Above Normal"
2003-09-30,7128.36074172006,"SummerFall_Hist",2003,9,"Above Normal"
2003-10-31,8104.47989197677,"SummerFall_Hist",2003,10,"Above Normal"
2003-11-30,6703.73640692692,"SummerFall_Hist",2003,11,"Above Normal"
1922-04-30,5770.8333335,"Summer_Even",1922,4,"Above Normal"
1922-05-31,7661.94114402215,"Summer_Even",1922,5,"Above Normal"
1922-06-30,9179.2059017829,"Summer_Even",1922,6,"Above Normal"
1922-07-31,11415.2604404019,"Summer_Even",1922,7,"Above Normal"
1922-08-31,12430.0662979788,"Summer_Even",1922,8,"Above Normal"
1922-09-30,7745.31547207491,"Summer_Even",1922,9,"Above Normal"
1922-10-31,4779.09173967953,"Summer_Even",1922,10,"Above Normal"
1922-11-30,3758.17447159074,"Summer_Even",1922,11,"Above Normal"
1928-04-30,4513.30580569028,"Summer_Even",1928,4,"Above Normal"
1928-05-31,8113.61448447367,"Summer_Even",1928,5,"Above Normal"
1928-06-30,13177.8306689576,"Summer_Even",1928,6,"Above Normal"
1928-07-31,17429.4549169399,"Summer_Even",1928,7,"Above Normal"
1928-08-31,17341.4658513236,"Summer_Even",1928,8,"Above Normal"
1928-09-30,7293.45049496789,"Summer_Even",1928,9,"Above Normal"
1928-10-31,5682.73236990886,"Summer_Even",1928,10,"Above Normal"
1928-11-30,3504.45151097391,"Summer_Even",1928,11,"Above Normal"
1953-04-30,5770.8333335,"Summer_Even",1953,4,"Above Normal"
1953-05-31,7462.13947786312,"Summer_Even",1953,5,"Above Normal"
1953-06-30,8864.48153948132,"Summer_Even",1953,6,"Above Normal"
1953-07-31,15650.9440323764,"Summer_Even",1953,7,"Above Normal"
1953-08-31,12161.1275739969,"Summer_Even",1953,8,"Above Normal"
1953-09-30,8117.09905599736,"Summer_Even",1953,9,"Above Normal"
1953-10-31,5930.50283806878,"Summer_Even",1953,10,"Above Normal"
1953-11-30,5986.77412525351,"Summer_Even",1953,11,"Above Normal"
1954-04-30,8951.55561682709,"Summer_Even",1954,4,"Above Normal"
1954-05-31,7472.75686746345,"Summer_Even",1954,5,"Above Normal"
1954-06-30,10881.4560387021,"Summer_Even",1954,6,"Above Normal"
1954-07-31,16000,"Summer_Even",1954,7,"Above Normal"
1954-08-31,16000,"Summer_Even",1954,8,"Above Normal"
1954-09-30,7391.36810575591,"Summer_Even",1954,9,"Above Normal"
1954-10-31,5504.71209952405,"Summer_Even",1954,10,"Above Normal"
1954-11-30,3262.54361658343,"Summer_Even",1954,11,"Above Normal"
1973-04-30,3174.16855091191,"Summer_Even",1973,4,"Above Normal"
1973-05-31,5636.82462898169,"Summer_Even",1973,5,"Above Normal"
1973-06-30,9176.39706622073,"Summer_Even",1973,6,"Above Normal"
1973-07-31,16000,"Summer_Even",1973,7,"Above Normal"
1973-08-31,12731.6840783231,"Summer_Even",1973,8,"Above Normal"
1973-09-30,6356.30401353947,"Summer_Even",1973,9,"Above Normal"
1973-10-31,4329.6822655376,"Summer_Even",1973,10,"Above Normal"
1973-11-30,16525.2817135764,"Summer_Even",1973,11,"Above Normal"
1978-04-30,3151.61219531153,"Summer_Even",1978,4,"Above Normal"
1978-05-31,8334.91086185519,"Summer_Even",1978,5,"Above Normal"
1978-06-30,7346.77661230114,"Summer_Even",1978,6,"Above Normal"
1978-07-31,11059.6014438487,"Summer_Even",1978,7,"Above Normal"
1978-08-31,11485.588531318,"Summer_Even",1978,8,"Above Normal"
1978-09-30,7046.97179399795,"Summer_Even",1978,9,"Above Normal"
1978-10-31,7253.99542537819,"Summer_Even",1978,10,"Above Normal"
1978-11-30,5790.93893520236,"Summer_Even",1978,11,"Above Normal"
1993-04-30,3159.41511741989,"Summer_Even",1993,4,"Above Normal"
1993-05-31,6857.51607419003,"Summer_Even",1993,5,"Above Normal"
1993-06-30,10113.4613659621,"Summer_Even",1993,6,"Above Normal"
1993-07-31,14077.7649006706,"Summer_Even",1993,7,"Above Normal"
1993-08-31,11018.4371840207,"Summer_Even",1993,8,"Above Normal"
1993-09-30,6963.22235717533,"Summer_Even",1993,9,"Above Normal"
1993-10-31,6283.94516842298,"Summer_Even",1993,10,"Above Normal"
1993-11-30,5380.52315751459,"Summer_Even",1993,11,"Above Normal"
2000-04-30,3768.08909434252,"Summer_Even",2000,4,"Above Normal"
2000-05-31,8099.95290864541,"Summer_Even",2000,5,"Above Normal"
2000-06-30,10359.5075073947,"Summer_Even",2000,6,"Above Normal"
2000-07-31,16000,"Summer_Even",2000,7,"Above Normal"
2000-08-31,13713.4871285625,"Summer_Even",2000,8,"Above Normal"
2000-09-30,7059.20524881971,"Summer_Even",2000,9,"Above Normal"
2000-10-31,4552.16850191138,"Summer_Even",2000,10,"Above Normal"
2000-11-30,4907.70357074339,"Summer_Even",2000,11,"Above Normal"
2003-04-30,10921.6077853712,"Summer_Even",2003,4,"Above Normal"
2003-05-31,13400.4381331247,"Summer_Even",2003,5,"Above Normal"
2003-06-30,7645.11362524178,"Summer_Even",2003,6,"Above Normal"
2003-07-31,16000,"Summer_Even",2003,7,"Above Normal"
2003-08-31,11275.6855815584,"Summer_Even",2003,8,"Above Normal"
2003-09-30,6847.27012031585,"Summer_Even",2003,9,"Above Normal"
2003-10-31,6541.35388766799,"Summer_Even",2003,10,"Above Normal"
2003-11-30,4527.61339814859,"Summer_Even",2003,11,"Above Normal"
1922-04-30,5770.8333335,"Summer_Even_AltSMSCG",1922,4,"Above Normal"
1922-05-31,7661.94114402215,"Summer_Even_AltSMSCG",1922,5,"Above Normal"
1922-06-30,9179.2059017829,"Summer_Even_AltSMSCG",1922,6,"Above Normal"
1922-07-31,11415.2604404019,"Summer_Even_AltSMSCG",1922,7,"Above Normal"
1922-08-31,12430.0662979788,"Summer_Even_AltSMSCG",1922,8,"Above Normal"
1922-09-30,7745.31547207491,"Summer_Even_AltSMSCG",1922,9,"Above Normal"
1922-10-31,4779.09173967953,"Summer_Even_AltSMSCG",1922,10,"Above Normal"
1922-11-30,3758.17447159074,"Summer_Even_AltSMSCG",1922,11,"Above Normal"
1928-04-30,4513.30580569028,"Summer_Even_AltSMSCG",1928,4,"Above Normal"
1928-05-31,8113.61448447367,"Summer_Even_AltSMSCG",1928,5,"Above Normal"
1928-06-30,13177.8306689576,"Summer_Even_AltSMSCG",1928,6,"Above Normal"
1928-07-31,17429.4549169399,"Summer_Even_AltSMSCG",1928,7,"Above Normal"
1928-08-31,17341.4658513236,"Summer_Even_AltSMSCG",1928,8,"Above Normal"
1928-09-30,7293.45049496789,"Summer_Even_AltSMSCG",1928,9,"Above Normal"
1928-10-31,5682.73236990886,"Summer_Even_AltSMSCG",1928,10,"Above Normal"
1928-11-30,3504.45151097391,"Summer_Even_AltSMSCG",1928,11,"Above Normal"
1953-04-30,5770.8333335,"Summer_Even_AltSMSCG",1953,4,"Above Normal"
1953-05-31,7462.13947786312,"Summer_Even_AltSMSCG",1953,5,"Above Normal"
1953-06-30,8864.48153948132,"Summer_Even_AltSMSCG",1953,6,"Above Normal"
1953-07-31,15650.9440323764,"Summer_Even_AltSMSCG",1953,7,"Above Normal"
1953-08-31,12161.1275739969,"Summer_Even_AltSMSCG",1953,8,"Above Normal"
1953-09-30,8117.09905599736,"Summer_Even_AltSMSCG",1953,9,"Above Normal"
1953-10-31,5930.50283806878,"Summer_Even_AltSMSCG",1953,10,"Above Normal"
1953-11-30,5986.77412525351,"Summer_Even_AltSMSCG",1953,11,"Above Normal"
1954-04-30,8951.55561682709,"Summer_Even_AltSMSCG",1954,4,"Above Normal"
1954-05-31,7472.75686746345,"Summer_Even_AltSMSCG",1954,5,"Above Normal"
1954-06-30,10881.4560387021,"Summer_Even_AltSMSCG",1954,6,"Above Normal"
1954-07-31,16000,"Summer_Even_AltSMSCG",1954,7,"Above Normal"
1954-08-31,16000,"Summer_Even_AltSMSCG",1954,8,"Above Normal"
1954-09-30,7391.36810575591,"Summer_Even_AltSMSCG",1954,9,"Above Normal"
1954-10-31,5504.71209952405,"Summer_Even_AltSMSCG",1954,10,"Above Normal"
1954-11-30,3262.54361658343,"Summer_Even_AltSMSCG",1954,11,"Above Normal"
1973-04-30,3174.16855091191,"Summer_Even_AltSMSCG",1973,4,"Above Normal"
1973-05-31,5636.82462898169,"Summer_Even_AltSMSCG",1973,5,"Above Normal"
1973-06-30,9176.39706622073,"Summer_Even_AltSMSCG",1973,6,"Above Normal"
1973-07-31,16000,"Summer_Even_AltSMSCG",1973,7,"Above Normal"
1973-08-31,12731.6840783231,"Summer_Even_AltSMSCG",1973,8,"Above Normal"
1973-09-30,6356.30401353947,"Summer_Even_AltSMSCG",1973,9,"Above Normal"
1973-10-31,4329.6822655376,"Summer_Even_AltSMSCG",1973,10,"Above Normal"
1973-11-30,16525.2817135764,"Summer_Even_AltSMSCG",1973,11,"Above Normal"
1978-04-30,3151.61219531153,"Summer_Even_AltSMSCG",1978,4,"Above Normal"
1978-05-31,8334.91086185519,"Summer_Even_AltSMSCG",1978,5,"Above Normal"
1978-06-30,7346.77661230114,"Summer_Even_AltSMSCG",1978,6,"Above Normal"
1978-07-31,11059.6014438487,"Summer_Even_AltSMSCG",1978,7,"Above Normal"
1978-08-31,11485.588531318,"Summer_Even_AltSMSCG",1978,8,"Above Normal"
1978-09-30,7046.97179399795,"Summer_Even_AltSMSCG",1978,9,"Above Normal"
1978-10-31,7253.99542537819,"Summer_Even_AltSMSCG",1978,10,"Above Normal"
1978-11-30,5790.93893520236,"Summer_Even_AltSMSCG",1978,11,"Above Normal"
1993-04-30,3159.41511741989,"Summer_Even_AltSMSCG",1993,4,"Above Normal"
1993-05-31,6857.51607419003,"Summer_Even_AltSMSCG",1993,5,"Above Normal"
1993-06-30,10113.4613659621,"Summer_Even_AltSMSCG",1993,6,"Above Normal"
1993-07-31,14077.7649006706,"Summer_Even_AltSMSCG",1993,7,"Above Normal"
1993-08-31,11018.4371840207,"Summer_Even_AltSMSCG",1993,8,"Above Normal"
1993-09-30,6963.22235717533,"Summer_Even_AltSMSCG",1993,9,"Above Normal"
1993-10-31,6283.94516842298,"Summer_Even_AltSMSCG",1993,10,"Above Normal"
1993-11-30,5380.52315751459,"Summer_Even_AltSMSCG",1993,11,"Above Normal"
2000-04-30,3768.08909434252,"Summer_Even_AltSMSCG",2000,4,"Above Normal"
2000-05-31,8099.95290864541,"Summer_Even_AltSMSCG",2000,5,"Above Normal"
2000-06-30,10359.5075073947,"Summer_Even_AltSMSCG",2000,6,"Above Normal"
2000-07-31,16000,"Summer_Even_AltSMSCG",2000,7,"Above Normal"
2000-08-31,13713.4871285625,"Summer_Even_AltSMSCG",2000,8,"Above Normal"
2000-09-30,7059.20524881971,"Summer_Even_AltSMSCG",2000,9,"Above Normal"
2000-10-31,4552.16850191138,"Summer_Even_AltSMSCG",2000,10,"Above Normal"
2000-11-30,4907.70357074339,"Summer_Even_AltSMSCG",2000,11,"Above Normal"
2003-04-30,10921.6077853712,"Summer_Even_AltSMSCG",2003,4,"Above Normal"
2003-05-31,13400.4381331247,"Summer_Even_AltSMSCG",2003,5,"Above Normal"
2003-06-30,7645.11362524178,"Summer_Even_AltSMSCG",2003,6,"Above Normal"
2003-07-31,16000,"Summer_Even_AltSMSCG",2003,7,"Above Normal"
2003-08-31,11275.6855815584,"Summer_Even_AltSMSCG",2003,8,"Above Normal"
2003-09-30,6847.27012031585,"Summer_Even_AltSMSCG",2003,9,"Above Normal"
2003-10-31,6541.35388766799,"Summer_Even_AltSMSCG",2003,10,"Above Normal"
2003-11-30,4527.61339814859,"Summer_Even_AltSMSCG",2003,11,"Above Normal"
1922-04-30,5770.8333335,"Summer_Hist",1922,4,"Above Normal"
1922-05-31,7661.36424550405,"Summer_Hist",1922,5,"Above Normal"
1922-06-30,9180.82553999484,"Summer_Hist",1922,6,"Above Normal"
1922-07-31,11416.8960720813,"Summer_Hist",1922,7,"Above Normal"
1922-08-31,9661.2534253483,"Summer_Hist",1922,8,"Above Normal"
1922-09-30,8305.23793298926,"Summer_Hist",1922,9,"Above Normal"
1922-10-31,4777.64692337972,"Summer_Hist",1922,10,"Above Normal"
1922-11-30,3758.25912621435,"Summer_Hist",1922,11,"Above Normal"
1928-04-30,4513.30580569027,"Summer_Hist",1928,4,"Above Normal"
1928-05-31,8321.43481799354,"Summer_Hist",1928,5,"Above Normal"
1928-06-30,16000,"Summer_Hist",1928,6,"Above Normal"
1928-07-31,16471.1888246172,"Summer_Hist",1928,7,"Above Normal"
1928-08-31,15901.9694410341,"Summer_Hist",1928,8,"Above Normal"
1928-09-30,6709.34270716077,"Summer_Hist",1928,9,"Above Normal"
1928-10-31,5703.15098913304,"Summer_Hist",1928,10,"Above Normal"
1928-11-30,3500.25146672236,"Summer_Hist",1928,11,"Above Normal"
1953-04-30,5770.8333335,"Summer_Hist",1953,4,"Above Normal"
1953-05-31,7461.60029196665,"Summer_Hist",1953,5,"Above Normal"
1953-06-30,8864.48153948132,"Summer_Hist",1953,6,"Above Normal"
1953-07-31,14363.8948876807,"Summer_Hist",1953,7,"Above Normal"
1953-08-31,10776.6988054547,"Summer_Hist",1953,8,"Above Normal"
1953-09-30,9257.37498381892,"Summer_Hist",1953,9,"Above Normal"
1953-10-31,7075.50452472049,"Summer_Hist",1953,10,"Above Normal"
