"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","year"
"1",16457281.0563274,2365694.96868509,45219574.7611382,4880007.64375941,5987666.34086159,10722157.0055575,15602539.4145828,20835865.0793514,26231007.0956815,34754970.7299522,1996
"2",11768910.2221092,1996043.01758054,34041799.2437553,3038874.39341634,3583104.17349619,7145573.97636261,11157452.4987993,15102954.3544758,19402228.2851362,24675038.3143829,1997
"3",11891004.2162816,2020865.02331804,35969625.6043082,3020734.22551143,3613804.53582731,7074399.3696819,11040512.7317301,15867653.1244541,19135159.3273837,26050005.0251403,1998
"4",19773749.7959929,3131835.69347039,62582113.5667881,4502916.20183135,5959244.29784225,12139715.1876602,17823775.748001,26115715.515883,34611706.5165557,45795964.3237951,1999
"5",27938678.6625909,2369678.26353294,98282883.1937055,6253084.70327053,7750620.15792352,16324516.5691413,24753865.8482484,38284578.0931764,49099403.9659212,65670490.49483,2000
"6",43337496.791723,4227297.24415528,163694718.983103,9499056.18407301,12300291.6139933,23629463.7162611,37910745.5234048,58048378.0540592,78510525.4704239,104060503.316861,2001
"7",70486060.2943389,6436706.84791522,404898458.193058,12692486.4359635,19458990.7292078,39020159.3472241,57396923.0813806,90836240.3722231,129485411.371351,180584443.382594,2002
"8",135425981.815079,11394883.0139331,674662765.814215,25654225.0064517,36923912.9658866,71334698.0933948,111747372.09268,181398192.808605,250997552.047847,355694739.889771,2003
"9",112386184.978266,10172418.5509954,667617149.322639,21380851.9853813,28203141.1461428,57812034.4439986,91117679.5462411,145861748.131764,218932144.801581,275769781.065937,2004
"10",93204169.2009888,8720665.14667049,472049924.090982,17838442.5878435,22478132.566622,47625110.2778624,75850817.9157785,119176884.569226,186811265.121385,252709807.277605,2005
"11",96715190.6083443,11265451.2909039,495215722.127869,18884400.2784913,23139841.2451585,47093640.5572478,79629413.1902822,129189936.383853,193817977.532782,259075469.871405,2006
"12",29352241.2858007,3683616.93417174,150564280.483699,5966822.5768306,6794205.79813872,14068186.1690854,23111472.738611,39970083.6826489,55155725.0094718,82858425.8129489,2007
"13",22987786.8096758,2101391.1774118,99318691.7957349,4495414.65622078,5187658.93086311,11263479.7947314,17985386.5394014,30732854.1863314,45129001.4503675,68722368.8280205,2008
"14",18989163.0245383,940323.057483158,84866839.4237994,3637102.1449498,4403259.43917662,8686591.74183734,14771377.8536806,24692230.573635,37425684.3195066,58422140.199991,2009
"15",11146321.1628014,336453.656567845,54058571.1241062,1953789.48632093,2485957.99356386,4989494.02129676,8609432.57910768,15103103.8566634,22837972.484941,33626134.0155462,2010
"16",5089612.00054385,87692.7083607681,24224546.6215428,865846.32393579,1085519.53209615,2072408.52387513,3907346.05917943,6724819.67374982,10099537.1068817,15964525.2439471,2011
"17",2201399.83688131,48275.7307761575,11879897.8141051,371470.40047026,456104.121933332,921540.314672024,1528111.82686686,3002926.22542759,4805879.6098161,6832234.3496042,2012
"18",911660.969506645,23129.6369294367,7420621.13644873,135836.187625762,166515.406652197,395538.1615391,662273.962502019,1148409.58551623,2055184.76879862,2818258.14183963,2013
"19",378361.933861898,9294.20418401936,2045301.10510936,53726.5347074148,65744.5556473475,159035.740472377,281562.272503776,483088.146467181,830205.646592149,1226105.83680957,2014
