"month","region","year","sal_AltStatusQuo"
1,"NE Suisun",1982,0.211439603385266
1,"NE Suisun",1983,0.190678836653988
1,"NE Suisun",1984,0.271026799791407
1,"NE Suisun",1985,4.31392243054569
1,"NE Suisun",1986,1.63923676651455
1,"NE Suisun",1987,11.0354400909958
1,"NE Suisun",1988,1.70804331593305
1,"NE Suisun",1989,11.8446197053642
1,"NE Suisun",1990,8.63087439527998
1,"NE Suisun",1991,13.3760412473094
1,"NE Suisun",1992,12.5433655260186
1,"NE Suisun",1993,0.409743745111648
1,"NE Suisun",1994,11.4048322193566
1,"NE Suisun",1995,0.238498521022453
1,"NE Suisun",1996,0.446856136691261
1,"NE Suisun",1997,0.118756890465477
1,"NE Suisun",1998,0.27178493231498
1,"NE Suisun",1999,0.554089054407567
1,"NE Suisun",2000,1.71585960513963
1,"NE Suisun",2001,8.10483878475819
1,"NE Suisun",2002,0.414996841277298
1,"NE Suisun",2003,0.30497364140178
1,"NE Suisun",2004,0.679673228431613
1,"NE Suisun",2005,0.577792629210219
1,"NE Suisun",2006,0.192052842563806
1,"NE Suisun",2007,9.42495852743497
1,"NE Suisun",2008,1.88686203951764
1,"NE Suisun",2009,16.6486428444918
1,"NE Suisun",2010,1.60538620934006
1,"NE Suisun",2011,0.586790932385564
1,"NE Suisun",2012,10.6862451251014
1,"NE Suisun",2013,1.18184637065601
1,"NE Suisun",2014,18.706342299994
1,"NE Suisun",2015,4.0948533187081
1,"NE Suisun",2016,0.960137813523137
1,"NE Suisun",2017,0.181794015598074
1,"NE Suisun",2018,3.14770637461501
1,"NE Suisun",2019,0.813174872017635
1,"NE Suisun",2020,3.35970294073799
1,"NE Suisun",2021,13.7096849085704
1,"NW Suisun",1922,8.30448438229905
1,"NW Suisun",1923,1.63191836282122
1,"NW Suisun",1924,15.6867022547015
1,"NW Suisun",1925,15.3359218835897
1,"NW Suisun",1926,12.1489672825558
1,"NW Suisun",1927,3.04360487944851
1,"NW Suisun",1928,8.49200406286914
1,"NW Suisun",1929,16.0829141730596
1,"NW Suisun",1930,6.83738174637982
1,"NW Suisun",1931,16.6500608702142
1,"NW Suisun",1932,6.73295688012116
1,"NW Suisun",1933,17.4390336552933
1,"NW Suisun",1934,12.1361710952966
1,"NW Suisun",1935,4.58302714358566
1,"NW Suisun",1936,2.17644097857104
1,"NW Suisun",1937,16.1773831718622
1,"NW Suisun",1938,1.64509392683532
1,"NW Suisun",1939,17.4832247521882
1,"NW Suisun",1940,2.56267611788037
1,"NW Suisun",1941,0.427350210410659
1,"NW Suisun",1942,0.457262984987316
1,"NW Suisun",1943,0.521107111815538
1,"NW Suisun",1944,14.314658376608
1,"NW Suisun",1945,12.1070097446074
1,"NW Suisun",1946,0.703270630414782
1,"NW Suisun",1947,17.6267068238263
1,"NW Suisun",1948,15.742092454831
1,"NW Suisun",1949,16.87014945343
1,"NW Suisun",1950,8.18876386598232
1,"NW Suisun",1951,0.459773238181584
1,"NW Suisun",1952,0.473701814266244
1,"NW Suisun",1953,0.425141166306017
1,"NW Suisun",1954,4.20229784323378
1,"NW Suisun",1955,4.91852123879157
1,"NW Suisun",1956,0.333174750052406
1,"NW Suisun",1957,16.4265890517262
1,"NW Suisun",1958,1.34691089440998
1,"NW Suisun",1959,6.21057484375122
1,"NW Suisun",1960,16.5227625284643
1,"NW Suisun",1961,16.0627402464596
1,"NW Suisun",1962,17.4620559167201
1,"NW Suisun",1963,5.78966835459854
1,"NW Suisun",1964,9.25455058038392
1,"NW Suisun",1965,0.374008824869872
1,"NW Suisun",1966,5.52153599019183
1,"NW Suisun",1967,0.775597219478889
1,"NW Suisun",1968,5.98493453974311
1,"NW Suisun",1969,0.394027695174197
1,"NW Suisun",1970,0.272089208544098
1,"NW Suisun",1971,0.739811814360198
1,"NW Suisun",1972,12.3018435875305
1,"NW Suisun",1973,0.509464471202677
1,"NW Suisun",1974,0.335447367668213
1,"NW Suisun",1975,16.2568926284068
1,"NW Suisun",1976,19.0217699860961
1,"NW Suisun",1977,21.2967010228421
1,"NW Suisun",1978,0.762961927282423
1,"NW Suisun",1979,7.20494081436295
1,"NW Suisun",1980,0.536395937890693
1,"NW Suisun",1981,7.08686936391542
1,"NW Suisun",1982,0.423838442248856
1,"NW Suisun",1983,0.375000766032964
1,"NW Suisun",1984,0.56608790053311
1,"NW Suisun",1985,8.23000510741757
1,"NW Suisun",1986,3.67825291457322
1,"NW Suisun",1987,15.0690639302382
1,"NW Suisun",1988,3.81862397238167
1,"NW Suisun",1989,15.6403765298904
1,"NW Suisun",1990,13.1144725985253
1,"NW Suisun",1991,16.6225165403812
1,"NW Suisun",1992,16.1037168673977
1,"NW Suisun",1993,0.902453989411795
1,"NW Suisun",1994,15.3346935118202
1,"NW Suisun",1995,0.488119647577355
1,"NW Suisun",1996,0.99267472630379
1,"NW Suisun",1997,0.211017029273083
1,"NW Suisun",1998,0.567912171101102
1,"NW Suisun",1999,1.25237294322142
1,"NW Suisun",2000,3.83447436085142
1,"NW Suisun",2001,12.6270167005134
1,"NW Suisun",2002,0.91522886130683
1,"NW Suisun",2003,0.648011405913883
1,"NW Suisun",2004,1.55323484202722
1,"NW Suisun",2005,1.30947371913075
1,"NW Suisun",2006,0.378217662629331
1,"NW Suisun",2007,13.8067948199572
1,"NW Suisun",2008,4.17646715478763
1,"NW Suisun",2009,18.3620074181346
1,"NW Suisun",2010,3.60863598213752
1,"NW Suisun",2011,1.33111490353568
1,"NW Suisun",2012,14.810169246797
1,"NW Suisun",2013,2.70518293865845
1,"NW Suisun",2014,19.2540308813599
1,"NW Suisun",2015,7.91481369226005
1,"NW Suisun",2016,2.20740061460296
1,"NW Suisun",2017,0.354257674441749
1,"NW Suisun",2018,6.44772086765454
1,"NW Suisun",2019,1.86791300060274
1,"NW Suisun",2020,6.79187793369101
1,"NW Suisun",2021,16.8208632360974
1,"SE Suisun",1922,4.42435716003063
1,"SE Suisun",1923,0.773305647911749
1,"SE Suisun",1924,11.623376576088
1,"SE Suisun",1925,11.1477081974567
1,"SE Suisun",1926,7.55445840205175
1,"SE Suisun",1927,1.41661502770025
1,"SE Suisun",1928,4.55493217081708
1,"SE Suisun",1929,12.1848073644098
1,"SE Suisun",1930,3.46597425553539
1,"SE Suisun",1931,13.037323130836
1,"SE Suisun",1932,3.40176477663968
1,"SE Suisun",1933,14.332354158716
1,"SE Suisun",1934,7.54219461502789
1,"SE Suisun",1935,2.18341932722824
1,"SE Suisun",1936,1.01598509557431
1,"SE Suisun",1937,12.3226761867096
1,"SE Suisun",1938,0.779115427657993
1,"SE Suisun",1939,14.4090743610324
1,"SE Suisun",1940,1.1920121337822
1,"SE Suisun",1941,0.241762972673852
1,"SE Suisun",1942,0.255533094865714
1,"SE Suisun",1943,0.284635053011169
1,"SE Suisun",1944,9.86488868676452
1,"SE Suisun",1945,7.5143008525408
1,"SE Suisun",1946,0.366167351634018
1,"SE Suisun",1947,14.6614873017599
1,"SE Suisun",1948,11.7002811153274
1,"SE Suisun",1949,13.3850380836242
1,"SE Suisun",1950,4.34473766928263
1,"SE Suisun",1951,0.256684405326799
1,"SE Suisun",1952,0.263061433923082
1,"SE Suisun",1953,0.240742142877645
1,"SE Suisun",1954,1.98638731005046
1,"SE Suisun",1955,2.36139760432438
1,"SE Suisun",1956,0.197662969110362
1,"SE Suisun",1957,12.6941682442537
1,"SE Suisun",1958,0.648172936762256
1,"SE Suisun",1959,3.08796732561895
1,"SE Suisun",1960,12.840656985105
1,"SE Suisun",1961,12.1555705535441
1,"SE Suisun",1962,14.3722639904435
1,"SE Suisun",1963,2.84378238109422
1,"SE Suisun",1964,5.10655827618133
1,"SE Suisun",1965,0.21694250187897
1,"SE Suisun",1966,2.69208531517217
1,"SE Suisun",1967,0.398136145600347
1,"SE Suisun",1968,2.95612905075816
1,"SE Suisun",1969,0.22630133003975
1,"SE Suisun",1970,0.168234098205769
1,"SE Suisun",1971,0.382339558620312
1,"SE Suisun",1972,7.70210873422471
1,"SE Suisun",1973,0.279354014682572
1,"SE Suisun",1974,0.198743331661414
1,"SE Suisun",1975,12.4399571924754
1,"SE Suisun",1976,17.4217260667394
1,"SE Suisun",1977,23.7782704655863
1,"SE Suisun",1978,0.392562872980302
1,"SE Suisun",1979,3.69604826705026
1,"SE Suisun",1980,0.291554214057691
1,"SE Suisun",1981,3.62144197212877
1,"SE Suisun",1982,0.240139871151173
1,"SE Suisun",1983,0.217407577644723
1,"SE Suisun",1984,0.304944336577406
1,"SE Suisun",1985,4.37302980025594
1,"SE Suisun",1986,1.72335753839495
1,"SE Suisun",1987,10.7984160010713
1,"SE Suisun",1988,1.79291544297583
1,"SE Suisun",1989,11.5594406443032
1,"SE Suisun",1990,8.52386846971517
1,"SE Suisun",1991,12.9944978887931
1,"SE Suisun",1992,12.2150306383645
1,"SE Suisun",1993,0.453886926413317
1,"SE Suisun",1994,11.1460760477634
1,"SE Suisun",1995,0.269643298638317
1,"SE Suisun",1996,0.493381118973033
1,"SE Suisun",1997,0.137846300171797
1,"SE Suisun",1998,0.305765110549006
1,"SE Suisun",1999,0.606835366048237
1,"SE Suisun",2000,1.80081033611936
1,"SE Suisun",2001,8.02329999479645
1,"SE Suisun",2002,0.459485080946547
1,"SE Suisun",2003,0.341614751493238
1,"SE Suisun",2004,0.738661669080691
1,"SE Suisun",2005,0.631796433388204
1,"SE Suisun",2006,0.218914845282673
1,"SE Suisun",2007,9.27736309010206
1,"SE Suisun",2008,1.9732044098019
1,"SE Suisun",2009,16.0413561675779
1,"SE Suisun",2010,1.68909727205799
1,"SE Suisun",2011,0.641261915971502
1,"SE Suisun",2012,10.4693634732083
1,"SE Suisun",2013,1.25790751820059
1,"SE Suisun",2014,17.9453152635809
1,"SE Suisun",2015,4.15910832943868
1,"SE Suisun",2016,1.02996440799318
1,"SE Suisun",2017,0.207651008465884
1,"SE Suisun",2018,3.22891278179957
1,"SE Suisun",2019,0.877794066343921
1,"SE Suisun",2020,3.43793263317985
1,"SE Suisun",2021,13.3063047858262
1,"Suisun Marsh",1922,3.36513634751572
1,"Suisun Marsh",1923,1.24220076243625
1,"Suisun Marsh",1924,7.67232109870785
1,"Suisun Marsh",1925,7.36643225695844
1,"Suisun Marsh",1926,5.16053859687957
1,"Suisun Marsh",1927,1.65293765233442
1,"Suisun Marsh",1928,3.43845229266148
1,"Suisun Marsh",1929,8.03778633837199
1,"Suisun Marsh",1930,2.82843325513772
1,"Suisun Marsh",1931,8.60205582422533
1,"Suisun Marsh",1932,2.79247831476215
1,"Suisun Marsh",1933,9.48119967832734
1,"Suisun Marsh",1934,5.1533048772672
1,"Suisun Marsh",1935,2.10396989643834
1,"Suisun Marsh",1936,1.40296584389883
1,"Suisun Marsh",1937,8.12827342842362
1,"Suisun Marsh",1938,1.2461675910023
1,"Suisun Marsh",1939,9.53412698632622
1,"Suisun Marsh",1940,1.51464408455123
1,"Suisun Marsh",1941,0.830982219729529
1,"Suisun Marsh",1942,0.843734713145054
1,"Suisun Marsh",1943,0.870050330617793
1,"Suisun Marsh",1944,6.55820656164132
1,"Suisun Marsh",1945,5.13685873704489
1,"Suisun Marsh",1946,0.939985787960106
1,"Suisun Marsh",1947,9.70893449958314
1,"Suisun Marsh",1948,7.72209764783812
1,"Suisun Marsh",1949,8.83547885936219
1,"Suisun Marsh",1950,3.32046811293774
1,"Suisun Marsh",1951,0.844791768884863
1,"Suisun Marsh",1952,0.850622026672932
1,"Suisun Marsh",1953,0.830028540530494
1,"Suisun Marsh",1954,1.99023902723284
1,"Suisun Marsh",1955,2.20585663634048
1,"Suisun Marsh",1956,0.788621324565886
1,"Suisun Marsh",1957,8.37356183946972
1,"Suisun Marsh",1958,1.15495448444014
1,"Suisun Marsh",1959,2.61653569131675
1,"Suisun Marsh",1960,8.47087717665911
1,"Suisun Marsh",1961,8.01863514426986
1,"Suisun Marsh",1962,9.5087205501391
1,"Suisun Marsh",1963,2.47919524639418
1,"Suisun Marsh",1964,3.74922825701922
1,"Suisun Marsh",1965,0.807446544772377
1,"Suisun Marsh",1966,2.39358591101621
1,"Suisun Marsh",1967,0.966165786245282
1,"Suisun Marsh",1968,2.54244507434253
1,"Suisun Marsh",1969,0.816408446970528
1,"Suisun Marsh",1970,0.758823707019379
1,"Suisun Marsh",1971,0.95330599480428
1,"Suisun Marsh",1972,5.24777399483305
1,"Suisun Marsh",1973,0.865335067059413
1,"Suisun Marsh",1974,0.789689888193966
1,"Suisun Marsh",1975,8.20547981780414
1,"Suisun Marsh",1976,11.6892444478473
1,"Suisun Marsh",1977,16.7509196447335
1,"Suisun Marsh",1978,0.961645141874091
1,"Suisun Marsh",1979,2.95720473591014
1,"Suisun Marsh",1980,0.876190162821131
1,"Suisun Marsh",1981,2.91545461272273
1,"Suisun Marsh",1982,0.82946533496025
1,"Suisun Marsh",1983,0.807894513942019
1,"Suisun Marsh",1984,0.887954314501327
1,"Suisun Marsh",1985,3.33633761788336
1,"Suisun Marsh",1986,1.8363997543397
1,"Suisun Marsh",1987,7.14397127847311
1,"Suisun Marsh",1988,1.87734526594848
1,"Suisun Marsh",1989,7.63100688788755
1,"Suisun Marsh",1990,5.73831973350807
1,"Suisun Marsh",1991,8.57343906969374
1,"Suisun Marsh",1992,8.05759756623734
1,"Suisun Marsh",1993,1.01047812152273
1,"Suisun Marsh",1994,7.3653885264692
1,"Suisun Marsh",1995,0.856596708970618
1,"Suisun Marsh",1996,1.04097676827911
1,"Suisun Marsh",1997,0.726455227936106
1,"Suisun Marsh",1998,0.888670531172617
1,"Suisun Marsh",1999,1.12526500291416
1,"Suisun Marsh",2000,1.88197972243665
1,"Suisun Marsh",2001,5.43847888355192
1,"Suisun Marsh",2002,1.01484319778933
1,"Suisun Marsh",2003,0.919441370942642
1,"Suisun Marsh",2004,1.21840211309523
1,"Suisun Marsh",2005,1.14325010608117
1,"Suisun Marsh",2006,0.809344432280556
1,"Suisun Marsh",2007,6.19594528395726
1,"Suisun Marsh",2008,1.98258832416274
1,"Suisun Marsh",2009,10.683026436257
1,"Suisun Marsh",2010,1.81615357201094
1,"Suisun Marsh",2011,1.15002408750599
1,"Suisun Marsh",2012,6.93605152359218
1,"Suisun Marsh",2013,1.55564647179973
1,"Suisun Marsh",2014,12.0793678725163
1,"Suisun Marsh",2015,3.21641796048781
1,"Suisun Marsh",2016,1.41196397580461
1,"Suisun Marsh",2017,0.798437328993682
1,"Suisun Marsh",2018,2.69561944127566
1,"Suisun Marsh",2019,1.3125797597335
1,"Suisun Marsh",2020,2.8127323076075
1,"Suisun Marsh",2021,8.78245711664375
1,"SW Suisun",1922,12.74271944496
1,"SW Suisun",1923,3.40010108913957
1,"SW Suisun",1924,18.1647155855165
1,"SW Suisun",1925,18.0133907834033
1,"SW Suisun",1926,16.1415618466546
1,"SW Suisun",1927,5.84578507526043
1,"SW Suisun",1928,12.9378476404708
1,"SW Suisun",1929,18.3217641764381
1,"SW Suisun",1930,11.1060291882956
1,"SW Suisun",1931,18.5201625004044
1,"SW Suisun",1932,10.9818671332616
1,"SW Suisun",1933,18.7419010660243
1,"SW Suisun",1934,16.1323063165369
1,"SW Suisun",1935,8.17927582674793
1,"SW Suisun",1936,4.38405607875701
1,"SW Suisun",1937,18.3569953346602
1,"SW Suisun",1938,3.42459044365128
1,"SW Suisun",1939,18.7523699430645
1,"SW Suisun",1940,5.04989757115704
1,"SW Suisun",1941,0.98000333266395
1,"SW Suisun",1942,1.04550722757075
1,"SW Suisun",1943,1.18413473629389
1,"SW Suisun",1944,17.509296080706
1,"SW Suisun",1945,16.1111627954809
1,"SW Suisun",1946,1.57152960082747
1,"SW Suisun",1947,18.7848842272211
1,"SW Suisun",1948,18.1875636049411
1,"SW Suisun",1949,18.5885174827157
1,"SW Suisun",1950,12.6207452412017
1,"SW Suisun",1951,1.05098788805664
1,"SW Suisun",1952,1.08135293687846
1,"SW Suisun",1953,0.975151465174066
1,"SW Suisun",1954,7.63003809826798
1,"SW Suisun",1955,8.64925495685372
1,"SW Suisun",1956,0.771318782619108
1,"SW Suisun",1957,18.4457691921588
1,"SW Suisun",1958,2.8613011651072
1,"SW Suisun",1959,10.3448037542025
1,"SW Suisun",1960,18.4783950530615
1,"SW Suisun",1961,18.3141290905262
1,"SW Suisun",1962,18.7473816032237
1,"SW Suisun",1963,9.81167225485927
1,"SW Suisun",1964,13.6995837863116
1,"SW Suisun",1965,0.862275065792277
1,"SW Suisun",1966,9.46253383881553
1,"SW Suisun",1967,1.72226930361243
1,"SW Suisun",1968,10.0612424679917
1,"SW Suisun",1969,0.906599371266738
1,"SW Suisun",1970,0.633822861276913
1,"SW Suisun",1971,1.64789376064862
1,"SW Suisun",1972,16.2510815013541
1,"SW Suisun",1973,1.15897130822927
1,"SW Suisun",1974,0.776400579856475
1,"SW Suisun",1975,18.3859777429199
1,"SW Suisun",1976,18.9749957132594
1,"SW Suisun",1977,18.6636610942584
1,"SW Suisun",1978,1.69605402577265
1,"SW Suisun",1979,11.5347896026547
1,"SW Suisun",1980,1.21710153227308
1,"SW Suisun",1981,11.3984526768772
1,"SW Suisun",1982,0.972289266137064
1,"SW Suisun",1983,0.864475420043451
1,"SW Suisun",1984,1.28087909965702
1,"SW Suisun",1985,12.6643521085571
1,"SW Suisun",1986,6.84498846407616
1,"SW Suisun",1987,17.8906996170466
1,"SW Suisun",1988,7.05868638461927
1,"SW Suisun",1989,18.145385921033
1,"SW Suisun",1990,16.8004076307781
1,"SW Suisun",1991,18.5112626561889
1,"SW Suisun",1992,18.3295962261473
1,"SW Suisun",1993,1.98280297301175
1,"SW Suisun",1994,18.0128409109942
1,"SW Suisun",1995,1.11270444860075
1,"SW Suisun",1996,2.16528025972998
1,"SW Suisun",1997,0.494524604045266
1,"SW Suisun",1998,1.28478712799733
1,"SW Suisun",1999,2.6785594318107
1,"SW Suisun",2000,7.08265702438933
1,"SW Suisun",2001,16.4775406462602
1,"SW Suisun",2002,2.00877928558572
1,"SW Suisun",2003,1.45522178032482
1,"SW Suisun",2004,3.25310121663658
1,"SW Suisun",2005,2.78918507524064
1,"SW Suisun",2006,0.871608300960064
1,"SW Suisun",2007,17.2244121713648
1,"SW Suisun",2008,7.59214488885549
1,"SW Suisun",2009,18.9147246027079
1,"SW Suisun",2010,6.73805213490928
1,"SW Suisun",2011,2.83091251038194
1,"SW Suisun",2012,17.7655164303473
1,"SW Suisun",2013,5.28942596565471
1,"SW Suisun",2014,18.9824374648971
1,"SW Suisun",2015,12.3272113821621
1,"SW Suisun",2016,4.43836042423192
1,"SW Suisun",2017,0.818372772193475
1,"SW Suisun",2018,10.6373350908548
1,"SW Suisun",2019,3.83346601658536
1,"SW Suisun",2020,11.0520536766733
1,"SW Suisun",2021,18.5736386839082
2,"Confluence",1922,0.172401286785086
2,"Confluence",1923,0.295342101589766
2,"Confluence",1924,2.00262752269627
2,"Confluence",1925,0.142084157995753
2,"Confluence",1926,0.18891562775504
2,"Confluence",1927,0.10973790797268
2,"Confluence",1928,0.270322386114829
2,"Confluence",1929,1.66961699237797
2,"Confluence",1930,0.481780086714758
2,"Confluence",1931,3.83649393789442
2,"Confluence",1932,0.330393590591445
2,"Confluence",1933,4.07383356148127
2,"Confluence",1934,0.82031461007753
2,"Confluence",1935,0.384074608114034
2,"Confluence",1936,0.11881108471627
2,"Confluence",1937,0.190963792667405
2,"Confluence",1938,0.108790548195041
2,"Confluence",1939,3.25540343345284
2,"Confluence",1940,0.125291787141902
2,"Confluence",1941,0.110707719918493
2,"Confluence",1942,0.108614234899015
2,"Confluence",1943,0.124571519192917
2,"Confluence",1944,0.314436563589487
2,"Confluence",1945,0.148138893034058
2,"Confluence",1946,0.26787917054187
2,"Confluence",1947,1.52650751981723
2,"Confluence",1948,2.23951509728135
2,"Confluence",1949,2.30607820509405
2,"Confluence",1950,0.183653241136667
2,"Confluence",1951,0.116742152184155
2,"Confluence",1952,0.11570915500117
2,"Confluence",1953,0.205575329785182
2,"Confluence",1954,0.134562289987298
2,"Confluence",1955,0.773359807453257
2,"Confluence",1956,0.115947802325435
2,"Confluence",1957,0.388698971194797
2,"Confluence",1958,0.104037130234678
2,"Confluence",1959,0.141758781577315
2,"Confluence",1960,0.339885572875355
2,"Confluence",1961,0.276940984243979
2,"Confluence",1962,0.160157457713868
2,"Confluence",1963,0.127884975347141
2,"Confluence",1964,0.85272429124922
2,"Confluence",1965,0.157794032334419
2,"Confluence",1966,0.244633223404986
2,"Confluence",1967,0.137121886743576
2,"Confluence",1968,0.134828767229587
2,"Confluence",1969,0.109323036945026
2,"Confluence",1970,0.114858904084357
2,"Confluence",1971,0.234701683102769
2,"Confluence",1972,1.11630268368383
2,"Confluence",1973,0.114515222986895
2,"Confluence",1974,0.13922618711106
2,"Confluence",1975,0.14856057432959
2,"Confluence",1976,6.20626251427633
2,"Confluence",1977,3.21131863520422
2,"Confluence",1978,0.129774022632629
2,"Confluence",1979,0.186561147211912
2,"Confluence",1980,0.109915260351833
2,"Confluence",1981,0.315387702846999
2,"Confluence",1982,0.111225528378196
2,"Confluence",1983,0.104024104981698
2,"Confluence",1984,0.14852559112622
2,"Confluence",1985,1.07329780061657
2,"Confluence",1986,0.102779993032854
2,"Confluence",1987,0.677406478623721
2,"Confluence",1988,0.807414007588564
2,"Confluence",1989,2.68335714504348
2,"Confluence",1990,0.936493336692464
2,"Confluence",1991,3.41743662324133
2,"Confluence",1992,0.276855514119632
2,"Confluence",1993,0.128652266174685
