"Date","OUTFLOW","OMR","BD_EC_prev","X2","BD_EC_current","scenario","year","month"
1921-11-30,4500,-8450.12924338362,6107.768,82.99984,7015.114,"StatusQuo",1921,11
1921-12-31,17931.4941206425,-5290.32258064516,7015.114,74.59458,7526.4746,"StatusQuo",1921,12
1922-01-31,17470.0959419374,-4343.38709677419,7526.4746,68.29505,3045.0327,"StatusQuo",1922,1
1922-02-28,58877.2924991822,-4550,3045.0327,56.285427,1005.5912,"StatusQuo",1922,2
1922-03-31,43679.5697871727,-3500,1005.5912,56.941498,336.63998,"StatusQuo",1922,3
1922-04-30,31937.8944843386,-3995,336.63998,60.01558,559.21277,"StatusQuo",1922,4
1922-05-31,31625.0553647926,-3979.03748946969,559.21277,60.731186,695.8742,"StatusQuo",1922,5
1922-06-30,8880.45643204393,-4199.74467751514,695.8742,72.99691,2380.2947,"StatusQuo",1922,6
1922-07-31,8162.63440861291,-9927.56644514683,2380.2947,81.58027,2907.4136,"StatusQuo",1922,7
1922-08-31,6237.23110861293,-9626.70490009978,2907.4136,84.19066,4258.9517,"StatusQuo",1922,8
1922-09-30,11250,-6821.61164668861,4258.9517,79.90974,7288.0923,"StatusQuo",1922,9
1922-10-31,8125,-5316.15159949697,7288.0923,79.92862,7366.027,"StatusQuo",1922,10
1922-11-30,7594.51435589521,-8468.9756599245,7366.027,82.96809,8484.3,"StatusQuo",1922,11
1922-12-31,41885.840770505,-5290.32258064516,8484.3,61.32982,3786.044,"StatusQuo",1922,12
1923-01-31,31826.6661510099,-4343.38709677419,3786.044,60.274426,704.5048,"StatusQuo",1923,1
1923-02-28,19410.4843195032,-4030.35714285714,704.5048,64.84306,1165.3252,"StatusQuo",1923,2
1923-03-31,11895.161,-2803.7248824238,1165.3252,72.08417,2710.3687,"StatusQuo",1923,3
1923-04-30,24331.701211492,-3065.77306852832,2710.3687,66.122635,2933.6707,"StatusQuo",1923,4
1923-05-31,12124.193,-3437.48095352864,2933.6707,71.66692,2659.88,"StatusQuo",1923,5
1923-06-30,6718.75,-4475,2659.88,80.99848,5393.553,"StatusQuo",1923,6
1923-07-31,8691.22986841573,-10414.8960453536,5393.553,82.83261,3789.82,"StatusQuo",1923,7
1923-08-31,4000,-9856.33587047646,3789.82,86.688416,5274.349,"StatusQuo",1923,8
1923-09-30,4800.10416625201,-7391.56739360853,5274.349,88.26064,12094.953,"StatusQuo",1923,9
1923-10-31,4000,-6366.7503339998,12094.953,90.243744,8968.148,"StatusQuo",1923,10
1923-11-30,5766.3402200338,-4767.38818716627,8968.148,90.57237,9186.059,"StatusQuo",1923,11
1923-12-31,6670.66611287707,-3271.87118505914,9186.059,88.52811,7614.1714,"StatusQuo",1923,12
1924-01-31,9548.83277874527,-4775,7614.1714,85.371475,5471.083,"StatusQuo",1924,1
1924-02-29,13483.7085094119,-4625,5471.083,79.221275,2615.622,"StatusQuo",1924,2
1924-03-31,7103.72746153792,-1547.98703949051,2615.622,80.34263,4636.614,"StatusQuo",1924,3
1924-04-30,4833.00898852651,-697.813050829715,4636.614,85.875374,9926.334,"StatusQuo",1924,4
1924-05-31,4260.21505378065,-1403.76951678329,9926.334,90.68394,7981.707,"StatusQuo",1924,5
1924-06-30,3000,-1455.63549898009,7981.707,93.1984,12987.589,"StatusQuo",1924,6
1924-07-31,3000,-1878.32933151526,12987.589,94.23877,17415.553,"StatusQuo",1924,7
1924-08-31,3000,-1722.73155653779,17415.553,94.016945,19192.568,"StatusQuo",1924,8
1924-09-30,3677.24112847635,-2216.49383268336,19192.568,92.70335,11778.389,"StatusQuo",1924,9
1924-10-31,3679.82924164998,-5012.95119268921,11778.389,93.1908,11142.674,"StatusQuo",1924,10
1924-11-30,5693.00290240789,-2596.08032401725,11142.674,92.28955,11213.401,"StatusQuo",1924,11
1924-12-31,9058.46730959743,-3636.57713433018,11213.401,87.44137,7472.256,"StatusQuo",1924,12
1925-01-31,8213.27471305213,-4625,7472.256,84.69038,8247.944,"StatusQuo",1925,1
1925-02-28,78862.1396880542,-4035.71428571429,8247.944,56.010532,917.6149,"StatusQuo",1925,2
1925-03-31,16865.5238286924,-3905,917.6149,64.81902,947.61926,"StatusQuo",1925,3
1925-04-30,27294.4941075257,-2516.11977422325,947.61926,63.143547,1370.3126,"StatusQuo",1925,4
1925-05-31,13244.1949312598,-2231.92204415972,1370.3126,69.874756,2177.035,"StatusQuo",1925,5
1925-06-30,6779.1665,-4400,2177.035,80.41221,5495.79,"StatusQuo",1925,6
1925-07-31,5000,-6933.90963532184,5495.79,85.370674,9835.097,"StatusQuo",1925,7
1925-08-31,3500,-4824.02023865227,9835.097,88.68814,13546.532,"StatusQuo",1925,8
1925-09-30,3474.52738831316,-6995.81395542467,13546.532,91.78154,9376.944,"StatusQuo",1925,9
1925-10-31,4000,-3903.5792860356,9376.944,92.31704,9655.612,"StatusQuo",1925,10
1925-11-30,5514.09654539301,-4425.79244970736,9655.612,91.809296,9390,"StatusQuo",1925,11
1925-12-31,6297.09217515611,-3071.13669251401,9390,90.6877,8106.773,"StatusQuo",1925,12
1926-01-31,15111.3166284907,-4055,8106.773,80.24423,3132.2783,"StatusQuo",1926,1
1926-02-28,43651.6854040371,-3808.03571428571,3132.2783,59.6349,957.12463,"StatusQuo",1926,2
1926-03-31,17663.307,-1242.28584306937,957.12463,65.20667,992.7437,"StatusQuo",1926,3
1926-04-30,20973.2765733411,-2391.51935164686,992.7437,66.02276,1817.1272,"StatusQuo",1926,4
1926-05-31,11487.097,-3223.02818593491,1817.1272,73.11712,2926.1423,"StatusQuo",1926,5
1926-06-30,7100,-4400,2926.1423,81.15227,5951.713,"StatusQuo",1926,6
1926-07-31,5000,-5399.58155272142,5951.713,85.34546,10505.073,"StatusQuo",1926,7
1926-08-31,3500,-3654.17884730351,10505.073,88.99372,13733.331,"StatusQuo",1926,8
1926-09-30,3000,-5414.00127261977,13733.331,92.41065,10431.639,"StatusQuo",1926,9
1926-10-31,4011.22485794479,-3888.06988476002,10431.639,92.78633,10704.011,"StatusQuo",1926,10
1926-11-30,16300.9674400582,-8491.38549001509,10704.011,80.0924,3857.954,"StatusQuo",1926,11
1926-12-31,13424.512652999,-5290.32258064516,3857.954,73.44687,3112.6687,"StatusQuo",1926,12
1927-01-31,36407.6291126344,-3875.96774193548,3112.6687,61.29584,1924.3817,"StatusQuo",1927,1
1927-02-28,173083.031539727,-4175,1924.3817,51.552837,292.40292,"StatusQuo",1927,2
1927-03-31,51046.7010780744,-3575,292.40292,55.86935,237.42578,"StatusQuo",1927,3
1927-04-30,49281.9773189853,-3917.11518535302,237.42578,56.267292,286.97812,"StatusQuo",1927,4
1927-05-31,16399.193,-3959.81397184856,286.97812,66.26762,1051.8162,"StatusQuo",1927,5
1927-06-30,7140.35331619111,-4505,1051.8162,78.343025,3937.9368,"StatusQuo",1927,6
1927-07-31,9761.82677401079,-10296.6552569585,3937.9368,80.687744,7835.2876,"StatusQuo",1927,7
1927-08-31,5651.2095,-11307.1757720327,7835.2876,82.74057,9009.468,"StatusQuo",1927,8
1927-09-30,10937.5,-4270.83958318576,9009.468,80.041374,9567.705,"StatusQuo",1927,9
1927-10-31,7968.75,-5168.71918057927,9567.705,79.987366,8034.8154,"StatusQuo",1927,10
1927-11-30,5348.64465341794,-9705.69154750429,8034.8154,84.95304,9344.472,"StatusQuo",1927,11
1927-12-31,5063.05586425311,-8350.08826293838,9344.472,87.37939,11732.652,"StatusQuo",1927,12
1928-01-31,16910.1391880049,-3645.16129032258,11732.652,78.03178,3091.5217,"StatusQuo",1928,1
1928-02-29,20402.9824538199,-4040.51724137931,3091.5217,67.14257,1659.5656,"StatusQuo",1928,2
1928-03-31,92102.0627463114,-3500,1659.5656,54.070953,435.0865,"StatusQuo",1928,3
1928-04-30,30009.6033159247,-3219.19447204794,435.0865,60.063328,437.36664,"StatusQuo",1928,4
1928-05-31,12600.807,-3265.7223765229,437.36664,70.30272,2027.9799,"StatusQuo",1928,5
1928-06-30,7890.05784498729,-4490,2027.9799,79.41717,5390.791,"StatusQuo",1928,6
1928-07-31,10180.1840791521,-8456.32857199501,5390.791,80.88536,3241.7346,"StatusQuo",1928,7
1928-08-31,5862.9033,-11233.2738899269,3241.7346,83.776146,3950.303,"StatusQuo",1928,8
1928-09-30,11093.75,-3842.7363262668,3950.303,80.064125,7603.8193,"StatusQuo",1928,9
1928-10-31,8125,-2588.10369666781,7603.8193,80.0004,7510.8257,"StatusQuo",1928,10
1928-11-30,6310.64548742773,-8388.98373431072,7510.8257,84.42851,9192.265,"StatusQuo",1928,11
1928-12-31,5085.46759694579,-7451.61802170344,9192.265,86.75471,11150.014,"StatusQuo",1928,12
1929-01-31,8481.12483079233,-4745,11150.014,86.44529,6111.234,"StatusQuo",1929,1
1929-02-28,16244.6097011588,-3580.35714285714,6111.234,77.70153,2276.9082,"StatusQuo",1929,2
1929-03-31,9108.2383388905,-3721.47803957219,2276.9082,76.65036,3126.5186,"StatusQuo",1929,3
1929-04-30,7184.37194420043,-925.613356868867,3126.5186,81.89888,7186.553,"StatusQuo",1929,4
1929-05-31,4000,-2147.54136837494,7186.553,87.52065,10480.912,"StatusQuo",1929,5
1929-06-30,4000,-1479.17255106438,10480.912,90.21884,14082.948,"StatusQuo",1929,6
1929-07-31,4000,-2996.5907527692,14082.948,92.094734,16081.649,"StatusQuo",1929,7
1929-08-31,3341.73298090623,-1827.89318893871,16081.649,92.58964,17339.979,"StatusQuo",1929,8
1929-09-30,3000,-4921.92066761295,17339.979,92.99769,10926.358,"StatusQuo",1929,9
1929-10-31,3000,-1992.15449305821,10926.358,94.10023,11423.774,"StatusQuo",1929,10
1929-11-30,5414.41399333535,-1694.92039516119,11423.774,92.97144,11075.351,"StatusQuo",1929,11
1929-12-31,14213.7504617521,-5290.32258064516,11075.351,82.36166,3669.3218,"StatusQuo",1929,12
1930-01-31,26657.1000401313,-4262.09677419355,3669.3218,65.268745,1673.9722,"StatusQuo",1930,1
1930-02-28,18535.715,-2350.26094021724,1673.9722,65.87084,1501.1293,"StatusQuo",1930,2
1930-03-31,29941.3533610521,-3905,1501.1293,62.014008,1249.1957,"StatusQuo",1930,3
1930-04-30,12261.7071314556,-2023.57822425085,1249.1957,70.01513,1852.8696,"StatusQuo",1930,4
1930-05-31,7562.3804249358,-2621.45548696271,1852.8696,80.33931,5175.0337,"StatusQuo",1930,5
1930-06-30,7112.32572657127,-4400,5175.0337,83.67209,8192.46,"StatusQuo",1930,6
1930-07-31,5000,-8692.90214231945,8192.46,85.97727,10778.38,"StatusQuo",1930,7
1930-08-31,3500,-5708.11909399041,10778.38,90.27222,13344.886,"StatusQuo",1930,8
1930-09-30,3000,-5794.00189845969,13344.886,92.5155,9830.74,"StatusQuo",1930,9
1930-10-31,4210.19763463494,-3924.81640879655,9830.74,92.53346,10630.352,"StatusQuo",1930,10
1930-11-30,5164.0314735857,-2995.43057734613,10630.352,91.88917,10419.55,"StatusQuo",1930,11
1930-12-31,4536.16244717016,-2133.53251300946,10419.55,92.61396,9705.061,"StatusQuo",1930,12
1931-01-31,12361.3539824346,-2787.92164965797,9705.061,84.80535,5236.779,"StatusQuo",1931,1
1931-02-28,8328.74812887216,-4625,5236.779,81.5953,5558.321,"StatusQuo",1931,2
1931-03-31,7287.23577782647,-1571.14670156978,5558.321,83.18579,4008.9114,"StatusQuo",1931,3
1931-04-30,4045.16041857394,-757.893803598146,4008.9114,88.001015,6379.2627,"StatusQuo",1931,4
1931-05-31,4759.72552357022,-1820.39415460438,6379.2627,90.59423,9579.029,"StatusQuo",1931,5
1931-06-30,4660.65758034004,-1681.8375215543,9579.029,91.88548,13841.804,"StatusQuo",1931,6
1931-07-31,3000,-2105.08603870935,13841.804,93.370636,16357.404,"StatusQuo",1931,7
1931-08-31,3000,-1931.41681732123,16357.404,93.90622,18718.143,"StatusQuo",1931,8
1931-09-30,3718.47222223667,-2131.1016319649,18718.143,92.66873,11967.604,"StatusQuo",1931,9
1931-10-31,3000,-2091.09590359236,11967.604,93.95722,11444.974,"StatusQuo",1931,10
1931-11-30,6396.71771889704,-562.990958567997,11444.974,91.87401,10438.868,"StatusQuo",1931,11
1931-12-31,20534.329770289,-5290.32258064516,10438.868,74.45724,2425.2024,"StatusQuo",1931,12
1932-01-31,22555.400523214,-4262.09677419355,2425.2024,65.16251,1315.0956,"StatusQuo",1932,1
1932-02-29,24388.6059516676,-3991.37931034483,1315.0956,63.815136,1573.85,"StatusQuo",1932,2
1932-03-31,8469.5830766921,-3548.1516976635,1573.85,74.515526,3007.3298,"StatusQuo",1932,3
1932-04-30,8559.63176642244,-3132.19984152393,3007.3298,81.00105,6825.235,"StatusQuo",1932,4
1932-05-31,12737.7017471308,-3395.2483532268,6825.235,77.38544,6605.7295,"StatusQuo",1932,5
1932-06-30,4162.77968441277,-1526.0890508466,6605.7295,83.00101,7022.0576,"StatusQuo",1932,6
1932-07-31,3014.34039874552,-2157.57504672399,7022.0576,89.83426,12872.81,"StatusQuo",1932,7
1932-08-31,3000,-2075.39587161933,12872.81,92.3684,16790.652,"StatusQuo",1932,8
1932-09-30,3034.53316060977,-4245.04176209605,16790.652,93.28385,11831.244,"StatusQuo",1932,9
1932-10-31,3255.79993126225,-3208.95462250831,11831.244,94.369354,12148.919,"StatusQuo",1932,10
1932-11-30,4360.52389930499,-3412.24778884926,12148.919,94.2872,11514.472,"StatusQuo",1932,11
1932-12-31,7821.18571868482,-3815.34002038102,11514.472,90.42839,8078.9688,"StatusQuo",1932,12
1933-01-31,11862.4692835672,-4625,8078.9688,83.513405,3541.6685,"StatusQuo",1933,1
1933-02-28,10090.2432752688,-4625,3541.6685,79.19857,4868.1523,"StatusQuo",1933,2
1933-03-31,7794.40637716221,-2775.40186191043,4868.1523,80.684784,7436.776,"StatusQuo",1933,3
1933-04-30,6171.91753782426,-592.670418212295,7436.776,83.88724,10038.127,"StatusQuo",1933,4
1933-05-31,6180.90408712241,-2081.21298332134,10038.127,86.953896,5989.2705,"StatusQuo",1933,5
1933-06-30,3000,-1436.18168118047,5989.2705,90.85884,11086.875,"StatusQuo",1933,6
1933-07-31,3315.87505113461,-2065.84243974894,11086.875,93.214294,16903.02,"StatusQuo",1933,7
1933-08-31,3162.63440861291,-1911.57499311446,16903.02,93.396835,18475.127,"StatusQuo",1933,8
1933-09-30,3667.83935706201,-2742.60278759056,18475.127,92.48737,11569.982,"StatusQuo",1933,9
1933-10-31,3000,-2821.06728807691,11569.982,93.794,11334.27,"StatusQuo",1933,10
1933-11-30,6205.56820107441,-1624.83752113746,11334.27,92.183334,10601.693,"StatusQuo",1933,11
1933-12-31,11212.1219795357,-7249.03048868082,10601.693,84.93555,5017.588,"StatusQuo",1933,12
1934-01-31,16534.9015866264,-3439.51612903226,5017.588,73.671486,4023.241,"StatusQuo",1934,1
1934-02-28,15562.6716730679,-4223.21428571428,4023.241,69.94459,3291.1833,"StatusQuo",1934,2
1934-03-31,8254.25965052994,-3910.3033948851,3291.1833,77.11607,4758.579,"StatusQuo",1934,3
1934-04-30,5831.83490953527,-764.178938854484,4758.579,83.62572,8683.233,"StatusQuo",1934,4
1934-05-31,4303.28177921528,-2053.21017524396,8683.233,89.71812,7593.729,"StatusQuo",1934,5
1934-06-30,4155.38612513924,-1675.14094734951,7593.729,91.70173,12733.254,"StatusQuo",1934,6
1934-07-31,3000,-2097.77002429622,12733.254,93.0932,16299.416,"StatusQuo",1934,7
1934-08-31,3000,-2300.48278366,16299.416,93.76361,18508.635,"StatusQuo",1934,8
1934-09-30,3500,-3308.41202857929,18508.635,92.82909,12293.042,"StatusQuo",1934,9
1934-10-31,3281.89103875079,-2027.95092878451,12293.042,93.65823,12027.998,"StatusQuo",1934,10
1934-11-30,6276.67174605847,-4617.66787798062,12027.998,91.69952,9756.138,"StatusQuo",1934,11
1934-12-31,5884.01747097415,-3809.56896148414,9756.138,90.41975,7480.0977,"StatusQuo",1934,12
1935-01-31,31791.7415382943,-3439.51612903226,7480.0977,67.30848,1574.0758,"StatusQuo",1935,1
