"Date","OUTFLOW","OMR","BD_EC_prev","X2","BD_EC_current","scenario","year","month"
1935-02-28,14582.6612547449,-3982.14285714286,1574.0758,67.46155,1207.9443,"StatusQuo",1935,2
1935-03-31,25036.9518451895,-3905,1207.9443,64.65687,1829.4056,"StatusQuo",1935,3
1935-04-30,50166.5998804789,-3304.1567877438,1829.4056,57.04146,626.43146,"StatusQuo",1935,4
1935-05-31,20088.709,-2761.80989969256,626.43146,64.345375,871.0022,"StatusQuo",1935,5
1935-06-30,6170,-4475,871.0022,77.89683,3949.3147,"StatusQuo",1935,6
1935-07-31,8597.25604879754,-10422.1754233174,3949.3147,82.699104,4253.589,"StatusQuo",1935,7
1935-08-31,4000,-9851.4648040468,4253.589,86.159195,5719.0317,"StatusQuo",1935,8
1935-09-30,3939.784886356,-5962.22862105793,5719.0317,88.96667,12450.308,"StatusQuo",1935,9
1935-10-31,4767.41233891222,-6740.50353215779,12450.308,90.079185,9107.397,"StatusQuo",1935,10
1935-11-30,5085.49129107817,-4939.7146322555,9107.397,90.93909,9150.784,"StatusQuo",1935,11
1935-12-31,7221.77332742196,-3238.97738948254,9150.784,88.92901,7481.6523,"StatusQuo",1935,12
1936-01-31,41357.4643742043,-3521.77419354839,7481.6523,62.48129,1245.74,"StatusQuo",1936,1
1936-02-29,102275.0318457,-3407.7236846922,1245.74,53.329445,250.50768,"StatusQuo",1936,2
1936-03-31,30995.2201696789,-3575,250.50768,59.742393,372.6387,"StatusQuo",1936,3
1936-04-30,23853.1425016698,-3875,372.6387,63.36827,1079.9786,"StatusQuo",1936,4
1936-05-31,11741.936,-2660.33339152766,1079.9786,71.796486,2540.5222,"StatusQuo",1936,5
1936-06-30,6779.91164038255,-4475,2540.5222,80.96651,6056.7188,"StatusQuo",1936,6
1936-07-31,7783.36716222493,-8519.16644199762,6056.7188,83.31488,4824.515,"StatusQuo",1936,7
1936-08-31,4000,-8124.93024813595,4824.515,87.172165,6631.053,"StatusQuo",1936,8
1936-09-30,4275.0174861633,-5862.93591816913,6631.053,89.80017,8941.239,"StatusQuo",1936,9
1936-10-31,4000,-6640.74560260487,8941.239,91.766785,9057.566,"StatusQuo",1936,10
1936-11-30,4793.80504099079,-4392.30642855135,9057.566,92.59457,9250.856,"StatusQuo",1936,11
1936-12-31,7904.28169680283,-3840.33261462067,9250.856,89.06933,7016.371,"StatusQuo",1936,12
1937-01-31,11475.2005525357,-4775,7016.371,82.83855,7902.0454,"StatusQuo",1937,1
1937-02-28,56868.5432574412,-3962.85714285714,7902.0454,57.62695,2928.0767,"StatusQuo",1937,2
1937-03-31,46503.0672000522,-4355,2928.0767,56.592342,343.40933,"StatusQuo",1937,3
1937-04-30,19727.2703584969,-3875,343.40933,64.39214,989.99207,"StatusQuo",1937,4
1937-05-31,13592.742,-3869.35249358443,989.99207,71.177605,2741.4985,"StatusQuo",1937,5
1937-06-30,8686.667,-4475,2741.4985,78.24907,4999.7183,"StatusQuo",1937,6
1937-07-31,6530,-10468.4455190256,4999.7183,83.52861,3850.3037,"StatusQuo",1937,7
1937-08-31,4160.97574914493,-8607.33513556641,3850.3037,87.4482,6317.786,"StatusQuo",1937,8
1937-09-30,3707.77461258904,-6267.96387552189,6317.786,90.25085,8848.054,"StatusQuo",1937,9
1937-10-31,4000,-5794.31747184396,8848.054,92.11953,9324.087,"StatusQuo",1937,10
1937-11-30,16094.7412442721,-9346.0043134856,9324.087,80.04616,3924.4458,"StatusQuo",1937,11
1937-12-31,70299.8810965151,-5290.32258064516,3924.4458,55.924366,683.9869,"StatusQuo",1937,12
1938-01-31,29596.5643080196,-4363.70967741936,683.9869,60.37984,477.0822,"StatusQuo",1938,1
1938-02-28,189003.405354659,2482.64149792726,477.0822,51.28793,291.853,"StatusQuo",1938,2
1938-03-31,189399.884850607,4264.14294229713,291.853,51.657936,227.09018,"StatusQuo",1938,3
1938-04-30,55486.3069427669,-2716.79426434471,227.09018,55.32859,231.60611,"StatusQuo",1938,4
1938-05-31,36784.6075340098,-1218.54106454322,231.60611,58.73694,316.6721,"StatusQuo",1938,5
1938-06-30,10682.0378659371,-3313.77900114677,316.6721,70.6601,1523.079,"StatusQuo",1938,6
1938-07-31,8955.63361153927,-7498.8172279999,1523.079,79.25996,5724.228,"StatusQuo",1938,7
1938-08-31,5580.645,-9367.04957486782,5724.228,82.96364,9172.458,"StatusQuo",1938,8
1938-09-30,10625,-9434.2421332144,9172.458,80.07708,10415.834,"StatusQuo",1938,9
1938-10-31,8125,-5953.5615973128,10415.834,80.011566,8509.394,"StatusQuo",1938,10
1938-11-30,4925.07000163499,-9461.86184329131,8509.394,85.46809,10496.892,"StatusQuo",1938,11
1938-12-31,5126.10149024222,-6419.81764610091,10496.892,87.673096,13346.237,"StatusQuo",1938,12
1939-01-31,8564.34909809834,-2967.79952210463,13346.237,86.89718,7463.7544,"StatusQuo",1939,1
1939-02-28,10457.6779445788,-4250,7463.7544,83.356316,4459.2563,"StatusQuo",1939,2
1939-03-31,10130.6005207096,-3144.32793234138,4459.2563,80.57045,2926.5,"StatusQuo",1939,3
1939-04-30,10943.7518625007,-2311.32705861951,2926.5,78.515945,5715.3335,"StatusQuo",1939,4
1939-05-31,10175.8331280876,-2546.38646737697,5715.3335,79.18708,6990.754,"StatusQuo",1939,5
1939-06-30,5650.6797913453,-2814.98463813457,6990.754,83.36186,8701.424,"StatusQuo",1939,6
1939-07-31,5000,-4111.96377467619,8701.424,87.93529,6996.966,"StatusQuo",1939,7
1939-08-31,3559.10516699817,-4798.38161516299,6996.966,91.35006,8332.07,"StatusQuo",1939,8
1939-09-30,3251.27190861661,-4184.799824258,8332.07,92.63597,10284.874,"StatusQuo",1939,9
1939-10-31,4247.96675095013,-3663.00549670404,10284.874,92.64113,10684.08,"StatusQuo",1939,10
1939-11-30,4500,-2045.19483874216,10684.08,92.81757,10414.908,"StatusQuo",1939,11
1939-12-31,5703.66016521092,-1969.28239069044,10414.908,91.47438,9403.89,"StatusQuo",1939,12
1940-01-31,39183.2773719319,-3126.93548387097,9403.89,64.1894,1512.0713,"StatusQuo",1940,1
1940-02-29,87320.1270785753,-4404.13793103448,1512.0713,53.730175,254.43745,"StatusQuo",1940,2
1940-03-31,101975.493503799,-4025,254.43745,53.06072,228.12862,"StatusQuo",1940,3
1940-04-30,41260.5359576786,-3995,228.12862,57.33608,284.82812,"StatusQuo",1940,4
1940-05-31,13235.887,-3838.54154693631,284.82812,68.6112,1480.3948,"StatusQuo",1940,5
1940-06-30,7589.98398120267,-4490,1480.3948,79.09435,5021.788,"StatusQuo",1940,6
1940-07-31,10683.726459325,-8542.44140138553,5021.788,80.3872,3197.7375,"StatusQuo",1940,7
1940-08-31,5884.40880861288,-11462.8218661301,3197.7375,83.51712,3744.7666,"StatusQuo",1940,8
1940-09-30,11250,-5055.65007835118,3744.7666,80.015755,7470.308,"StatusQuo",1940,9
1940-10-31,8281.25,-3725.25690454459,7470.308,80.01514,7505.6987,"StatusQuo",1940,10
1940-11-30,4500,-8761.33328484769,7505.6987,86.311905,10064.245,"StatusQuo",1940,11
1940-12-31,40431.2238910963,-5290.32258064516,10064.245,62.80176,4202.937,"StatusQuo",1940,12
1941-01-31,99075.8044931945,-4343.38709677419,4202.937,53.134678,281.63577,"StatusQuo",1941,1
1941-02-28,136166.472550027,-5000,281.63577,52.342976,227.8042,"StatusQuo",1941,2
1941-03-31,86943.2458946794,-4550,227.8042,53.22474,228.24411,"StatusQuo",1941,3
1941-04-30,76492.9984406755,-4541.1442359116,228.24411,53.655083,230.1543,"StatusQuo",1941,4
1941-05-31,25480.6016180436,-5000,230.1543,61.653408,503.19443,"StatusQuo",1941,5
1941-06-30,9158.17560164272,-4505,503.19443,73.79519,2523.346,"StatusQuo",1941,6
1941-07-31,9002.66976702509,-10526.5036755902,2523.346,79.880775,6461.2153,"StatusQuo",1941,7
1941-08-31,5510.0806,-10604.0900926141,6461.2153,83.18594,8907.61,"StatusQuo",1941,8
1941-09-30,10937.5,-10422.8638837551,8907.61,79.97228,9737.84,"StatusQuo",1941,9
1941-10-31,8125,-7596.30652061655,9737.84,79.93827,7894.1333,"StatusQuo",1941,10
1941-11-30,5029.13424510433,-9552.74452609717,7894.1333,85.46925,9885.124,"StatusQuo",1941,11
1941-12-31,57147.7230178581,-5290.32258064516,9885.124,58.853027,3659.9268,"StatusQuo",1941,12
1942-01-31,88501.3583129919,-4516.12903225806,3659.9268,53.316177,247.45767,"StatusQuo",1942,1
1942-02-28,163184.291963413,-4464.28571428572,247.45767,51.81992,228.14662,"StatusQuo",1942,2
1942-03-31,27316.1845303375,-3650,228.14662,60.63022,362.5348,"StatusQuo",1942,3
1942-04-30,46664.5537792951,-4130,362.5348,57.41655,455.57208,"StatusQuo",1942,4
1942-05-31,29566.2172139301,-4508.04448611199,455.57208,60.99818,628.08417,"StatusQuo",1942,5
1942-06-30,8550.12927744328,-4505,628.08417,73.469284,2492.058,"StatusQuo",1942,6
1942-07-31,8591.53497762465,-10039.8406658135,2492.058,80.87961,6959.0728,"StatusQuo",1942,7
1942-08-31,5651.2095,-9546.42226829611,6959.0728,83.26023,9532.618,"StatusQuo",1942,8
1942-09-30,10781.25,-6806.87336644135,9532.618,80.02058,10342.118,"StatusQuo",1942,9
1942-10-31,8125,-4301.7461784334,10342.118,79.91691,8216.351,"StatusQuo",1942,10
1942-11-30,9182.30865422291,-8507.65369980831,8216.351,81.29846,9044.003,"StatusQuo",1942,11
1942-12-31,23791.5457729322,-5290.32258064516,9044.003,67.716576,5915.646,"StatusQuo",1942,12
1943-01-31,89733.3481170793,-5000,5915.646,53.718296,529.7547,"StatusQuo",1943,1
1943-02-28,59905.5425464783,-5000,529.7547,54.737057,242.14578,"StatusQuo",1943,2
1943-03-31,88711.3399793582,-2672.94828523121,242.14578,53.428062,236.14943,"StatusQuo",1943,3
1943-04-30,24541.4444100385,-4745,236.14943,61.661777,504.22693,"StatusQuo",1943,4
1943-05-31,11093.1455,-3930.17871637265,504.22693,72.603096,2560.227,"StatusQuo",1943,5
1943-06-30,8361.30524811525,-4505,2560.227,79.918106,6025.548,"StatusQuo",1943,6
1943-07-31,9978.69752598519,-10647.80614246,6025.548,79.981384,8048.085,"StatusQuo",1943,7
1943-08-31,5743.27940861292,-10027.716809786,8048.085,82.765045,8968.136,"StatusQuo",1943,8
1943-09-30,10937.5,-5709.92098545839,8968.136,79.91765,9753.965,"StatusQuo",1943,9
1943-10-31,7812.5,-5199.20391457563,9753.965,80.09004,8084.6113,"StatusQuo",1943,10
1943-11-30,4500,-8382.2243955629,8084.6113,86.08941,10151.421,"StatusQuo",1943,11
1943-12-31,5696.7374547906,-4916.48828534701,10151.421,88.9807,7174.985,"StatusQuo",1943,12
1944-01-31,13604.2640246621,-2131.06375829099,7174.985,81.83243,4363.8916,"StatusQuo",1944,1
1944-02-29,28535.2253945017,-3456.89655172414,4363.8916,64.44011,2244.4832,"StatusQuo",1944,2
1944-03-31,18905.0445562794,-3905,2244.4832,65.482376,1501.4058,"StatusQuo",1944,3
1944-04-30,11495.833,-1948.86501753715,1501.4058,73.1331,3212.919,"StatusQuo",1944,4
1944-05-31,9554.84422253841,-1047.54507264552,3212.919,78.85285,5826.2705,"StatusQuo",1944,5
1944-06-30,7100,-4400,5826.2705,82.2979,7869.939,"StatusQuo",1944,6
1944-07-31,5000,-4655.03192775498,7869.939,86.723885,6232.891,"StatusQuo",1944,7
1944-08-31,4371.45460305705,-3519.17737674123,6232.891,90.322426,8207.1,"StatusQuo",1944,8
1944-09-30,3162.66560771608,-4894.24415384061,8207.1,92.08456,10231.575,"StatusQuo",1944,9
1944-10-31,4086.35903765968,-3893.26497937973,10231.575,92.66411,10715.673,"StatusQuo",1944,10
