"Date","OUTFLOW","OMR","BD_EC_prev","X2_prev","X2_current","BD_EC_current"
1921-11-30,4564.88784348822,-8560.22573348467,7227.636,79.97626,85.57823,9503.216
1921-12-31,9142.88305028664,-8924.74501045624,9503.216,85.57823,83.95635,11735.032
1922-01-31,13929.7841724222,-4745,11735.032,83.95635,76.188255,7230.1675
1922-02-28,42086.8961736462,-3625.89285714286,7230.1675,76.188255,59.619873,2517.2444
1922-03-31,31675.1095649876,-3500,2517.2444,59.619873,59.9822,621.6637
1922-04-30,21224.4448222237,-3995,621.6637,59.9822,64.27105,1098.7101
1922-05-31,46323.5545970654,-4190,1098.7101,64.27105,57.88989,751.23773
1922-06-30,28961.9288532472,-4925,751.23773,57.88989,60.936626,579.5671
1922-07-31,10200,-8864.33735572382,579.5671,60.936626,75.83685,847.2026
1922-08-31,10200,-7640.42565628564,847.2026,75.83685,79.78151,2196.045
1922-09-30,8593.75,-5346.13762374722,2196.045,79.78151,80.02797,5221.079
1922-10-31,9687.5,-4426.82196590978,5221.079,80.02797,79.941345,7780.0264
1922-11-30,7515.40982428395,-8541.63968510875,7780.0264,79.941345,81.98679,8097.5127
1922-12-31,29428.9069006006,-5290.32258064516,8097.5127,81.98679,65.57909,5020.345
1923-01-31,28216.0193799647,-4343.38709677419,5020.345,65.57909,61.936443,1196.0294
1923-02-28,18221.7976004764,-4142.85714285714,1196.0294,61.936443,65.721794,1421.5187
1923-03-31,12883.6266315302,-3500,1421.5187,65.721794,71.48387,2800.3562
1923-04-30,21549.2835313016,-3187.48365134444,2800.3562,71.48387,67.23997,3026.0564
1923-05-31,13793.2416911003,-3875,3026.0564,67.23997,70.78905,2788.4895
1923-06-30,7596.25,-4475,2788.4895,70.78905,79.330765,4874.067
1923-07-31,7195.39088352655,-9605.87353220089,4874.067,79.330765,83.68531,3901.1006
1923-08-31,4000,-9633.70646846526,3901.1006,83.68531,87.48094,5613.8086
1923-09-30,4779.47967663439,-8045.34216609978,5613.8086,87.48094,88.47977,11996.507
