"month","region","year","sal_June","sal_MaxDS_Even","sal_MaxDS_Hist","sal_StatusQuo"
1,"Confluence",1922,1.34486293975729,1.62047428987587,1.62047428987587,1.57298589810216
1,"Confluence",1923,0.308413516001978,0.319029567195897,0.318370071533464,0.309512017819608
1,"Confluence",1924,8.50005809387384,7.72085504171759,5.85024755805651,6.42041015585594
1,"Confluence",1925,5.68012341847196,5.68147308513791,5.67089086177157,5.98513566774784
1,"Confluence",1926,3.23829028207342,3.24790163236073,3.25581865806072,3.24871871441962
1,"Confluence",1927,0.48788615054206,0.434129690131466,0.423525575114408,0.486524330551729
1,"Confluence",1928,1.96348472564236,1.88213333988373,1.80665828372137,1.63110867779177
1,"Confluence",1929,7.08294904425283,5.39983501980729,4.4509715729027,6.95776170670211
1,"Confluence",1930,1.18690406914514,1.2403029326983,1.26067697772318,1.17554819533012
1,"Confluence",1931,6.02999299011008,4.69641811666568,6.24591774567538,7.82399941656588
1,"Confluence",1932,1.01313301363409,1.25789200693451,1.27905575168343,1.15071530445693
1,"Confluence",1933,9.18125439138078,9.52811499239258,9.63050296377646,9.26074910927269
1,"Confluence",1934,3.07248949292578,3.82620803221808,3.96624320083013,3.24094277102741
1,"Confluence",1935,0.720046089184016,0.768765499590639,0.758580723529906,0.720198712378801
1,"Confluence",1936,0.374339305120966,0.374055168053861,0.373464482602293,0.374550658586951
1,"Confluence",1937,7.08310702439406,7.09509746044042,7.10179660346209,7.09369568639673
1,"Confluence",1938,0.308993518464896,0.309744960342216,0.309662938702685,0.311048839358977
1,"Confluence",1939,7.7727991549551,7.7936751237626,7.321121473775,9.3505929825264
1,"Confluence",1940,0.416370780989372,0.417765142193667,0.409576373004974,0.422978142009462
1,"Confluence",1941,0.171265752466649,0.177056855876253,0.178631413431328,0.170537134413281
1,"Confluence",1942,0.172973553635186,0.179868357067433,0.179101680963793,0.174173919035062
1,"Confluence",1943,0.178810829293798,0.199069960667572,0.192230617277203,0.181836890078394
1,"Confluence",1944,4.25589663947969,4.18717531540942,3.58786175736986,4.89946288454672
1,"Confluence",1945,3.0267958021127,4.27608572168332,3.90185354681884,3.22329384174097
1,"Confluence",1946,0.203219630900079,0.203444267733889,0.204021821588922,0.203171427961709
1,"Confluence",1947,9.62788702000639,9.1855631684533,9.61143182122854,9.65000605516358
1,"Confluence",1948,6.49277759903625,6.55545747681334,6.55371645927114,6.49249335575687
1,"Confluence",1949,8.19672110248801,8.20934888645222,8.21795424867195,8.19519140181796
1,"Confluence",1950,1.53686112090519,1.54541973282564,1.57636900021563,1.53802037771352
1,"Confluence",1951,0.174464513622614,0.174494640430952,0.174488486720582,0.174477660416758
1,"Confluence",1952,0.175399531266683,0.179234881820847,0.178959729801084,0.176159165917198
1,"Confluence",1953,0.170280781525673,0.173167977810086,0.173060291624394,0.170267234683031
1,"Confluence",1954,0.637658795508842,2.64533581783842,3.05226432369678,0.657551883811523
1,"Confluence",1955,0.78673917770101,0.787739668423619,0.789042050481328,0.778403666908617
1,"Confluence",1956,0.158591760272453,0.159057718152641,0.159164093794269,0.158840891639927
1,"Confluence",1957,8.10565335788409,5.76559562555629,5.91315397457038,7.46791042964442
1,"Confluence",1958,0.274898493258587,0.274874288555673,0.275430078819073,0.276604622302327
1,"Confluence",1959,1.03690691875655,1.33306638439415,1.56251539983147,1.03250885017264
1,"Confluence",1960,7.82313037606448,9.36577319117416,9.06296453736695,7.61868698659719
1,"Confluence",1961,6.92362521362031,7.00865109515974,6.9511044348308,6.92913843827317
1,"Confluence",1962,9.28815905796981,9.40703802461984,9.40309522367758,9.30741856123352
1,"Confluence",1963,0.944556489459268,0.953146920475767,0.953048895015516,0.944098234231421
1,"Confluence",1964,1.96319008943526,2.53103349145042,2.56788695624684,1.88749392461922
1,"Confluence",1965,0.163570528879118,0.164276422792232,0.164242852326139,0.163963263218364
1,"Confluence",1966,0.943909733030355,1.03552380040433,1.03581703953835,0.890722704413681
1,"Confluence",1967,0.213121753986044,0.220106613513459,0.220122851663625,0.211499648296902
1,"Confluence",1968,0.932414342289088,1.57936176548936,1.1203636354996,0.984390519092115
1,"Confluence",1969,0.166454102492373,0.166863562254763,0.166702887139175,0.166444829811418
1,"Confluence",1970,0.150975640313307,0.150463594456782,0.149946595317106,0.151001010323012
1,"Confluence",1971,0.20601593790577,0.248430585938168,0.248443594905949,0.207386272051202
1,"Confluence",1972,3.67198134049519,3.88116188293384,3.93767812300286,3.34312644484458
1,"Confluence",1973,0.180424640055815,0.180194781278348,0.17978103333989,0.180448527267385
1,"Confluence",1974,0.160224311061754,0.160447761234252,0.160577350024073,0.159128274601273
1,"Confluence",1975,7.50216515516939,6.97788748925843,6.19008035283401,7.21058097772597
1,"Confluence",1976,13.2080392081229,10.3251468920993,11.2299539056261,13.3246053211246
1,"Confluence",1977,13.5783508556546,7.56807033737771,6.17215864165837,24.9788716562248
1,"Confluence",1978,0.206858859241058,0.209748556070955,0.205362596984886,0.21004874513077
1,"Confluence",1979,1.22719237410961,1.21632085623178,1.24834118254229,1.26635253842133
1,"Confluence",1980,0.180207048011962,0.185752192596264,0.18602130162062,0.1836545110791
1,"Confluence",1981,0.829331105455412,1.16874659308774,1.19036594787974,1.23659351111261
1,"Confluence",1982,0.170278660516604,0.170400784676478,0.170480150337556,0.170107979519729
1,"Confluence",1983,0.164086097342889,0.164566429541296,0.16430795821704,0.164086661094053
1,"Confluence",1984,0.187167226783759,0.187280150614218,0.187280260212855,0.187167730293644
1,"Confluence",1985,1.61962519025565,1.98750151695522,1.95193585042432,1.55040396958631
