"month","region","year","sal_June","sal_MaxDS_Even","sal_MaxDS_Hist","sal_MaxWater","sal_MaxWater_noSMSCG","sal_StatusQuo","sal_Summer_Even","sal_Summer_Even_AltSMSCG","sal_Summer_Hist","sal_SummerFall_Even","sal_SummerFall_Hist"
1,"Confluence",1922,0.603403232066259,0.636148528696598,0.636148528696598,0.603403232066259,0.603403232066259,0.584314326085935,0.603403232066259,0.603403232066259,0.603492990414584,0.584314326085935,0.584314326085935
1,"Confluence",1923,0.270643680100988,0.275788266868177,0.275442935476568,0.27055790063192,0.270557558372267,0.272956615180729,0.272836973161989,0.272706170621913,0.272454710945154,0.273045685666712,0.273570115499747
1,"Confluence",1924,6.03881916543868,7.28450471066774,7.3012953444363,6.02439910765135,6.03336259878151,6.72819600826047,6.0259146283531,6.27085011741601,5.48109616658304,6.73593499701347,6.70376587994227
1,"Confluence",1925,5.68237306416956,5.35701083669009,5.33376076249568,5.66074975349182,5.66074001229034,5.97387152987164,5.53981418849919,5.67062244343868,5.55862526124216,5.66430655727978,5.44706872009182
1,"Confluence",1926,2.87083196664871,3.09907560753756,3.04506152637537,2.87064812689811,2.8705315526532,2.87177379855719,2.87193080530951,2.87333084748013,2.87259303451865,2.87219998285753,2.87147775571144
1,"Confluence",1927,0.296521798377808,0.283487627052054,0.276900969651267,0.296389593555604,0.297003581495849,0.296637268149219,0.297208641411287,0.294738262799676,0.296568987101789,0.28902930541727,0.290128498647676
1,"Confluence",1928,1.25809401880915,1.63828550143388,1.67275941240874,1.91456051916149,1.91239335128163,2.05185145569845,1.29656598393417,1.28339485479657,1.78624337307151,1.97059188559233,2.07075960960003
1,"Confluence",1929,7.99151147959876,7.36804142090195,7.13283314613605,8.08783954192313,8.08879975746299,8.1449896595056,6.45083442586371,7.78506908227901,7.46426588850296,7.91262990339346,8.06691239215624
1,"Confluence",1930,0.426971855920425,0.458445798572023,0.46505478643981,0.42605974237173,0.426020892702626,0.42590861802445,0.421429126120574,0.43111490787288,0.426262059096549,0.417201550685117,0.417198692532349
1,"Confluence",1931,5.3515226167401,7.65755386172333,7.65072343897535,5.37575523438195,5.40459904712443,6.09423184944543,4.40357205306357,4.53104264275486,4.45928705062837,6.7229259620446,6.7166682715977
